date,captured_at_tw,sportsbook,game_pk,official_event_id,event_no,kickoff_tw,away_zh,home_zh,matchup_zh,market_id,market_ti,market_name,selection_id,selection_name,selection_side,selection_line,odds_decimal,pd,pu,raw_v,raw_hv,raw_cn
2026-08-03,2026-08-03T21:11:41,台灣運彩,823431,3480964.1,103,2026-08-04T06:40:00+08:00,華盛頓國民,費城費城人,華盛頓國民 @ 費城費城人,51507321.1,354,不讓分,253036160.1,費城費城人,H,,1.45,20,9,H,,1
2026-08-03,2026-08-03T21:11:41,台灣運彩,823431,3480964.1,103,2026-08-04T06:40:00+08:00,華盛頓國民,費城費城人,華盛頓國民 @ 費城費城人,51507321.1,354,不讓分,253036161.1,華盛頓國民,A,,2.10,10,11,A,,2
2026-08-03,2026-08-03T21:11:41,台灣運彩,823431,3480964.1,103,2026-08-04T06:40:00+08:00,華盛頓國民,費城費城人,華盛頓國民 @ 費城費城人,51507331.1,357,勝分差,253036183.1,華盛頓國民 1 分,A,,6.00,1,5,A,,
2026-08-03,2026-08-03T21:11:41,台灣運彩,823431,3480964.1,103,2026-08-04T06:40:00+08:00,華盛頓國民,費城費城人,華盛頓國民 @ 費城費城人,51507331.1,357,勝分差,253036184.1,華盛頓國民 2 分,A,,7.75,4,27,A,,
2026-08-03,2026-08-03T21:11:41,台灣運彩,823431,3480964.1,103,2026-08-04T06:40:00+08:00,華盛頓國民,費城費城人,華盛頓國民 @ 費城費城人,51507331.1,357,勝分差,253036185.1,華盛頓國民 > 2分,A,,2.95,20,39,A,,
2026-08-03,2026-08-03T21:11:41,台灣運彩,823431,3480964.1,103,2026-08-04T06:40:00+08:00,華盛頓國民,費城費城人,華盛頓國民 @ 費城費城人,51507331.1,357,勝分差,253036180.1,費城費城人 1 分,H,,4.10,10,31,H,,
2026-08-03,2026-08-03T21:11:41,台灣運彩,823431,3480964.1,103,2026-08-04T06:40:00+08:00,華盛頓國民,費城費城人,華盛頓國民 @ 費城費城人,51507331.1,357,勝分差,253036181.1,費城費城人 2 分,H,,7.00,1,6,H,,
2026-08-03,2026-08-03T21:11:41,台灣運彩,823431,3480964.1,103,2026-08-04T06:40:00+08:00,華盛頓國民,費城費城人,華盛頓國民 @ 費城費城人,51507331.1,357,勝分差,253036182.1,費城費城人 > 2分,H,,2.30,10,13,H,,
2026-08-03,2026-08-03T21:11:41,台灣運彩,823431,3480964.1,103,2026-08-04T06:40:00+08:00,華盛頓國民,費城費城人,華盛頓國民 @ 費城費城人,51507325.1,358,讓分 -2.5,253036168.1,費城費城人 -2.5,H,-2.5,2.40,5,7,H,-2.5,1
2026-08-03,2026-08-03T21:11:41,台灣運彩,823431,3480964.1,103,2026-08-04T06:40:00+08:00,華盛頓國民,費城費城人,華盛頓國民 @ 費城費城人,51507325.1,358,讓分 -2.5,253036169.1,華盛頓國民 +2.5,A,-2.5,1.36,25,9,A,-2.5,2
2026-08-03,2026-08-03T21:11:41,台灣運彩,823431,3480964.1,103,2026-08-04T06:40:00+08:00,華盛頓國民,費城費城人,華盛頓國民 @ 費城費城人,51507327.1,358,讓分 -1.5,253036172.1,費城費城人 -1.5,H,-1.5,1.94,50,47,H,-1.5,1
2026-08-03,2026-08-03T21:11:41,台灣運彩,823431,3480964.1,103,2026-08-04T06:40:00+08:00,華盛頓國民,費城費城人,華盛頓國民 @ 費城費城人,51507327.1,358,讓分 -1.5,253036173.1,華盛頓國民 +1.5,A,-1.5,1.56,25,14,A,-1.5,2
2026-08-03,2026-08-03T21:11:41,台灣運彩,823431,3480964.1,103,2026-08-04T06:40:00+08:00,華盛頓國民,費城費城人,華盛頓國民 @ 費城費城人,51507324.1,360,[總分]大小 8.5,253036167.1,大 8.5,A,8.5,1.60,5,3,A,8.5,
2026-08-03,2026-08-03T21:11:41,台灣運彩,823431,3480964.1,103,2026-08-04T06:40:00+08:00,華盛頓國民,費城費城人,華盛頓國民 @ 費城費城人,51507324.1,360,[總分]大小 8.5,253036166.1,小 8.5,H,8.5,1.90,10,9,H,8.5,
2026-08-03,2026-08-03T21:11:41,台灣運彩,823431,3480964.1,103,2026-08-04T06:40:00+08:00,華盛頓國民,費城費城人,華盛頓國民 @ 費城費城人,51507326.1,360,[總分]大小 9.5,253036171.1,大 9.5,A,9.5,1.90,10,9,A,9.5,
2026-08-03,2026-08-03T21:11:41,台灣運彩,823431,3480964.1,103,2026-08-04T06:40:00+08:00,華盛頓國民,費城費城人,華盛頓國民 @ 費城費城人,51507326.1,360,[總分]大小 9.5,253036170.1,小 9.5,H,9.5,1.60,5,3,H,9.5,
2026-08-03,2026-08-03T21:11:41,台灣運彩,823431,3480964.1,103,2026-08-04T06:40:00+08:00,華盛頓國民,費城費城人,華盛頓國民 @ 費城費城人,51507328.1,360,[總分]大小 10.5,253036175.1,大 10.5,A,10.5,2.15,20,23,A,10.5,
2026-08-03,2026-08-03T21:11:41,台灣運彩,823431,3480964.1,103,2026-08-04T06:40:00+08:00,華盛頓國民,費城費城人,華盛頓國民 @ 費城費城人,51507328.1,360,[總分]大小 10.5,253036174.1,小 10.5,H,10.5,1.43,100,43,H,10.5,
2026-08-03,2026-08-03T21:11:41,台灣運彩,823431,3480964.1,103,2026-08-04T06:40:00+08:00,華盛頓國民,費城費城人,華盛頓國民 @ 費城費城人,51507330.1,362,費城費城人 大小 4.5,253036179.1,大 4.5,A,4.5,1.65,20,13,A,4.5,
2026-08-03,2026-08-03T21:11:41,台灣運彩,823431,3480964.1,103,2026-08-04T06:40:00+08:00,華盛頓國民,費城費城人,華盛頓國民 @ 費城費城人,51507330.1,362,費城費城人 大小 4.5,253036178.1,小 4.5,H,4.5,1.78,50,39,H,4.5,
2026-08-03,2026-08-03T21:11:41,台灣運彩,823431,3480964.1,103,2026-08-04T06:40:00+08:00,華盛頓國民,費城費城人,華盛頓國民 @ 費城費城人,51507329.1,363,華盛頓國民 大小 4.5,253036177.1,大 4.5,A,4.5,1.90,10,9,A,4.5,
2026-08-03,2026-08-03T21:11:41,台灣運彩,823431,3480964.1,103,2026-08-04T06:40:00+08:00,華盛頓國民,費城費城人,華盛頓國民 @ 費城費城人,51507329.1,363,華盛頓國民 大小 4.5,253036176.1,小 4.5,H,4.5,1.55,20,11,H,4.5,
2026-08-03,2026-08-03T21:11:41,台灣運彩,823431,3480964.1,103,2026-08-04T06:40:00+08:00,華盛頓國民,費城費城人,華盛頓國民 @ 費城費城人,51507322.1,366,[總分]單雙,253036163.1,單,,,1.48,25,12,,,
2026-08-03,2026-08-03T21:11:41,台灣運彩,823431,3480964.1,103,2026-08-04T06:40:00+08:00,華盛頓國民,費城費城人,華盛頓國民 @ 費城費城人,51507322.1,366,[總分]單雙,253036162.1,雙,,,2.00,1,1,,,
2026-08-03,2026-08-03T21:11:41,台灣運彩,823431,3480964.1,103,2026-08-04T06:40:00+08:00,華盛頓國民,費城費城人,華盛頓國民 @ 費城費城人,51507744.1,374,得分最高單局(不含延長賽),253037415.1,一樣多,,,2.25,4,5,,,
2026-08-03,2026-08-03T21:11:41,台灣運彩,823431,3480964.1,103,2026-08-04T06:40:00+08:00,華盛頓國民,費城費城人,華盛頓國民 @ 費城費城人,51507744.1,374,得分最高單局(不含延長賽),253037406.1,第1局,,,5.40,5,22,,,
2026-08-03,2026-08-03T21:11:41,台灣運彩,823431,3480964.1,103,2026-08-04T06:40:00+08:00,華盛頓國民,費城費城人,華盛頓國民 @ 費城費城人,51507744.1,374,得分最高單局(不含延長賽),253037407.1,第2局,,,6.25,4,21,,,
2026-08-03,2026-08-03T21:11:41,台灣運彩,823431,3480964.1,103,2026-08-04T06:40:00+08:00,華盛頓國民,費城費城人,華盛頓國民 @ 費城費城人,51507744.1,374,得分最高單局(不含延長賽),253037408.1,第3局,,,5.55,20,91,,,
2026-08-03,2026-08-03T21:11:41,台灣運彩,823431,3480964.1,103,2026-08-04T06:40:00+08:00,華盛頓國民,費城費城人,華盛頓國民 @ 費城費城人,51507744.1,374,得分最高單局(不含延長賽),253037409.1,第4局,,,6.25,4,21,,,
2026-08-03,2026-08-03T21:11:41,台灣運彩,823431,3480964.1,103,2026-08-04T06:40:00+08:00,華盛頓國民,費城費城人,華盛頓國民 @ 費城費城人,51507744.1,374,得分最高單局(不含延長賽),253037410.1,第5局,,,5.80,5,24,,,
2026-08-03,2026-08-03T21:11:41,台灣運彩,823431,3480964.1,103,2026-08-04T06:40:00+08:00,華盛頓國民,費城費城人,華盛頓國民 @ 費城費城人,51507744.1,374,得分最高單局(不含延長賽),253037411.1,第6局,,,6.00,1,5,,,
2026-08-03,2026-08-03T21:11:41,台灣運彩,823431,3480964.1,103,2026-08-04T06:40:00+08:00,華盛頓國民,費城費城人,華盛頓國民 @ 費城費城人,51507744.1,374,得分最高單局(不含延長賽),253037412.1,第7局,,,6.00,1,5,,,
2026-08-03,2026-08-03T21:11:41,台灣運彩,823431,3480964.1,103,2026-08-04T06:40:00+08:00,華盛頓國民,費城費城人,華盛頓國民 @ 費城費城人,51507744.1,374,得分最高單局(不含延長賽),253037413.1,第8局,,,6.00,1,5,,,
2026-08-03,2026-08-03T21:11:41,台灣運彩,823431,3480964.1,103,2026-08-04T06:40:00+08:00,華盛頓國民,費城費城人,華盛頓國民 @ 費城費城人,51507744.1,374,得分最高單局(不含延長賽),253037414.1,第9局,,,8.00,1,7,,,
2026-08-03,2026-08-03T21:11:41,台灣運彩,823431,3480964.1,103,2026-08-04T06:40:00+08:00,華盛頓國民,費城費城人,華盛頓國民 @ 費城費城人,51507739.1,376,[1-5局] 不讓分,253037394.1,費城費城人,H,,1.60,5,3,H,,1
2026-08-03,2026-08-03T21:11:41,台灣運彩,823431,3480964.1,103,2026-08-04T06:40:00+08:00,華盛頓國民,費城費城人,華盛頓國民 @ 費城費城人,51507739.1,376,[1-5局] 不讓分,253037396.1,華盛頓國民,A,,2.10,10,11,A,,2
2026-08-03,2026-08-03T21:11:41,台灣運彩,823431,3480964.1,103,2026-08-04T06:40:00+08:00,華盛頓國民,費城費城人,華盛頓國民 @ 費城費城人,51507739.1,376,[1-5局] 不讓分,253037395.1,和局,D,,4.90,10,39,D,,
2026-08-03,2026-08-03T21:11:41,台灣運彩,823431,3480964.1,103,2026-08-04T06:40:00+08:00,華盛頓國民,費城費城人,華盛頓國民 @ 費城費城人,51508307.1,378,[1-5局] 大小 4.5,253038893.1,大 4.5,A,4.5,1.53,100,53,A,4.5,
2026-08-03,2026-08-03T21:11:41,台灣運彩,823431,3480964.1,103,2026-08-04T06:40:00+08:00,華盛頓國民,費城費城人,華盛頓國民 @ 費城費城人,51508307.1,378,[1-5局] 大小 4.5,253038892.1,小 4.5,H,4.5,1.82,50,41,H,4.5,
2026-08-03,2026-08-03T21:11:41,台灣運彩,823431,3480964.1,103,2026-08-04T06:40:00+08:00,華盛頓國民,費城費城人,華盛頓國民 @ 費城費城人,51507738.1,379,[1-5局] 費城費城人 大小 2.5,253037393.1,大 2.5,A,2.5,1.72,25,18,A,2.5,
2026-08-03,2026-08-03T21:11:41,台灣運彩,823431,3480964.1,103,2026-08-04T06:40:00+08:00,華盛頓國民,費城費城人,華盛頓國民 @ 費城費城人,51507738.1,379,[1-5局] 費城費城人 大小 2.5,253037392.1,小 2.5,H,2.5,1.72,25,18,H,2.5,
2026-08-03,2026-08-03T21:11:41,台灣運彩,823431,3480964.1,103,2026-08-04T06:40:00+08:00,華盛頓國民,費城費城人,華盛頓國民 @ 費城費城人,51507742.1,380,[1-5局] 華盛頓國民 大小 1.5,253037402.1,大 1.5,A,1.5,1.53,100,53,A,1.5,
2026-08-03,2026-08-03T21:11:41,台灣運彩,823431,3480964.1,103,2026-08-04T06:40:00+08:00,華盛頓國民,費城費城人,華盛頓國民 @ 費城費城人,51507742.1,380,[1-5局] 華盛頓國民 大小 1.5,253037401.1,小 1.5,H,1.5,1.93,100,93,H,1.5,
