date,game_pk,sportsbook,captured_at_tw,away_zh,home_zh,away_moneyline,home_moneyline
2026-07-18,822790,台灣運彩,2026-07-18T21:08:55,芝加哥白襪,多倫多藍鳥,1.60,1.90
2026-07-18,823116,台灣運彩,2026-07-18T21:08:55,舊金山巨人,西雅圖水手,1.97,1.53
2026-07-18,823441,台灣運彩,2026-07-18T21:08:55,紐約大都會,費城費城人,2.15,1.43
2026-07-18,823523,台灣運彩,2026-07-18T21:08:55,洛杉磯道奇,紐約洋基,1.73,1.77
2026-07-18,823763,台灣運彩,2026-07-18T21:08:55,邁阿密馬林魚,密爾瓦基釀酒人,1.94,1.56
2026-07-18,824008,台灣運彩,2026-07-18T21:08:55,底特律老虎,洛杉磯天使,1.40,2.30
2026-07-18,824088,台灣運彩,2026-07-18T21:08:55,聖地牙哥教士,堪薩斯市皇家,1.68,1.82
2026-07-18,824169,台灣運彩,2026-07-18T21:08:55,巴爾的摩金鶯,休士頓太空人,1.70,1.80
2026-07-18,824331,台灣運彩,2026-07-18T21:08:55,辛辛那提紅人,科羅拉多洛磯,1.68,1.82
2026-07-18,824412,台灣運彩,2026-07-18T21:08:55,匹茲堡海盜,克里夫蘭守護者,1.88,1.62
2026-07-18,824657,台灣運彩,2026-07-18T21:08:55,明尼蘇達雙城,芝加哥小熊,2.00,1.50
2026-07-18,824738,台灣運彩,2026-07-18T21:08:55,坦帕灣光芒,波士頓紅襪,1.85,1.65
2026-07-18,824899,台灣運彩,2026-07-18T21:08:55,德州遊騎兵,亞特蘭大勇士,1.84,1.66
2026-07-18,824979,台灣運彩,2026-07-18T21:08:55,華盛頓國民,運動家,1.90,1.60
2026-07-18,825059,台灣運彩,2026-07-18T21:08:55,聖路易紅雀,亞利桑那響尾蛇,1.87,1.63
