date,game_pk,sportsbook,captured_at_tw,away_zh,home_zh,away_moneyline,home_moneyline
2026-08-14,822777,DraftKings,2026-08-14T23:51:41,紐約洋基,多倫多藍鳥,-142,+132
2026-08-14,822942,DraftKings,2026-08-14T23:51:41,巴爾的摩金鶯,坦帕灣光芒,+150,-161
2026-08-14,823185,DraftKings,2026-08-14T23:51:41,科羅拉多洛磯,舊金山巨人,+116,-124
2026-08-14,823346,DraftKings,2026-08-14T23:51:41,波士頓紅襪,匹茲堡海盜,-119,+111
2026-08-14,823591,DraftKings,2026-08-14T23:51:41,華盛頓國民,紐約大都會,+105,-113
2026-08-14,823913,DraftKings,2026-08-14T23:51:41,密爾瓦基釀酒人,洛杉磯道奇,+163,-176
2026-08-14,823993,DraftKings,2026-08-14T23:51:41,堪薩斯市皇家,洛杉磯天使,-109,+101
2026-08-14,824159,DraftKings,2026-08-14T23:51:41,西雅圖水手,休士頓太空人,+111,-119
2026-08-14,824237,DraftKings,2026-08-14T23:51:41,芝加哥白襪,底特律老虎,+120,-129
2026-08-14,824399,DraftKings,2026-08-14T23:51:41,聖地牙哥教士,克里夫蘭守護者,+119,-128
2026-08-14,824479,DraftKings,2026-08-14T23:51:41,邁阿密馬林魚,辛辛那提紅人,+103,-111
2026-08-14,824643,DraftKings,2026-08-14T23:51:41,聖路易紅雀,芝加哥小熊,+168,-181
2026-08-14,824882,DraftKings,2026-08-14T23:51:41,亞利桑那響尾蛇,亞特蘭大勇士,+173,-187
2026-08-14,824968,DraftKings,2026-08-14T23:51:41,德州遊騎兵,運動家,-112,+104
