date,game_pk,sportsbook,captured_at_tw,away_zh,home_zh,away_moneyline,home_moneyline
2026-09-15,822683,DraftKings,2026-09-15T13:52:23,費城費城人,華盛頓國民,-217,+177
2026-09-15,822762,DraftKings,2026-09-15T13:52:23,底特律老虎,多倫多藍鳥,+118,-143
2026-09-15,822849,,,波士頓紅襪,德州遊騎兵,,
2026-09-15,822925,DraftKings,2026-09-15T13:52:23,運動家,坦帕灣光芒,+187,-231
2026-09-15,823007,DraftKings,2026-09-15T13:52:23,舊金山巨人,聖路易紅雀,+138,-168
2026-09-15,823333,DraftKings,2026-09-15T13:52:23,密爾瓦基釀酒人,匹茲堡海盜,-257,+205
2026-09-15,823574,DraftKings,2026-09-15T13:52:23,巴爾的摩金鶯,紐約大都會,+109,-131
2026-09-15,823654,DraftKings,2026-09-15T13:52:23,紐約洋基,明尼蘇達雙城,-180,+148
2026-09-15,823980,DraftKings,2026-09-15T13:52:23,西雅圖水手,洛杉磯天使,-170,+141
2026-09-15,824143,DraftKings,2026-09-15T13:52:23,堪薩斯市皇家,休士頓太空人,+138,-167
2026-09-15,824307,DraftKings,2026-09-15T13:52:23,聖地牙哥教士,科羅拉多洛磯,-197,+162
2026-09-15,824384,DraftKings,2026-09-15T13:52:23,芝加哥白襪,克里夫蘭守護者,+108,-130
2026-09-15,824466,DraftKings,2026-09-15T13:52:23,洛杉磯道奇,辛辛那提紅人,-239,+193
2026-09-15,824627,DraftKings,2026-09-15T13:52:23,亞特蘭大勇士,芝加哥小熊,+119,-143
2026-09-15,825030,DraftKings,2026-09-15T13:52:23,邁阿密馬林魚,亞利桑那響尾蛇,+130,-157
