date,game_pk,sportsbook,captured_at_tw,away_zh,home_zh,away_moneyline,home_moneyline
2026-09-02,822686,DraftKings,2026-09-02T19:58:36,亞特蘭大勇士,華盛頓國民,-162,+134
2026-09-02,822851,DraftKings,2026-09-02T19:58:36,運動家,德州遊騎兵,+136,-164
2026-09-02,822931,DraftKings,2026-09-02T19:58:36,紐約大都會,坦帕灣光芒,+138,-167
2026-09-02,823339,DraftKings,2026-09-02T19:58:36,舊金山巨人,匹茲堡海盜,+129,-156
2026-09-02,823660,DraftKings,2026-09-02T19:58:36,底特律老虎,明尼蘇達雙城,-102,-118
2026-09-02,823906,DraftKings,2026-09-02T19:58:36,聖路易紅雀,洛杉磯道奇,+203,-252
2026-09-02,823983,DraftKings,2026-09-02T19:58:36,紐約洋基,洛杉磯天使,-171,+141
2026-09-02,824068,DraftKings,2026-09-02T19:58:36,邁阿密馬林魚,堪薩斯市皇家,-107,-112
2026-09-02,824147,DraftKings,2026-09-02T19:58:36,芝加哥白襪,休士頓太空人,+113,-136
2026-09-02,824312,DraftKings,2026-09-02T19:58:36,巴爾的摩金鶯,科羅拉多洛磯,-167,+138
2026-09-02,824390,DraftKings,2026-09-02T19:58:36,多倫多藍鳥,克里夫蘭守護者,-131,+109
2026-09-02,824470,DraftKings,2026-09-02T19:58:36,聖地牙哥教士,辛辛那提紅人,-155,+128
2026-09-02,824634,DraftKings,2026-09-02T19:58:36,密爾瓦基釀酒人,芝加哥小熊,-162,+134
2026-09-02,824717,DraftKings,2026-09-02T19:58:36,西雅圖水手,波士頓紅襪,+114,-137
2026-09-02,825037,DraftKings,2026-09-02T19:58:36,費城費城人,亞利桑那響尾蛇,-115,-105
