date,game_pk,sportsbook,captured_at_tw,away_zh,home_zh,away_moneyline,home_moneyline
2026-07-29,822702,DraftKings,2026-07-29T13:57:31,多倫多藍鳥,華盛頓國民,-123,+102
2026-07-29,822947,DraftKings,2026-07-29T13:57:31,德州遊騎兵,坦帕灣光芒,+119,-143
2026-07-29,823022,DraftKings,2026-07-29T13:57:31,芝加哥小熊,聖路易紅雀,-120,+100
2026-07-29,823192,DraftKings,2026-07-29T13:57:31,密爾瓦基釀酒人,舊金山巨人,-126,+104
2026-07-29,823273,DraftKings,2026-07-29T13:57:31,科羅拉多洛磯,聖地牙哥教士,+119,-143
2026-07-29,823351,DraftKings,2026-07-29T13:57:31,亞利桑那響尾蛇,匹茲堡海盜,+113,-136
2026-07-29,823596,DraftKings,2026-07-29T13:57:31,亞特蘭大勇士,紐約大都會,-157,+130
2026-07-29,823677,DraftKings,2026-07-29T13:57:31,堪薩斯市皇家,明尼蘇達雙城,+152,-184
2026-07-29,823837,DraftKings,2026-07-29T13:57:31,費城費城人,邁阿密馬林魚,-157,+130
2026-07-29,823924,DraftKings,2026-07-29T13:57:31,西雅圖水手,洛杉磯道奇,+124,-150
2026-07-29,824002,DraftKings,2026-07-29T13:57:31,休士頓太空人,洛杉磯天使,-131,+109
2026-07-29,824242,DraftKings,2026-07-29T13:57:31,巴爾的摩金鶯,底特律老虎,+144,-175
2026-07-29,824487,DraftKings,2026-07-29T13:57:31,克里夫蘭守護者,辛辛那提紅人,-135,+112
2026-07-29,824567,DraftKings,2026-07-29T13:57:31,紐約洋基,芝加哥白襪,-149,+123
2026-07-29,824973,DraftKings,2026-07-29T13:57:31,波士頓紅襪,運動家,-156,+129
