date,game_pk,sportsbook,captured_at_tw,away_zh,home_zh,away_moneyline,home_moneyline
2026-09-08,823092,,,德州遊騎兵,西雅圖水手,,
2026-09-08,823174,DraftKings,2026-09-08T13:38:46,聖路易紅雀,舊金山巨人,-106,-113
2026-09-08,823250,DraftKings,2026-09-08T13:38:46,華盛頓國民,聖地牙哥教士,+158,-193
2026-09-08,823414,DraftKings,2026-09-08T13:38:46,休士頓太空人,費城費城人,+124,-150
2026-09-08,823500,DraftKings,2026-09-08T13:38:46,科羅拉多洛磯,紐約洋基,+270,-344
2026-09-08,823738,DraftKings,2026-09-08T13:38:46,芝加哥小熊,密爾瓦基釀酒人,+177,-217
2026-09-08,823821,DraftKings,2026-09-08T13:38:46,紐約大都會,邁阿密馬林魚,+113,-136
2026-09-08,823901,DraftKings,2026-09-08T13:38:46,辛辛那提紅人,洛杉磯道奇,+266,-338
2026-09-08,824063,DraftKings,2026-09-08T13:38:46,亞利桑那響尾蛇,堪薩斯市皇家,-120,-101
2026-09-08,824228,DraftKings,2026-09-08T13:38:46,明尼蘇達雙城,底特律老虎,+119,-143
2026-09-08,824551,DraftKings,2026-09-08T13:38:46,匹茲堡海盜,芝加哥白襪,+123,-149
2026-09-08,824714,DraftKings,2026-09-08T13:38:46,洛杉磯天使,波士頓紅襪,+123,-149
2026-09-08,824792,DraftKings,2026-09-08T13:38:46,克里夫蘭守護者,巴爾的摩金鶯,+109,-131
2026-09-08,824875,DraftKings,2026-09-08T13:38:46,坦帕灣光芒,亞特蘭大勇士,-103,-117
2026-09-08,824957,DraftKings,2026-09-08T13:38:46,多倫多藍鳥,運動家,-187,+153
