date,game_pk,sportsbook,captured_at_tw,away_zh,home_zh,away_moneyline,home_moneyline
2026-08-30,822688,DraftKings,2026-08-30T16:57:08,邁阿密馬林魚,華盛頓國民,-108,+101
2026-08-30,822766,DraftKings,2026-08-30T16:57:08,西雅圖水手,多倫多藍鳥,-135,+125
2026-08-30,822933,DraftKings,2026-08-30T16:57:08,聖地牙哥教士,坦帕灣光芒,+153,-165
2026-08-30,823010,DraftKings,2026-08-30T16:57:08,匹茲堡海盜,聖路易紅雀,-113,+105
2026-08-30,823502,DraftKings,2026-08-30T16:57:08,波士頓紅襪,紐約洋基,-115,+107
2026-08-30,823580,DraftKings,2026-08-30T16:57:08,休士頓太空人,紐約大都會,+111,-119
2026-08-30,823662,DraftKings,2026-08-30T16:57:08,芝加哥白襪,明尼蘇達雙城,+104,-112
2026-08-30,823740,DraftKings,2026-08-30T16:57:08,德州遊騎兵,密爾瓦基釀酒人,+151,-162
2026-08-30,823987,DraftKings,2026-08-30T16:57:08,費城費城人,洛杉磯天使,-186,+173
2026-08-30,824232,DraftKings,2026-08-30T16:57:08,洛杉磯道奇,底特律老虎,-166,+154
2026-08-30,824393,DraftKings,2026-08-30T16:57:08,堪薩斯市皇家,克里夫蘭守護者,+168,-180
2026-08-30,824636,DraftKings,2026-08-30T16:57:08,辛辛那提紅人,芝加哥小熊,+118,-142
2026-08-30,824876,DraftKings,2026-08-30T16:57:08,科羅拉多洛磯,亞特蘭大勇士,+207,-224
2026-08-30,824959,DraftKings,2026-08-30T16:57:08,巴爾的摩金鶯,運動家,-148,+138
