date,game_pk,sportsbook,captured_at_tw,away_zh,home_zh,away_moneyline,home_moneyline
2026-08-31,822689,DraftKings,2026-08-31T17:23:02,邁阿密馬林魚,華盛頓國民,-123,+102
2026-08-31,822855,DraftKings,2026-08-31T17:23:02,運動家,德州遊騎兵,+197,-244
2026-08-31,822932,DraftKings,2026-08-31T17:23:02,紐約大都會,坦帕灣光芒,+144,-175
2026-08-31,823663,DraftKings,2026-08-31T17:23:02,底特律老虎,明尼蘇達雙城,+112,-135
2026-08-31,823982,DraftKings,2026-08-31T17:23:02,紐約洋基,洛杉磯天使,-149,+123
2026-08-31,824149,DraftKings,2026-08-31T17:23:02,芝加哥白襪,休士頓太空人,+112,-135
2026-08-31,824314,DraftKings,2026-08-31T17:23:02,巴爾的摩金鶯,科羅拉多洛磯,-143,+119
2026-08-31,824473,DraftKings,2026-08-31T17:23:02,聖地牙哥教士,辛辛那提紅人,-156,+129
2026-08-31,824635,DraftKings,2026-08-31T17:23:02,密爾瓦基釀酒人,芝加哥小熊,-106,-114
2026-08-31,824719,DraftKings,2026-08-31T17:23:02,西雅圖水手,波士頓紅襪,+141,-171
2026-08-31,824911,DraftKings,2026-08-31T17:23:02,舊金山巨人,亞特蘭大勇士,+138,-167
2026-08-31,825040,DraftKings,2026-08-31T17:23:02,費城費城人,亞利桑那響尾蛇,-125,+104
