date,game_pk,sportsbook,captured_at_tw,away_zh,home_zh,away_moneyline,home_moneyline
2026-08-19,822860,DraftKings,2026-08-19T17:33:49,華盛頓國民,德州遊騎兵,+119,-144
2026-08-19,822937,DraftKings,2026-08-19T17:33:49,多倫多藍鳥,坦帕灣光芒,+177,-217
2026-08-19,823342,DraftKings,2026-08-19T17:33:49,底特律老虎,匹茲堡海盜,+139,-149
2026-08-19,823424,DraftKings,2026-08-19T17:33:49,邁阿密馬林魚,費城費城人,+108,-130
2026-08-19,823587,DraftKings,2026-08-19T17:33:49,聖地牙哥教士,紐約大都會,-128,+119
2026-08-19,823664,DraftKings,2026-08-19T17:33:49,亞特蘭大勇士,明尼蘇達雙城,-108,+101
2026-08-19,823748,DraftKings,2026-08-19T17:33:49,西雅圖水手,密爾瓦基釀酒人,+104,-125
2026-08-19,824076,DraftKings,2026-08-19T17:33:49,運動家,堪薩斯市皇家,+113,-136
2026-08-19,824155,DraftKings,2026-08-19T17:33:49,洛杉磯天使,休士頓太空人,+137,-167
2026-08-19,824318,DraftKings,2026-08-19T17:33:49,洛杉磯道奇,科羅拉多洛磯,-197,+161
2026-08-19,824394,DraftKings,2026-08-19T17:33:49,舊金山巨人,克里夫蘭守護者,+153,-186
2026-08-19,824476,DraftKings,2026-08-19T17:33:49,聖路易紅雀,辛辛那提紅人,+123,-149
2026-08-19,824640,DraftKings,2026-08-19T17:33:49,芝加哥白襪,芝加哥小熊,+130,-140
2026-08-19,824722,DraftKings,2026-08-19T17:33:49,亞利桑那響尾蛇,波士頓紅襪,+131,-140
2026-08-19,824801,DraftKings,2026-08-19T17:33:49,紐約洋基,巴爾的摩金鶯,-121,+101
