date,captured_at_tw,sportsbook,game_pk,official_event_id,event_no,kickoff_tw,away_zh,home_zh,matchup_zh,market_id,market_ti,market_name,selection_id,selection_name,selection_side,selection_line,odds_decimal,pd,pu,raw_v,raw_hv,raw_cn
2026-07-23,2026-07-23T13:52:44,台灣運彩,,3479114.1,113,2026-07-23T17:00:00+08:00,歐力士猛牛,福岡軟銀鷹,歐力士猛牛 @ 福岡軟銀鷹,51471994.1,354,不讓分,252924064.1,福岡軟銀鷹,H,,1.28,25,7,H,,1
2026-07-23,2026-07-23T13:52:44,台灣運彩,,3479114.1,113,2026-07-23T17:00:00+08:00,歐力士猛牛,福岡軟銀鷹,歐力士猛牛 @ 福岡軟銀鷹,51471994.1,354,不讓分,252924065.1,歐力士猛牛,A,,2.55,20,31,A,,2
2026-07-23,2026-07-23T13:52:44,台灣運彩,,3479114.1,113,2026-07-23T17:00:00+08:00,歐力士猛牛,福岡軟銀鷹,歐力士猛牛 @ 福岡軟銀鷹,51471997.1,358,讓分 -1.5,252924070.1,福岡軟銀鷹 -1.5,H,-1.5,1.62,50,31,H,-1.5,1
2026-07-23,2026-07-23T13:52:44,台灣運彩,,3479114.1,113,2026-07-23T17:00:00+08:00,歐力士猛牛,福岡軟銀鷹,歐力士猛牛 @ 福岡軟銀鷹,51471997.1,358,讓分 -1.5,252924071.1,歐力士猛牛 +1.5,A,-1.5,1.82,50,41,A,-1.5,2
2026-07-23,2026-07-23T13:52:44,台灣運彩,,3479114.1,113,2026-07-23T17:00:00+08:00,歐力士猛牛,福岡軟銀鷹,歐力士猛牛 @ 福岡軟銀鷹,51471996.1,360,[總分]大小 7.5,252924069.1,大 7.5,A,7.5,1.63,100,63,A,7.5,
2026-07-23,2026-07-23T13:52:44,台灣運彩,,3479114.1,113,2026-07-23T17:00:00+08:00,歐力士猛牛,福岡軟銀鷹,歐力士猛牛 @ 福岡軟銀鷹,51471996.1,360,[總分]大小 7.5,252924068.1,小 7.5,H,7.5,1.80,5,4,H,7.5,
2026-07-23,2026-07-23T13:52:44,台灣運彩,,3479114.1,113,2026-07-23T17:00:00+08:00,歐力士猛牛,福岡軟銀鷹,歐力士猛牛 @ 福岡軟銀鷹,51472895.1,360,[總分]大小 8.5,252927390.1,大 8.5,A,8.5,1.82,50,41,A,8.5,
2026-07-23,2026-07-23T13:52:44,台灣運彩,,3479114.1,113,2026-07-23T17:00:00+08:00,歐力士猛牛,福岡軟銀鷹,歐力士猛牛 @ 福岡軟銀鷹,51472895.1,360,[總分]大小 8.5,252927389.1,小 8.5,H,8.5,1.62,50,31,H,8.5,
2026-07-23,2026-07-23T13:52:44,台灣運彩,,3479114.1,113,2026-07-23T17:00:00+08:00,歐力士猛牛,福岡軟銀鷹,歐力士猛牛 @ 福岡軟銀鷹,51472001.1,362,福岡軟銀鷹 大小 4.5,252924081.1,大 4.5,A,4.5,1.60,5,3,A,4.5,
2026-07-23,2026-07-23T13:52:44,台灣運彩,,3479114.1,113,2026-07-23T17:00:00+08:00,歐力士猛牛,福岡軟銀鷹,歐力士猛牛 @ 福岡軟銀鷹,51472001.1,362,福岡軟銀鷹 大小 4.5,252924080.1,小 4.5,H,4.5,1.73,100,73,H,4.5,
2026-07-23,2026-07-23T13:52:44,台灣運彩,,3479114.1,113,2026-07-23T17:00:00+08:00,歐力士猛牛,福岡軟銀鷹,歐力士猛牛 @ 福岡軟銀鷹,51471995.1,363,歐力士猛牛 大小 2.5,252924067.1,大 2.5,A,2.5,1.60,5,3,A,2.5,
2026-07-23,2026-07-23T13:52:44,台灣運彩,,3479114.1,113,2026-07-23T17:00:00+08:00,歐力士猛牛,福岡軟銀鷹,歐力士猛牛 @ 福岡軟銀鷹,51471995.1,363,歐力士猛牛 大小 2.5,252924066.1,小 2.5,H,2.5,1.73,100,73,H,2.5,
2026-07-23,2026-07-23T13:52:44,台灣運彩,,3479114.1,113,2026-07-23T17:00:00+08:00,歐力士猛牛,福岡軟銀鷹,歐力士猛牛 @ 福岡軟銀鷹,51472000.1,366,[總分]單雙,252924079.1,單,,,1.53,100,53,,,
2026-07-23,2026-07-23T13:52:44,台灣運彩,,3479114.1,113,2026-07-23T17:00:00+08:00,歐力士猛牛,福岡軟銀鷹,歐力士猛牛 @ 福岡軟銀鷹,51472000.1,366,[總分]單雙,252924078.1,雙,,,1.93,100,93,,,
2026-07-23,2026-07-23T13:52:44,台灣運彩,,3479114.1,113,2026-07-23T17:00:00+08:00,歐力士猛牛,福岡軟銀鷹,歐力士猛牛 @ 福岡軟銀鷹,51471998.1,376,[1-5局] 不讓分,252924072.1,福岡軟銀鷹,H,,1.40,5,2,H,,1
2026-07-23,2026-07-23T13:52:44,台灣運彩,,3479114.1,113,2026-07-23T17:00:00+08:00,歐力士猛牛,福岡軟銀鷹,歐力士猛牛 @ 福岡軟銀鷹,51471998.1,376,[1-5局] 不讓分,252924074.1,歐力士猛牛,A,,2.75,4,7,A,,2
2026-07-23,2026-07-23T13:52:44,台灣運彩,,3479114.1,113,2026-07-23T17:00:00+08:00,歐力士猛牛,福岡軟銀鷹,歐力士猛牛 @ 福岡軟銀鷹,51471998.1,376,[1-5局] 不讓分,252924073.1,和局,D,,4.65,20,73,D,,
2026-07-23,2026-07-23T13:52:44,台灣運彩,,3479114.1,113,2026-07-23T17:00:00+08:00,歐力士猛牛,福岡軟銀鷹,歐力士猛牛 @ 福岡軟銀鷹,51472771.1,378,[1-5局] 大小 4.5,252926968.1,大 4.5,A,4.5,1.71,100,71,A,4.5,
2026-07-23,2026-07-23T13:52:44,台灣運彩,,3479114.1,113,2026-07-23T17:00:00+08:00,歐力士猛牛,福岡軟銀鷹,歐力士猛牛 @ 福岡軟銀鷹,51472771.1,378,[1-5局] 大小 4.5,252926967.1,小 4.5,H,4.5,1.62,50,31,H,4.5,
2026-07-23,2026-07-23T13:52:44,台灣運彩,,3479114.1,113,2026-07-23T17:00:00+08:00,歐力士猛牛,福岡軟銀鷹,歐力士猛牛 @ 福岡軟銀鷹,51471999.1,389,[第1局] 不讓分,252924075.1,福岡軟銀鷹,H,,2.35,20,27,H,,1
2026-07-23,2026-07-23T13:52:44,台灣運彩,,3479114.1,113,2026-07-23T17:00:00+08:00,歐力士猛牛,福岡軟銀鷹,歐力士猛牛 @ 福岡軟銀鷹,51471999.1,389,[第1局] 不讓分,252924077.1,歐力士猛牛,A,,4.55,20,71,A,,2
2026-07-23,2026-07-23T13:52:44,台灣運彩,,3479114.1,113,2026-07-23T17:00:00+08:00,歐力士猛牛,福岡軟銀鷹,歐力士猛牛 @ 福岡軟銀鷹,51471999.1,389,[第1局] 不讓分,252924076.1,和局,D,,1.55,20,11,D,,
2026-07-23,2026-07-23T13:52:44,台灣運彩,,3479115.1,115,2026-07-23T17:00:00+08:00,樂天金鷲,羅德海洋,樂天金鷲 @ 羅德海洋,51472002.1,354,不讓分,252924082.1,羅德海洋,H,,1.80,5,4,H,,1
2026-07-23,2026-07-23T13:52:44,台灣運彩,,3479115.1,115,2026-07-23T17:00:00+08:00,樂天金鷲,羅德海洋,樂天金鷲 @ 羅德海洋,51472002.1,354,不讓分,252924083.1,樂天金鷲,A,,1.63,100,63,A,,2
2026-07-23,2026-07-23T13:52:44,台灣運彩,,3479115.1,115,2026-07-23T17:00:00+08:00,樂天金鷲,羅德海洋,樂天金鷲 @ 羅德海洋,51472010.1,358,讓分 1.5,252924100.1,羅德海洋 +1.5,H,1.5,1.46,50,23,H,1.5,1
2026-07-23,2026-07-23T13:52:44,台灣運彩,,3479115.1,115,2026-07-23T17:00:00+08:00,樂天金鷲,羅德海洋,樂天金鷲 @ 羅德海洋,51472010.1,358,讓分 1.5,252924102.1,樂天金鷲 -1.5,A,1.5,2.05,20,21,A,1.5,2
2026-07-23,2026-07-23T13:52:44,台灣運彩,,3479115.1,115,2026-07-23T17:00:00+08:00,樂天金鷲,羅德海洋,樂天金鷲 @ 羅德海洋,51472008.1,360,[總分]大小 8.5,252924097.1,大 8.5,A,8.5,1.72,25,18,A,8.5,
2026-07-23,2026-07-23T13:52:44,台灣運彩,,3479115.1,115,2026-07-23T17:00:00+08:00,樂天金鷲,羅德海洋,樂天金鷲 @ 羅德海洋,51472008.1,360,[總分]大小 8.5,252924096.1,小 8.5,H,8.5,1.72,25,18,H,8.5,
2026-07-23,2026-07-23T13:52:44,台灣運彩,,3479115.1,115,2026-07-23T17:00:00+08:00,樂天金鷲,羅德海洋,樂天金鷲 @ 羅德海洋,51472015.1,362,羅德海洋 大小 3.5,252924112.1,大 3.5,A,3.5,1.60,5,3,A,3.5,
2026-07-23,2026-07-23T13:52:44,台灣運彩,,3479115.1,115,2026-07-23T17:00:00+08:00,樂天金鷲,羅德海洋,樂天金鷲 @ 羅德海洋,51472015.1,362,羅德海洋 大小 3.5,252924111.1,小 3.5,H,3.5,1.73,100,73,H,3.5,
2026-07-23,2026-07-23T13:52:44,台灣運彩,,3479115.1,115,2026-07-23T17:00:00+08:00,樂天金鷲,羅德海洋,樂天金鷲 @ 羅德海洋,51472004.1,363,樂天金鷲 大小 4.5,252924087.1,大 4.5,A,4.5,1.80,5,4,A,4.5,
2026-07-23,2026-07-23T13:52:44,台灣運彩,,3479115.1,115,2026-07-23T17:00:00+08:00,樂天金鷲,羅德海洋,樂天金鷲 @ 羅德海洋,51472004.1,363,樂天金鷲 大小 4.5,252924086.1,小 4.5,H,4.5,1.55,20,11,H,4.5,
2026-07-23,2026-07-23T13:52:44,台灣運彩,,3479115.1,115,2026-07-23T17:00:00+08:00,樂天金鷲,羅德海洋,樂天金鷲 @ 羅德海洋,51472013.1,366,[總分]單雙,252924108.1,單,,,1.52,25,13,,,
2026-07-23,2026-07-23T13:52:44,台灣運彩,,3479115.1,115,2026-07-23T17:00:00+08:00,樂天金鷲,羅德海洋,樂天金鷲 @ 羅德海洋,51472013.1,366,[總分]單雙,252924106.1,雙,,,1.94,50,47,,,
2026-07-23,2026-07-23T13:52:44,台灣運彩,,3479115.1,115,2026-07-23T17:00:00+08:00,樂天金鷲,羅德海洋,樂天金鷲 @ 羅德海洋,51472006.1,376,[1-5局] 不讓分,252924091.1,羅德海洋,H,,1.90,10,9,H,,1
2026-07-23,2026-07-23T13:52:44,台灣運彩,,3479115.1,115,2026-07-23T17:00:00+08:00,樂天金鷲,羅德海洋,樂天金鷲 @ 羅德海洋,51472006.1,376,[1-5局] 不讓分,252924093.1,樂天金鷲,A,,1.80,5,4,A,,2
2026-07-23,2026-07-23T13:52:44,台灣運彩,,3479115.1,115,2026-07-23T17:00:00+08:00,樂天金鷲,羅德海洋,樂天金鷲 @ 羅德海洋,51472006.1,376,[1-5局] 不讓分,252924092.1,和局,D,,4.65,20,73,D,,
2026-07-23,2026-07-23T13:52:44,台灣運彩,,3479115.1,115,2026-07-23T17:00:00+08:00,樂天金鷲,羅德海洋,樂天金鷲 @ 羅德海洋,51472770.1,378,[1-5局] 大小 4.5,252926966.1,大 4.5,A,4.5,1.68,25,17,A,4.5,
