date,game_pk,sportsbook,captured_at_tw,away_zh,home_zh,away_moneyline,home_moneyline
2026-06-27,822794,台灣運彩,2026-06-27T23:12:31,德州遊騎兵,多倫多藍鳥,2.33,1.38
2026-06-27,822960,台灣運彩,2026-06-27T23:12:31,亞利桑那響尾蛇,坦帕灣光芒,2.00,1.50
2026-06-27,823038,台灣運彩,2026-06-27T23:12:31,邁阿密馬林魚,聖路易紅雀,1.98,1.52
2026-06-27,823207,台灣運彩,2026-06-27T23:12:31,亞特蘭大勇士,舊金山巨人,1.92,1.58
2026-06-27,823283,台灣運彩,2026-06-27T23:12:31,洛杉磯道奇,聖地牙哥教士,1.33,2.47
2026-06-27,823364,台灣運彩,2026-06-27T23:12:31,辛辛那提紅人,匹茲堡海盜,1.62,1.88
2026-06-27,823609,台灣運彩,2026-06-27T23:12:31,費城費城人,紐約大都會,1.94,1.56
2026-06-27,823689,台灣運彩,2026-06-27T23:12:31,科羅拉多洛磯,明尼蘇達雙城,1.98,1.52
2026-06-27,823770,台灣運彩,2026-06-27T23:12:31,芝加哥小熊,密爾瓦基釀酒人,2.10,1.45
2026-06-27,824015,台灣運彩,2026-06-27T23:12:31,運動家,洛杉磯天使,1.82,1.68
2026-06-27,824257,台灣運彩,2026-06-27T23:12:31,休士頓太空人,底特律老虎,1.82,1.68
2026-06-27,824421,台灣運彩,2026-06-27T23:12:31,西雅圖水手,克里夫蘭守護者,1.48,2.05
2026-06-27,824581,台灣運彩,2026-06-27T23:12:31,堪薩斯市皇家,芝加哥白襪,1.90,1.60
2026-06-27,824745,台灣運彩,2026-06-27T23:12:31,紐約洋基,波士頓紅襪,1.50,2.00
2026-06-27,824825,台灣運彩,2026-06-27T23:12:31,華盛頓國民,巴爾的摩金鶯,1.80,1.70
