date,game_pk,sportsbook,captured_at_tw,away_zh,home_zh,away_moneyline,home_moneyline
2026-08-12,822698,DraftKings,2026-08-12T14:14:04,芝加哥小熊,華盛頓國民,-171,+141
2026-08-12,822779,DraftKings,2026-08-12T14:14:04,波士頓紅襪,多倫多藍鳥,-126,+104
2026-08-12,823017,DraftKings,2026-08-12T14:14:04,費城費城人,聖路易紅雀,-164,+136
2026-08-12,823187,,,休士頓太空人,舊金山巨人,,
2026-08-12,823263,DraftKings,2026-08-12T14:14:04,密爾瓦基釀酒人,聖地牙哥教士,-120,+100
2026-08-12,823511,DraftKings,2026-08-12T14:14:04,西雅圖水手,紐約洋基,+104,-126
2026-08-12,823672,DraftKings,2026-08-12T14:14:04,巴爾的摩金鶯,明尼蘇達雙城,+102,-109
2026-08-12,823833,DraftKings,2026-08-12T14:14:04,匹茲堡海盜,邁阿密馬林魚,+100,-120
2026-08-12,823916,DraftKings,2026-08-12T14:14:04,堪薩斯市皇家,洛杉磯道奇,+183,-225
2026-08-12,823994,DraftKings,2026-08-12T14:14:04,德州遊騎兵,洛杉磯天使,-136,+113
2026-08-12,824241,DraftKings,2026-08-12T14:14:04,克里夫蘭守護者,底特律老虎,+109,-131
2026-08-12,824562,DraftKings,2026-08-12T14:14:04,辛辛那提紅人,芝加哥白襪,+122,-148
2026-08-12,824883,DraftKings,2026-08-12T14:14:04,紐約大都會,亞特蘭大勇士,+134,-162
2026-08-12,824967,,,坦帕灣光芒,運動家,,
2026-08-12,825047,DraftKings,2026-08-12T14:14:04,科羅拉多洛磯,亞利桑那響尾蛇,+148,-180
