date,captured_at_tw,sportsbook,game_pk,official_event_id,event_no,kickoff_tw,away_zh,home_zh,matchup_zh,market_id,market_ti,market_name,selection_id,selection_name,selection_side,selection_line,odds_decimal,pd,pu,raw_v,raw_hv,raw_cn
2026-08-02,2026-08-02T00:07:30,台灣運彩,822783,3480587.1,105,2026-08-02T03:07:00+08:00,聖路易紅雀,多倫多藍鳥,聖路易紅雀 @ 多倫多藍鳥,51499658.1,354,不讓分,253012504.1,多倫多藍鳥,H,,1.48,25,12,H,,1
2026-08-02,2026-08-02T00:07:30,台灣運彩,822783,3480587.1,105,2026-08-02T03:07:00+08:00,聖路易紅雀,多倫多藍鳥,聖路易紅雀 @ 多倫多藍鳥,51499658.1,354,不讓分,253012505.1,聖路易紅雀,A,,2.05,20,21,A,,2
2026-08-02,2026-08-02T00:07:30,台灣運彩,822783,3480587.1,105,2026-08-02T03:07:00+08:00,聖路易紅雀,多倫多藍鳥,聖路易紅雀 @ 多倫多藍鳥,51499668.1,357,勝分差,253012524.1,多倫多藍鳥 1 分,H,,4.00,1,3,H,,
2026-08-02,2026-08-02T00:07:30,台灣運彩,822783,3480587.1,105,2026-08-02T03:07:00+08:00,聖路易紅雀,多倫多藍鳥,聖路易紅雀 @ 多倫多藍鳥,51499668.1,357,勝分差,253012525.1,多倫多藍鳥 2 分,H,,6.50,2,11,H,,
2026-08-02,2026-08-02T00:07:30,台灣運彩,822783,3480587.1,105,2026-08-02T03:07:00+08:00,聖路易紅雀,多倫多藍鳥,聖路易紅雀 @ 多倫多藍鳥,51499668.1,357,勝分差,253012526.1,多倫多藍鳥 > 2分,H,,2.35,20,27,H,,
2026-08-02,2026-08-02T00:07:30,台灣運彩,822783,3480587.1,105,2026-08-02T03:07:00+08:00,聖路易紅雀,多倫多藍鳥,聖路易紅雀 @ 多倫多藍鳥,51499668.1,357,勝分差,253012527.1,聖路易紅雀 1 分,A,,5.85,20,97,A,,
2026-08-02,2026-08-02T00:07:30,台灣運彩,822783,3480587.1,105,2026-08-02T03:07:00+08:00,聖路易紅雀,多倫多藍鳥,聖路易紅雀 @ 多倫多藍鳥,51499668.1,357,勝分差,253012528.1,聖路易紅雀 2 分,A,,7.75,4,27,A,,
2026-08-02,2026-08-02T00:07:30,台灣運彩,822783,3480587.1,105,2026-08-02T03:07:00+08:00,聖路易紅雀,多倫多藍鳥,聖路易紅雀 @ 多倫多藍鳥,51499668.1,357,勝分差,253012529.1,聖路易紅雀 > 2分,A,,3.15,20,43,A,,
2026-08-02,2026-08-02T00:07:30,台灣運彩,822783,3480587.1,105,2026-08-02T03:07:00+08:00,聖路易紅雀,多倫多藍鳥,聖路易紅雀 @ 多倫多藍鳥,51499661.1,358,讓分 -2.5,253012510.1,多倫多藍鳥 -2.5,H,-2.5,2.45,20,29,H,-2.5,1
2026-08-02,2026-08-02T00:07:30,台灣運彩,822783,3480587.1,105,2026-08-02T03:07:00+08:00,聖路易紅雀,多倫多藍鳥,聖路易紅雀 @ 多倫多藍鳥,51499661.1,358,讓分 -2.5,253012511.1,聖路易紅雀 +2.5,A,-2.5,1.35,20,7,A,-2.5,2
