date,captured_at_tw,sportsbook,game_pk,official_event_id,event_no,kickoff_tw,away_zh,home_zh,matchup_zh,market_id,market_ti,market_name,selection_id,selection_name,selection_side,selection_line,odds_decimal,pd,pu,raw_v,raw_hv,raw_cn
2026-07-09,2026-07-09T13:51:01,台灣運彩,,3477373.1,108,2026-07-09T17:00:00+08:00,阪神虎,讀賣巨人,阪神虎 @ 讀賣巨人,51437537.1,354,不讓分,252821128.1,讀賣巨人,H,,1.90,10,9,H,,1
2026-07-09,2026-07-09T13:51:01,台灣運彩,,3477373.1,108,2026-07-09T17:00:00+08:00,阪神虎,讀賣巨人,阪神虎 @ 讀賣巨人,51437537.1,354,不讓分,252821129.1,阪神虎,A,,1.55,20,11,A,,2
2026-07-09,2026-07-09T13:51:01,台灣運彩,,3477373.1,108,2026-07-09T17:00:00+08:00,阪神虎,讀賣巨人,阪神虎 @ 讀賣巨人,51437532.1,358,讓分 1.5,252821116.1,讀賣巨人 +1.5,H,1.5,1.53,100,53,H,1.5,1
2026-07-09,2026-07-09T13:51:01,台灣運彩,,3477373.1,108,2026-07-09T17:00:00+08:00,阪神虎,讀賣巨人,阪神虎 @ 讀賣巨人,51437532.1,358,讓分 1.5,252821117.1,阪神虎 -1.5,A,1.5,1.93,100,93,A,1.5,2
2026-07-09,2026-07-09T13:51:01,台灣運彩,,3477373.1,108,2026-07-09T17:00:00+08:00,阪神虎,讀賣巨人,阪神虎 @ 讀賣巨人,51438017.1,360,[總分]大小 6.5,252822281.1,大 6.5,A,6.5,1.85,20,17,A,6.5,
2026-07-09,2026-07-09T13:51:01,台灣運彩,,3477373.1,108,2026-07-09T17:00:00+08:00,阪神虎,讀賣巨人,阪神虎 @ 讀賣巨人,51438017.1,360,[總分]大小 6.5,252822280.1,小 6.5,H,6.5,1.60,5,3,H,6.5,
2026-07-09,2026-07-09T13:51:01,台灣運彩,,3477373.1,108,2026-07-09T17:00:00+08:00,阪神虎,讀賣巨人,阪神虎 @ 讀賣巨人,51437535.1,362,讀賣巨人 大小 2.5,252821125.1,大 2.5,A,2.5,1.53,100,53,A,2.5,
2026-07-09,2026-07-09T13:51:01,台灣運彩,,3477373.1,108,2026-07-09T17:00:00+08:00,阪神虎,讀賣巨人,阪神虎 @ 讀賣巨人,51437535.1,362,讀賣巨人 大小 2.5,252821124.1,小 2.5,H,2.5,1.82,50,41,H,2.5,
2026-07-09,2026-07-09T13:51:01,台灣運彩,,3477373.1,108,2026-07-09T17:00:00+08:00,阪神虎,讀賣巨人,阪神虎 @ 讀賣巨人,51437536.1,363,阪神虎 大小 3.5,252821127.1,大 3.5,A,3.5,1.63,100,63,A,3.5,
2026-07-09,2026-07-09T13:51:01,台灣運彩,,3477373.1,108,2026-07-09T17:00:00+08:00,阪神虎,讀賣巨人,阪神虎 @ 讀賣巨人,51437536.1,363,阪神虎 大小 3.5,252821126.1,小 3.5,H,3.5,1.70,10,7,H,3.5,
