date,game_pk,sportsbook,captured_at_tw,away_zh,home_zh,away_moneyline,home_moneyline
2026-08-16,822774,DraftKings,2026-08-16T17:26:00,紐約洋基,多倫多藍鳥,+116,-124
2026-08-16,822940,DraftKings,2026-08-16T17:26:00,巴爾的摩金鶯,坦帕灣光芒,+131,-140
2026-08-16,823182,DraftKings,2026-08-16T17:26:00,科羅拉多洛磯,舊金山巨人,+119,-127
2026-08-16,823344,DraftKings,2026-08-16T17:26:00,波士頓紅襪,匹茲堡海盜,-114,+106
2026-08-16,823590,DraftKings,2026-08-16T17:26:00,華盛頓國民,紐約大都會,+153,-165
2026-08-16,823670,DraftKings,2026-08-16T17:26:00,費城費城人,明尼蘇達雙城,-108,+101
2026-08-16,823912,DraftKings,2026-08-16T17:26:00,密爾瓦基釀酒人,洛杉磯道奇,+162,-174
2026-08-16,823991,DraftKings,2026-08-16T17:26:00,堪薩斯市皇家,洛杉磯天使,-116,+108
2026-08-16,824156,DraftKings,2026-08-16T17:26:00,西雅圖水手,休士頓太空人,+118,-142
2026-08-16,824236,DraftKings,2026-08-16T17:26:00,芝加哥白襪,底特律老虎,-102,-105
2026-08-16,824397,DraftKings,2026-08-16T17:26:00,聖地牙哥教士,克里夫蘭守護者,-108,+101
2026-08-16,824477,DraftKings,2026-08-16T17:26:00,邁阿密馬林魚,辛辛那提紅人,-119,+111
2026-08-16,824642,DraftKings,2026-08-16T17:26:00,聖路易紅雀,芝加哥小熊,+142,-153
2026-08-16,824880,DraftKings,2026-08-16T17:26:00,亞利桑那響尾蛇,亞特蘭大勇士,+116,-124
2026-08-16,824965,DraftKings,2026-08-16T17:26:00,德州遊騎兵,運動家,-134,+125
