date,game_pk,sportsbook,captured_at_tw,away_zh,home_zh,away_moneyline,home_moneyline
2026-09-19,822843,DraftKings,2026-09-19T13:43:48,多倫多藍鳥,德州遊騎兵,-125,+104
2026-09-19,822921,DraftKings,2026-09-19T13:43:48,波士頓紅襪,坦帕灣光芒,+119,-143
2026-09-19,823003,DraftKings,2026-09-19T13:43:48,華盛頓國民,聖路易紅雀,+109,-132
2026-09-19,823249,DraftKings,2026-09-19T13:43:48,邁阿密馬林魚,聖地牙哥教士,+130,-158
2026-09-19,823330,DraftKings,2026-09-19T13:43:48,堪薩斯市皇家,匹茲堡海盜,-101,-119
2026-09-19,823571,DraftKings,2026-09-19T13:43:48,費城費城人,紐約大都會,+104,-126
2026-09-19,823899,,,舊金山巨人,洛杉磯道奇,,
2026-09-19,823976,DraftKings,2026-09-19T13:43:48,明尼蘇達雙城,洛杉磯天使,-108,-112
2026-09-19,824137,DraftKings,2026-09-19T13:43:48,亞特蘭大勇士,休士頓太空人,+100,-121
2026-09-19,824304,,,西雅圖水手,科羅拉多洛磯,,
2026-09-19,824380,DraftKings,2026-09-19T13:43:48,運動家,克里夫蘭守護者,+153,-186
2026-09-19,824461,DraftKings,2026-09-19T13:43:48,芝加哥小熊,辛辛那提紅人,-136,+113
2026-09-19,824545,DraftKings,2026-09-19T13:43:48,底特律老虎,芝加哥白襪,+114,-137
2026-09-19,824788,DraftKings,2026-09-19T13:43:48,密爾瓦基釀酒人,巴爾的摩金鶯,-135,+112
2026-09-19,825029,DraftKings,2026-09-19T13:43:48,紐約洋基,亞利桑那響尾蛇,-146,+121
