date,game_pk,sportsbook,captured_at_tw,away_zh,home_zh,away_moneyline,home_moneyline
2026-07-05,822715,台灣運彩,2026-07-05T21:01:01,匹茲堡海盜,華盛頓國民,1.95,1.55
2026-07-05,822879,台灣運彩,2026-07-05T21:01:01,底特律老虎,德州遊騎兵,1.65,1.85
2026-07-05,823117,台灣運彩,2026-07-05T21:01:01,多倫多藍鳥,西雅圖水手,1.94,1.56
2026-07-05,823525,台灣運彩,2026-07-05T21:01:01,明尼蘇達雙城,紐約洋基,2.00,1.50
2026-07-05,823931,台灣運彩,2026-07-05T21:01:01,聖地牙哥教士,洛杉磯道奇,2.50,1.32
2026-07-05,824010,台灣運彩,2026-07-05T21:01:01,波士頓紅襪,洛杉磯天使,1.48,2.05
2026-07-05,824091,台灣運彩,2026-07-05T21:01:01,費城費城人,堪薩斯市皇家,1.52,1.98
2026-07-05,824172,台灣運彩,2026-07-05T21:01:01,坦帕灣光芒,休士頓太空人,1.56,1.94
2026-07-05,824333,台灣運彩,2026-07-05T21:01:01,舊金山巨人,科羅拉多洛磯,1.62,1.88
2026-07-05,824413,台灣運彩,2026-07-05T21:01:01,芝加哥白襪,克里夫蘭守護者,1.94,1.56
2026-07-05,824497,台灣運彩,2026-07-05T21:01:01,巴爾的摩金鶯,辛辛那提紅人,1.76,1.74
2026-07-05,824656,台灣運彩,2026-07-05T21:01:01,聖路易紅雀,芝加哥小熊,2.05,1.48
2026-07-05,824902,台灣運彩,2026-07-05T21:01:01,紐約大都會,亞特蘭大勇士,1.85,1.65
2026-07-05,824980,台灣運彩,2026-07-05T21:01:01,邁阿密馬林魚,運動家,1.88,1.62
2026-07-05,825061,台灣運彩,2026-07-05T21:01:01,密爾瓦基釀酒人,亞利桑那響尾蛇,1.62,1.88
