date,game_pk,sportsbook,captured_at_tw,away_zh,home_zh,away_moneyline,home_moneyline
2026-07-31,822782,台灣運彩,2026-07-31T21:05:52,聖路易紅雀,多倫多藍鳥,2.20,1.42
2026-07-31,822945,台灣運彩,2026-07-31T21:05:52,芝加哥白襪,坦帕灣光芒,2.05,1.48
2026-07-31,823111,台灣運彩,2026-07-31T21:05:52,明尼蘇達雙城,西雅圖水手,2.30,1.40
2026-07-31,823272,台灣運彩,2026-07-31T21:05:52,舊金山巨人,聖地牙哥教士,2.00,1.50
2026-07-31,823593,台灣運彩,2026-07-31T21:05:52,邁阿密馬林魚,紐約大都會,1.92,1.58
2026-07-31,823922,台灣運彩,2026-07-31T21:05:52,波士頓紅襪,洛杉磯道奇,1.88,1.62
2026-07-31,823999,台灣運彩,2026-07-31T21:05:52,密爾瓦基釀酒人,洛杉磯天使,1.42,2.20
2026-07-31,824164,台灣運彩,2026-07-31T21:05:52,德州遊騎兵,休士頓太空人,1.92,1.58
2026-07-31,824325,台灣運彩,2026-07-31T21:05:52,堪薩斯市皇家,科羅拉多洛磯,1.70,1.80
2026-07-31,824407,台灣運彩,2026-07-31T21:05:52,亞利桑那響尾蛇,克里夫蘭守護者,1.95,1.55
2026-07-31,824486,台灣運彩,2026-07-31T21:05:52,匹茲堡海盜,辛辛那提紅人,1.55,1.95
2026-07-31,824651,台灣運彩,2026-07-31T21:05:52,紐約洋基,芝加哥小熊,1.84,1.66
2026-07-31,824809,台灣運彩,2026-07-31T21:05:52,費城費城人,巴爾的摩金鶯,1.84,1.66
2026-07-31,824892,台灣運彩,2026-07-31T21:05:52,華盛頓國民,亞特蘭大勇士,1.85,1.65
2026-07-31,824975,台灣運彩,2026-07-31T21:05:52,底特律老虎,運動家,1.48,2.05
