date,captured_at_tw,sportsbook,game_pk,official_event_id,event_no,kickoff_tw,away_zh,home_zh,matchup_zh,market_id,market_ti,market_name,selection_id,selection_name,selection_side,selection_line,odds_decimal,pd,pu,raw_v,raw_hv,raw_cn
2026-08-01,2026-08-01T13:58:38,台灣運彩,,3480593.1,106,2026-08-01T16:00:00+08:00,歐力士猛牛,西武獅,歐力士猛牛 @ 西武獅,51499773.1,354,不讓分,253012883.1,西武獅,H,,1.73,100,73,H,,1
2026-08-01,2026-08-01T13:58:38,台灣運彩,,3480593.1,106,2026-08-01T16:00:00+08:00,歐力士猛牛,西武獅,歐力士猛牛 @ 西武獅,51499773.1,354,不讓分,253012884.1,歐力士猛牛,A,,1.70,10,7,A,,2
2026-08-01,2026-08-01T13:58:38,台灣運彩,,3480593.1,106,2026-08-01T16:00:00+08:00,歐力士猛牛,西武獅,歐力士猛牛 @ 西武獅,51499776.1,358,讓分 1.5,253012890.1,西武獅 +1.5,H,1.5,1.38,50,19,H,1.5,1
2026-08-01,2026-08-01T13:58:38,台灣運彩,,3480593.1,106,2026-08-01T16:00:00+08:00,歐力士猛牛,西武獅,歐力士猛牛 @ 西武獅,51499776.1,358,讓分 1.5,253012891.1,歐力士猛牛 -1.5,A,1.5,2.25,4,5,A,1.5,2
2026-08-01,2026-08-01T13:58:38,台灣運彩,,3480593.1,106,2026-08-01T16:00:00+08:00,歐力士猛牛,西武獅,歐力士猛牛 @ 西武獅,51499777.1,360,[總分]大小 6.5,253012893.1,大 6.5,A,6.5,1.60,5,3,A,6.5,
2026-08-01,2026-08-01T13:58:38,台灣運彩,,3480593.1,106,2026-08-01T16:00:00+08:00,歐力士猛牛,西武獅,歐力士猛牛 @ 西武獅,51499777.1,360,[總分]大小 6.5,253012892.1,小 6.5,H,6.5,1.85,20,17,H,6.5,
2026-08-01,2026-08-01T13:58:38,台灣運彩,,3480593.1,106,2026-08-01T16:00:00+08:00,歐力士猛牛,西武獅,歐力士猛牛 @ 西武獅,51499780.1,362,西武獅 大小 3.5,253012900.1,大 3.5,A,3.5,1.85,20,17,A,3.5,
2026-08-01,2026-08-01T13:58:38,台灣運彩,,3480593.1,106,2026-08-01T16:00:00+08:00,歐力士猛牛,西武獅,歐力士猛牛 @ 西武獅,51499780.1,362,西武獅 大小 3.5,253012899.1,小 3.5,H,3.5,1.50,2,1,H,3.5,
2026-08-01,2026-08-01T13:58:38,台灣運彩,,3480593.1,106,2026-08-01T16:00:00+08:00,歐力士猛牛,西武獅,歐力士猛牛 @ 西武獅,51499779.1,363,歐力士猛牛 大小 3.5,253012898.1,大 3.5,A,3.5,1.80,5,4,A,3.5,
2026-08-01,2026-08-01T13:58:38,台灣運彩,,3480593.1,106,2026-08-01T16:00:00+08:00,歐力士猛牛,西武獅,歐力士猛牛 @ 西武獅,51499779.1,363,歐力士猛牛 大小 3.5,253012897.1,小 3.5,H,3.5,1.55,20,11,H,3.5,
2026-08-01,2026-08-01T13:58:38,台灣運彩,,3480593.1,106,2026-08-01T16:00:00+08:00,歐力士猛牛,西武獅,歐力士猛牛 @ 西武獅,51499774.1,366,[總分]單雙,253012886.1,單,,,1.50,2,1,,,
2026-08-01,2026-08-01T13:58:38,台灣運彩,,3480593.1,106,2026-08-01T16:00:00+08:00,歐力士猛牛,西武獅,歐力士猛牛 @ 西武獅,51499774.1,366,[總分]單雙,253012885.1,雙,,,1.96,25,24,,,
