date,captured_at_tw,sportsbook,game_pk,official_event_id,event_no,kickoff_tw,away_zh,home_zh,matchup_zh,market_id,market_ti,market_name,selection_id,selection_name,selection_side,selection_line,odds_decimal,pd,pu,raw_v,raw_hv,raw_cn
2026-07-03,2026-07-03T21:44:11,台灣運彩,824659,3476626.1,102,2026-07-04T04:05:00+08:00,聖路易紅雀,芝加哥小熊,聖路易紅雀 @ 芝加哥小熊,51425208.1,354,不讓分,252783790.1,芝加哥小熊,H,,1.58,50,29,H,,1
2026-07-03,2026-07-03T21:44:11,台灣運彩,824659,3476626.1,102,2026-07-04T04:05:00+08:00,聖路易紅雀,芝加哥小熊,聖路易紅雀 @ 芝加哥小熊,51425208.1,354,不讓分,252783791.1,聖路易紅雀,A,,1.92,25,23,A,,2
2026-07-03,2026-07-03T21:44:11,台灣運彩,824659,3476626.1,102,2026-07-04T04:05:00+08:00,聖路易紅雀,芝加哥小熊,聖路易紅雀 @ 芝加哥小熊,51425207.1,357,勝分差,252783787.1,聖路易紅雀 1 分,A,,6.50,2,11,A,,
2026-07-03,2026-07-03T21:44:11,台灣運彩,824659,3476626.1,102,2026-07-04T04:05:00+08:00,聖路易紅雀,芝加哥小熊,聖路易紅雀 @ 芝加哥小熊,51425207.1,357,勝分差,252783788.1,聖路易紅雀 2 分,A,,8.25,4,29,A,,
2026-07-03,2026-07-03T21:44:11,台灣運彩,824659,3476626.1,102,2026-07-04T04:05:00+08:00,聖路易紅雀,芝加哥小熊,聖路易紅雀 @ 芝加哥小熊,51425207.1,357,勝分差,252783789.1,聖路易紅雀 > 2分,A,,2.55,20,31,A,,
2026-07-03,2026-07-03T21:44:11,台灣運彩,824659,3476626.1,102,2026-07-04T04:05:00+08:00,聖路易紅雀,芝加哥小熊,聖路易紅雀 @ 芝加哥小熊,51425207.1,357,勝分差,252783784.1,芝加哥小熊 1 分,H,,4.30,10,33,H,,
2026-07-03,2026-07-03T21:44:11,台灣運彩,824659,3476626.1,102,2026-07-04T04:05:00+08:00,聖路易紅雀,芝加哥小熊,聖路易紅雀 @ 芝加哥小熊,51425207.1,357,勝分差,252783785.1,芝加哥小熊 2 分,H,,7.50,2,13,H,,
2026-07-03,2026-07-03T21:44:11,台灣運彩,824659,3476626.1,102,2026-07-04T04:05:00+08:00,聖路易紅雀,芝加哥小熊,聖路易紅雀 @ 芝加哥小熊,51425207.1,357,勝分差,252783786.1,芝加哥小熊 > 2分,H,,2.35,20,27,H,,
2026-07-03,2026-07-03T21:44:11,台灣運彩,824659,3476626.1,102,2026-07-04T04:05:00+08:00,聖路易紅雀,芝加哥小熊,聖路易紅雀 @ 芝加哥小熊,51425205.1,358,讓分 -1.5,252783780.1,芝加哥小熊 -1.5,H,-1.5,2.05,20,21,H,-1.5,1
2026-07-03,2026-07-03T21:44:11,台灣運彩,824659,3476626.1,102,2026-07-04T04:05:00+08:00,聖路易紅雀,芝加哥小熊,聖路易紅雀 @ 芝加哥小熊,51425205.1,358,讓分 -1.5,252783781.1,聖路易紅雀 +1.5,A,-1.5,1.48,25,12,A,-1.5,2
2026-07-03,2026-07-03T21:44:11,台灣運彩,824659,3476626.1,102,2026-07-04T04:05:00+08:00,聖路易紅雀,芝加哥小熊,聖路易紅雀 @ 芝加哥小熊,51425206.1,358,讓分 -2.5,252783782.1,芝加哥小熊 -2.5,H,-2.5,2.47,100,147,H,-2.5,1
2026-07-03,2026-07-03T21:44:11,台灣運彩,824659,3476626.1,102,2026-07-04T04:05:00+08:00,聖路易紅雀,芝加哥小熊,聖路易紅雀 @ 芝加哥小熊,51425206.1,358,讓分 -2.5,252783783.1,聖路易紅雀 +2.5,A,-2.5,1.33,100,33,A,-2.5,2
2026-07-03,2026-07-03T21:44:11,台灣運彩,824659,3476626.1,102,2026-07-04T04:05:00+08:00,聖路易紅雀,芝加哥小熊,聖路易紅雀 @ 芝加哥小熊,51425202.1,360,[總分]大小 11.5,252783775.1,大 11.5,A,11.5,1.98,50,49,A,11.5,
2026-07-03,2026-07-03T21:44:11,台灣運彩,824659,3476626.1,102,2026-07-04T04:05:00+08:00,聖路易紅雀,芝加哥小熊,聖路易紅雀 @ 芝加哥小熊,51425202.1,360,[總分]大小 11.5,252783774.1,小 11.5,H,11.5,1.52,25,13,H,11.5,
2026-07-03,2026-07-03T21:44:11,台灣運彩,824659,3476626.1,102,2026-07-04T04:05:00+08:00,聖路易紅雀,芝加哥小熊,聖路易紅雀 @ 芝加哥小熊,51425203.1,360,[總分]大小 9.5,252783777.1,大 9.5,A,9.5,1.50,2,1,A,9.5,
2026-07-03,2026-07-03T21:44:11,台灣運彩,824659,3476626.1,102,2026-07-04T04:05:00+08:00,聖路易紅雀,芝加哥小熊,聖路易紅雀 @ 芝加哥小熊,51425203.1,360,[總分]大小 9.5,252783776.1,小 9.5,H,9.5,2.00,1,1,H,9.5,
2026-07-03,2026-07-03T21:44:11,台灣運彩,824659,3476626.1,102,2026-07-04T04:05:00+08:00,聖路易紅雀,芝加哥小熊,聖路易紅雀 @ 芝加哥小熊,51425204.1,360,[總分]大小 10.5,252783779.1,大 10.5,A,10.5,1.71,100,71,A,10.5,
2026-07-03,2026-07-03T21:44:11,台灣運彩,824659,3476626.1,102,2026-07-04T04:05:00+08:00,聖路易紅雀,芝加哥小熊,聖路易紅雀 @ 芝加哥小熊,51425204.1,360,[總分]大小 10.5,252783778.1,小 10.5,H,10.5,1.79,100,79,H,10.5,
2026-07-03,2026-07-03T21:44:11,台灣運彩,824659,3476626.1,102,2026-07-04T04:05:00+08:00,聖路易紅雀,芝加哥小熊,聖路易紅雀 @ 芝加哥小熊,51425201.1,362,芝加哥小熊 大小 5.5,252783773.1,大 5.5,A,5.5,1.80,5,4,A,5.5,
2026-07-03,2026-07-03T21:44:11,台灣運彩,824659,3476626.1,102,2026-07-04T04:05:00+08:00,聖路易紅雀,芝加哥小熊,聖路易紅雀 @ 芝加哥小熊,51425201.1,362,芝加哥小熊 大小 5.5,252783772.1,小 5.5,H,5.5,1.63,100,63,H,5.5,
2026-07-03,2026-07-03T21:44:11,台灣運彩,824659,3476626.1,102,2026-07-04T04:05:00+08:00,聖路易紅雀,芝加哥小熊,聖路易紅雀 @ 芝加哥小熊,51425200.1,363,聖路易紅雀 大小 4.5,252783771.1,大 4.5,A,4.5,1.60,5,3,A,4.5,
2026-07-03,2026-07-03T21:44:11,台灣運彩,824659,3476626.1,102,2026-07-04T04:05:00+08:00,聖路易紅雀,芝加哥小熊,聖路易紅雀 @ 芝加哥小熊,51425200.1,363,聖路易紅雀 大小 4.5,252783770.1,小 4.5,H,4.5,1.85,20,17,H,4.5,
2026-07-03,2026-07-03T21:44:11,台灣運彩,824659,3476626.1,102,2026-07-04T04:05:00+08:00,聖路易紅雀,芝加哥小熊,聖路易紅雀 @ 芝加哥小熊,51425199.1,366,[總分]單雙,252783769.1,單,,,1.50,2,1,,,
2026-07-03,2026-07-03T21:44:11,台灣運彩,824659,3476626.1,102,2026-07-04T04:05:00+08:00,聖路易紅雀,芝加哥小熊,聖路易紅雀 @ 芝加哥小熊,51425199.1,366,[總分]單雙,252783768.1,雙,,,1.96,25,24,,,
2026-07-03,2026-07-03T21:44:11,台灣運彩,824659,3476626.1,102,2026-07-04T04:05:00+08:00,聖路易紅雀,芝加哥小熊,聖路易紅雀 @ 芝加哥小熊,51425767.1,374,得分最高單局(不含延長賽),252785232.1,一樣多,,,2.35,20,27,,,
2026-07-03,2026-07-03T21:44:11,台灣運彩,824659,3476626.1,102,2026-07-04T04:05:00+08:00,聖路易紅雀,芝加哥小熊,聖路易紅雀 @ 芝加哥小熊,51425767.1,374,得分最高單局(不含延長賽),252785223.1,第1局,,,5.20,5,21,,,
2026-07-03,2026-07-03T21:44:11,台灣運彩,824659,3476626.1,102,2026-07-04T04:05:00+08:00,聖路易紅雀,芝加哥小熊,聖路易紅雀 @ 芝加哥小熊,51425767.1,374,得分最高單局(不含延長賽),252785224.1,第2局,,,6.50,2,11,,,
2026-07-03,2026-07-03T21:44:11,台灣運彩,824659,3476626.1,102,2026-07-04T04:05:00+08:00,聖路易紅雀,芝加哥小熊,聖路易紅雀 @ 芝加哥小熊,51425767.1,374,得分最高單局(不含延長賽),252785225.1,第3局,,,5.65,20,93,,,
2026-07-03,2026-07-03T21:44:11,台灣運彩,824659,3476626.1,102,2026-07-04T04:05:00+08:00,聖路易紅雀,芝加哥小熊,聖路易紅雀 @ 芝加哥小熊,51425767.1,374,得分最高單局(不含延長賽),252785226.1,第4局,,,6.25,4,21,,,
2026-07-03,2026-07-03T21:44:11,台灣運彩,824659,3476626.1,102,2026-07-04T04:05:00+08:00,聖路易紅雀,芝加哥小熊,聖路易紅雀 @ 芝加哥小熊,51425767.1,374,得分最高單局(不含延長賽),252785227.1,第5局,,,5.80,5,24,,,
