date,game_pk,sportsbook,captured_at_tw,away_zh,home_zh,away_moneyline,home_moneyline
2026-06-29,822792,台灣運彩,2026-06-29T08:04:11,紐約大都會,多倫多藍鳥,1.88,1.62
2026-06-29,823121,DraftKings,2026-06-29T08:04:10,洛杉磯天使,西雅圖水手,+182,-224
2026-06-29,823444,台灣運彩,2026-06-29T08:04:11,匹茲堡海盜,費城費城人,1.82,1.68
2026-06-29,823529,台灣運彩,2026-06-29T08:04:11,底特律老虎,紐約洋基,1.98,1.52
2026-06-29,823771,台灣運彩,2026-06-29T08:04:11,辛辛那提紅人,密爾瓦基釀酒人,2.05,1.48
2026-06-29,824176,DraftKings,2026-06-29T08:04:10,明尼蘇達雙城,休士頓太空人,+113,-136
2026-06-29,824339,,,邁阿密馬林魚,科羅拉多洛磯,,
2026-06-29,824420,,,德州遊騎兵,克里夫蘭守護者,,
2026-06-29,824662,,,聖地牙哥教士,芝加哥小熊,,
2026-06-29,824741,台灣運彩,2026-06-29T08:04:11,華盛頓國民,波士頓紅襪,2.30,1.40
2026-06-29,824822,台灣運彩,2026-06-29T08:04:11,芝加哥白襪,巴爾的摩金鶯,1.90,1.60
2026-06-29,824986,DraftKings,2026-06-29T08:04:10,洛杉磯道奇,運動家,-123,+102
2026-06-29,825065,DraftKings,2026-06-29T08:04:10,舊金山巨人,亞利桑那響尾蛇,+113,-136
