date,game_pk,sportsbook,captured_at_tw,away_zh,home_zh,away_moneyline,home_moneyline
2026-09-06,822848,DraftKings,2026-09-06T13:32:20,坦帕灣光芒,德州遊騎兵,-108,-112
2026-09-06,823091,DraftKings,2026-09-06T13:32:20,運動家,西雅圖水手,+161,-196
2026-09-06,823253,DraftKings,2026-09-06T13:32:20,紐約洋基,聖地牙哥教士,-111,-108
2026-09-06,823336,DraftKings,2026-09-06T13:32:20,洛杉磯天使,匹茲堡海盜,+163,-198
2026-09-06,823417,DraftKings,2026-09-06T13:32:20,亞特蘭大勇士,費城費城人,-109,-110
2026-09-06,823578,DraftKings,2026-09-06T13:32:20,舊金山巨人,紐約大都會,+128,-155
2026-09-06,823822,DraftKings,2026-09-06T13:32:20,芝加哥小熊,邁阿密馬林魚,-149,+123
2026-09-06,823903,DraftKings,2026-09-06T13:32:20,華盛頓國民,洛杉磯道奇,+184,-226
2026-09-06,824065,DraftKings,2026-09-06T13:32:20,多倫多藍鳥,堪薩斯市皇家,-120,+100
2026-09-06,824142,DraftKings,2026-09-06T13:32:20,亞利桑那響尾蛇,休士頓太空人,-108,-112
2026-09-06,824309,DraftKings,2026-09-06T13:32:20,聖路易紅雀,科羅拉多洛磯,-131,+109
2026-09-06,824385,DraftKings,2026-09-06T13:32:20,底特律老虎,克里夫蘭守護者,+137,-167
2026-09-06,824469,DraftKings,2026-09-06T13:32:20,密爾瓦基釀酒人,辛辛那提紅人,-162,+134
2026-09-06,824552,DraftKings,2026-09-06T13:32:20,明尼蘇達雙城,芝加哥白襪,+119,-143
2026-09-06,824794,DraftKings,2026-09-06T13:32:20,波士頓紅襪,巴爾的摩金鶯,-136,+113
