date,game_pk,sportsbook,captured_at_tw,away_zh,home_zh,away_moneyline,home_moneyline
2026-07-10,822709,台灣運彩,2026-07-10T13:51:18,紐約洋基,華盛頓國民,1.38,2.33
2026-07-10,822878,台灣運彩,2026-07-10T13:51:18,休士頓太空人,德州遊騎兵,1.52,1.98
2026-07-10,822955,台灣運彩,2026-07-10T13:51:18,西雅圖水手,坦帕灣光芒,1.82,1.68
2026-07-10,823033,台灣運彩,2026-07-10T13:51:18,亞特蘭大勇士,聖路易紅雀,1.43,2.15
2026-07-10,823200,台灣運彩,2026-07-10T13:51:18,科羅拉多洛磯,舊金山巨人,2.10,1.45
2026-07-10,823278,台灣運彩,2026-07-10T13:51:18,多倫多藍鳥,聖地牙哥教士,1.84,1.66
2026-07-10,823357,台灣運彩,2026-07-10T13:51:18,密爾瓦基釀酒人,匹茲堡海盜,1.94,1.56
2026-07-10,823604,台灣運彩,2026-07-10T13:51:18,波士頓紅襪,紐約大都會,1.95,1.55
2026-07-10,823685,台灣運彩,2026-07-10T13:51:18,洛杉磯天使,明尼蘇達雙城,1.85,1.65
2026-07-10,823845,台灣運彩,2026-07-10T13:51:18,克里夫蘭守護者,邁阿密馬林魚,1.85,1.65
2026-07-10,823927,台灣運彩,2026-07-10T13:51:18,亞利桑那響尾蛇,洛杉磯道奇,3.00,1.22
2026-07-10,824252,台灣運彩,2026-07-10T13:51:18,費城費城人,底特律老虎,1.88,1.62
2026-07-10,824493,台灣運彩,2026-07-10T13:51:18,芝加哥小熊,辛辛那提紅人,1.68,1.82
2026-07-10,824575,台灣運彩,2026-07-10T13:51:18,運動家,芝加哥白襪,2.15,1.43
2026-07-10,824817,台灣運彩,2026-07-10T13:51:18,堪薩斯市皇家,巴爾的摩金鶯,2.05,1.48
