date,game_pk,sportsbook,captured_at_tw,away_zh,home_zh,away_moneyline,home_moneyline
2026-08-28,822691,DraftKings,2026-08-28T10:26:26,邁阿密馬林魚,華盛頓國民,-149,+123
2026-08-28,822769,,,西雅圖水手,多倫多藍鳥,,
2026-08-28,822935,DraftKings,2026-08-28T10:26:26,聖地牙哥教士,坦帕灣光芒,+112,-135
2026-08-28,823013,DraftKings,2026-08-28T10:26:26,匹茲堡海盜,聖路易紅雀,-114,-106
2026-08-28,823178,,,亞利桑那響尾蛇,舊金山巨人,,
2026-08-28,823504,DraftKings,2026-08-28T10:26:26,波士頓紅襪,紐約洋基,+141,-171
2026-08-28,823583,DraftKings,2026-08-28T10:26:26,休士頓太空人,紐約大都會,-130,+108
2026-08-28,823666,DraftKings,2026-08-28T10:26:26,芝加哥白襪,明尼蘇達雙城,-103,-117
2026-08-28,823744,DraftKings,2026-08-28T10:26:26,德州遊騎兵,密爾瓦基釀酒人,+149,-181
2026-08-28,823985,DraftKings,2026-08-28T10:26:26,費城費城人,洛杉磯天使,-144,+119
2026-08-28,824231,DraftKings,2026-08-28T10:26:26,洛杉磯道奇,底特律老虎,-218,+178
2026-08-28,824396,DraftKings,2026-08-28T10:26:26,堪薩斯市皇家,克里夫蘭守護者,+118,-142
2026-08-28,824638,DraftKings,2026-08-28T10:26:26,辛辛那提紅人,芝加哥小熊,+163,-199
2026-08-28,824877,DraftKings,2026-08-28T10:26:26,科羅拉多洛磯,亞特蘭大勇士,+186,-229
2026-08-28,824960,,,巴爾的摩金鶯,運動家,,
