date,captured_at_tw,sportsbook,game_pk,official_event_id,event_no,kickoff_tw,away_zh,home_zh,matchup_zh,market_id,market_ti,market_name,selection_id,selection_name,selection_side,selection_line,odds_decimal,pd,pu,raw_v,raw_hv,raw_cn
2026-07-10,2026-07-10T21:01:57,台灣運彩,823357,3477483.1,115,2026-07-11T06:40:00+08:00,密爾瓦基釀酒人,匹茲堡海盜,密爾瓦基釀酒人 @ 匹茲堡海盜,51439553.1,354,不讓分,252826642.1,匹茲堡海盜,H,,1.60,5,3,H,,1
2026-07-10,2026-07-10T21:01:57,台灣運彩,823357,3477483.1,115,2026-07-11T06:40:00+08:00,密爾瓦基釀酒人,匹茲堡海盜,密爾瓦基釀酒人 @ 匹茲堡海盜,51439553.1,354,不讓分,252826643.1,密爾瓦基釀酒人,A,,1.90,10,9,A,,2
2026-07-10,2026-07-10T21:01:57,台灣運彩,823357,3477483.1,115,2026-07-11T06:40:00+08:00,密爾瓦基釀酒人,匹茲堡海盜,密爾瓦基釀酒人 @ 匹茲堡海盜,51439563.1,357,勝分差,252826662.1,匹茲堡海盜 1 分,H,,3.95,20,59,H,,
2026-07-10,2026-07-10T21:01:57,台灣運彩,823357,3477483.1,115,2026-07-11T06:40:00+08:00,密爾瓦基釀酒人,匹茲堡海盜,密爾瓦基釀酒人 @ 匹茲堡海盜,51439563.1,357,勝分差,252826663.1,匹茲堡海盜 2 分,H,,7.00,1,6,H,,
2026-07-10,2026-07-10T21:01:57,台灣運彩,823357,3477483.1,115,2026-07-11T06:40:00+08:00,密爾瓦基釀酒人,匹茲堡海盜,密爾瓦基釀酒人 @ 匹茲堡海盜,51439563.1,357,勝分差,252826664.1,匹茲堡海盜 > 2分,H,,2.60,5,8,H,,
2026-07-10,2026-07-10T21:01:57,台灣運彩,823357,3477483.1,115,2026-07-11T06:40:00+08:00,密爾瓦基釀酒人,匹茲堡海盜,密爾瓦基釀酒人 @ 匹茲堡海盜,51439563.1,357,勝分差,252826665.1,密爾瓦基釀酒人 1 分,A,,5.45,20,89,A,,
2026-07-10,2026-07-10T21:01:57,台灣運彩,823357,3477483.1,115,2026-07-11T06:40:00+08:00,密爾瓦基釀酒人,匹茲堡海盜,密爾瓦基釀酒人 @ 匹茲堡海盜,51439563.1,357,勝分差,252826666.1,密爾瓦基釀酒人 2 分,A,,7.50,2,13,A,,
2026-07-10,2026-07-10T21:01:57,台灣運彩,823357,3477483.1,115,2026-07-11T06:40:00+08:00,密爾瓦基釀酒人,匹茲堡海盜,密爾瓦基釀酒人 @ 匹茲堡海盜,51439563.1,357,勝分差,252826667.1,密爾瓦基釀酒人 > 2分,A,,2.85,20,37,A,,
2026-07-10,2026-07-10T21:01:57,台灣運彩,823357,3477483.1,115,2026-07-11T06:40:00+08:00,密爾瓦基釀酒人,匹茲堡海盜,密爾瓦基釀酒人 @ 匹茲堡海盜,51439555.1,358,讓分 -1.5,252826646.1,匹茲堡海盜 -1.5,H,-1.5,2.15,20,23,H,-1.5,1
2026-07-10,2026-07-10T21:01:57,台灣運彩,823357,3477483.1,115,2026-07-11T06:40:00+08:00,密爾瓦基釀酒人,匹茲堡海盜,密爾瓦基釀酒人 @ 匹茲堡海盜,51439555.1,358,讓分 -1.5,252826647.1,密爾瓦基釀酒人 +1.5,A,-1.5,1.43,100,43,A,-1.5,2
2026-07-10,2026-07-10T21:01:57,台灣運彩,823357,3477483.1,115,2026-07-11T06:40:00+08:00,密爾瓦基釀酒人,匹茲堡海盜,密爾瓦基釀酒人 @ 匹茲堡海盜,51439557.1,358,讓分 -2.5,252826650.1,匹茲堡海盜 -2.5,H,-2.5,2.70,10,17,H,-2.5,1
2026-07-10,2026-07-10T21:01:57,台灣運彩,823357,3477483.1,115,2026-07-11T06:40:00+08:00,密爾瓦基釀酒人,匹茲堡海盜,密爾瓦基釀酒人 @ 匹茲堡海盜,51439557.1,358,讓分 -2.5,252826651.1,密爾瓦基釀酒人 +2.5,A,-2.5,1.28,25,7,A,-2.5,2
2026-07-10,2026-07-10T21:01:57,台灣運彩,823357,3477483.1,115,2026-07-11T06:40:00+08:00,密爾瓦基釀酒人,匹茲堡海盜,密爾瓦基釀酒人 @ 匹茲堡海盜,51439556.1,360,[總分]大小 8.5,252826649.1,大 8.5,A,8.5,1.87,100,87,A,8.5,
