date,captured_at_tw,sportsbook,game_pk,official_event_id,event_no,kickoff_tw,away_zh,home_zh,matchup_zh,market_id,market_ti,market_name,selection_id,selection_name,selection_side,selection_line,odds_decimal,pd,pu,raw_v,raw_hv,raw_cn
2026-07-07,2026-07-07T13:51:07,台灣運彩,,3477171.1,108,2026-07-07T17:00:00+08:00,福岡軟銀鷹,歐力士猛牛,福岡軟銀鷹 @ 歐力士猛牛,51433725.1,354,不讓分,252808571.1,歐力士猛牛,H,,1.85,20,17,H,,1
2026-07-07,2026-07-07T13:51:07,台灣運彩,,3477171.1,108,2026-07-07T17:00:00+08:00,福岡軟銀鷹,歐力士猛牛,福岡軟銀鷹 @ 歐力士猛牛,51433725.1,354,不讓分,252808572.1,福岡軟銀鷹,A,,1.60,5,3,A,,2
2026-07-07,2026-07-07T13:51:07,台灣運彩,,3477171.1,108,2026-07-07T17:00:00+08:00,福岡軟銀鷹,歐力士猛牛,福岡軟銀鷹 @ 歐力士猛牛,51433732.1,358,讓分 1.5,252808587.1,歐力士猛牛 +1.5,H,1.5,1.43,100,43,H,1.5,1
2026-07-07,2026-07-07T13:51:07,台灣運彩,,3477171.1,108,2026-07-07T17:00:00+08:00,福岡軟銀鷹,歐力士猛牛,福岡軟銀鷹 @ 歐力士猛牛,51433732.1,358,讓分 1.5,252808588.1,福岡軟銀鷹 -1.5,A,1.5,2.10,10,11,A,1.5,2
2026-07-07,2026-07-07T13:51:07,台灣運彩,,3477171.1,108,2026-07-07T17:00:00+08:00,福岡軟銀鷹,歐力士猛牛,福岡軟銀鷹 @ 歐力士猛牛,51433728.1,360,[總分]大小 6.5,252808579.1,大 6.5,A,6.5,1.80,5,4,A,6.5,
2026-07-07,2026-07-07T13:51:07,台灣運彩,,3477171.1,108,2026-07-07T17:00:00+08:00,福岡軟銀鷹,歐力士猛牛,福岡軟銀鷹 @ 歐力士猛牛,51433728.1,360,[總分]大小 6.5,252808578.1,小 6.5,H,6.5,1.63,100,63,H,6.5,
2026-07-07,2026-07-07T13:51:07,台灣運彩,,3477171.1,108,2026-07-07T17:00:00+08:00,福岡軟銀鷹,歐力士猛牛,福岡軟銀鷹 @ 歐力士猛牛,51433730.1,362,歐力士猛牛 大小 2.5,252808584.1,大 2.5,A,2.5,1.66,50,33,A,2.5,
2026-07-07,2026-07-07T13:51:07,台灣運彩,,3477171.1,108,2026-07-07T17:00:00+08:00,福岡軟銀鷹,歐力士猛牛,福岡軟銀鷹 @ 歐力士猛牛,51433730.1,362,歐力士猛牛 大小 2.5,252808583.1,小 2.5,H,2.5,1.66,50,33,H,2.5,
2026-07-07,2026-07-07T13:51:07,台灣運彩,,3477171.1,108,2026-07-07T17:00:00+08:00,福岡軟銀鷹,歐力士猛牛,福岡軟銀鷹 @ 歐力士猛牛,51433731.1,363,福岡軟銀鷹 大小 2.5,252808586.1,大 2.5,A,2.5,1.50,2,1,A,2.5,
2026-07-07,2026-07-07T13:51:07,台灣運彩,,3477171.1,108,2026-07-07T17:00:00+08:00,福岡軟銀鷹,歐力士猛牛,福岡軟銀鷹 @ 歐力士猛牛,51433731.1,363,福岡軟銀鷹 大小 2.5,252808585.1,小 2.5,H,2.5,1.85,20,17,H,2.5,
2026-07-07,2026-07-07T13:51:07,台灣運彩,,3477171.1,108,2026-07-07T17:00:00+08:00,福岡軟銀鷹,歐力士猛牛,福岡軟銀鷹 @ 歐力士猛牛,51433726.1,366,[總分]單雙,252808574.1,單,,,1.50,2,1,,,
