date,game_pk,sportsbook,captured_at_tw,away_zh,home_zh,away_moneyline,home_moneyline
2026-09-12,822685,DraftKings,2026-09-12T19:29:31,洛杉磯天使,華盛頓國民,-102,-118
2026-09-12,822768,DraftKings,2026-09-12T19:29:31,巴爾的摩金鶯,多倫多藍鳥,-105,-115
2026-09-12,822927,DraftKings,2026-09-12T19:29:31,休士頓太空人,坦帕灣光芒,+123,-149
2026-09-12,823009,DraftKings,2026-09-12T19:29:31,芝加哥白襪,聖路易紅雀,-104,-116
2026-09-12,823170,DraftKings,2026-09-12T19:29:31,聖地牙哥教士,舊金山巨人,-160,+132
2026-09-12,823496,DraftKings,2026-09-12T19:29:31,紐約大都會,紐約洋基,+153,-186
2026-09-12,823657,DraftKings,2026-09-12T19:29:31,克里夫蘭守護者,明尼蘇達雙城,-108,-112
2026-09-12,823737,DraftKings,2026-09-12T19:29:31,辛辛那提紅人,密爾瓦基釀酒人,+159,-193
2026-09-12,823819,DraftKings,2026-09-12T19:29:31,洛杉磯道奇,邁阿密馬林魚,-197,+161
2026-09-12,824224,DraftKings,2026-09-12T19:29:31,科羅拉多洛磯,底特律老虎,+144,-175
2026-09-12,824630,DraftKings,2026-09-12T19:29:31,匹茲堡海盜,芝加哥小熊,+104,-126
2026-09-12,824712,DraftKings,2026-09-12T19:29:31,堪薩斯市皇家,波士頓紅襪,+161,-196
2026-09-12,824870,DraftKings,2026-09-12T19:29:31,費城費城人,亞特蘭大勇士,-101,-119
2026-09-12,824955,DraftKings,2026-09-12T19:29:31,西雅圖水手,運動家,-174,+144
2026-09-12,825035,DraftKings,2026-09-12T19:29:31,德州遊騎兵,亞利桑那響尾蛇,+119,-143
