date,game_pk,sportsbook,captured_at_tw,away_zh,home_zh,away_moneyline,home_moneyline
2026-07-01,822791,台灣運彩,2026-07-01T21:03:39,紐約大都會,多倫多藍鳥,1.68,1.82
2026-07-01,823446,台灣運彩,2026-07-01T21:03:39,匹茲堡海盜,費城費城人,1.95,1.55
2026-07-01,823530,台灣運彩,2026-07-01T21:03:39,底特律老虎,紐約洋基,2.15,1.43
2026-07-01,823767,台灣運彩,2026-07-01T21:03:39,辛辛那提紅人,密爾瓦基釀酒人,2.10,1.45
2026-07-01,824094,台灣運彩,2026-07-01T21:03:39,坦帕灣光芒,堪薩斯市皇家,1.55,1.95
2026-07-01,824174,台灣運彩,2026-07-01T21:03:39,明尼蘇達雙城,休士頓太空人,1.95,1.55
2026-07-01,824337,台灣運彩,2026-07-01T21:03:39,邁阿密馬林魚,科羅拉多洛磯,1.38,2.33
2026-07-01,824419,台灣運彩,2026-07-01T21:03:39,德州遊騎兵,克里夫蘭守護者,1.77,1.73
2026-07-01,824660,台灣運彩,2026-07-01T21:03:39,聖地牙哥教士,芝加哥小熊,1.92,1.58
2026-07-01,824740,台灣運彩,2026-07-01T21:03:39,華盛頓國民,波士頓紅襪,2.00,1.50
2026-07-01,824818,台灣運彩,2026-07-01T21:03:39,芝加哥白襪,巴爾的摩金鶯,1.97,1.53
2026-07-01,824905,台灣運彩,2026-07-01T21:03:39,聖路易紅雀,亞特蘭大勇士,1.95,1.55
2026-07-01,824985,台灣運彩,2026-07-01T21:03:39,洛杉磯道奇,運動家,1.36,2.40
2026-07-01,825064,台灣運彩,2026-07-01T21:03:39,舊金山巨人,亞利桑那響尾蛇,1.82,1.68
