date,game_pk,sportsbook,captured_at_tw,away_zh,home_zh,away_moneyline,home_moneyline
2026-07-04,822716,台灣運彩,2026-07-04T13:50:58,匹茲堡海盜,華盛頓國民,1.43,2.15
2026-07-04,822882,台灣運彩,2026-07-04T13:50:58,底特律老虎,德州遊騎兵,1.65,1.85
2026-07-04,823118,台灣運彩,2026-07-04T13:50:58,多倫多藍鳥,西雅圖水手,2.10,1.45
2026-07-04,823526,台灣運彩,2026-07-04T13:50:58,明尼蘇達雙城,紐約洋基,2.33,1.38
2026-07-04,823932,台灣運彩,2026-07-04T13:50:58,聖地牙哥教士,洛杉磯道奇,2.85,1.25
2026-07-04,824012,台灣運彩,2026-07-04T13:50:58,波士頓紅襪,洛杉磯天使,1.45,2.10
2026-07-04,824092,台灣運彩,2026-07-04T13:50:58,費城費城人,堪薩斯市皇家,1.46,2.07
2026-07-04,824171,台灣運彩,2026-07-04T13:50:58,坦帕灣光芒,休士頓太空人,1.75,1.75
2026-07-04,824334,台灣運彩,2026-07-04T13:50:58,舊金山巨人,科羅拉多洛磯,1.58,1.92
2026-07-04,824415,台灣運彩,2026-07-04T13:50:58,芝加哥白襪,克里夫蘭守護者,2.00,1.50
2026-07-04,824499,台灣運彩,2026-07-04T13:50:58,巴爾的摩金鶯,辛辛那提紅人,1.90,1.60
2026-07-04,824658,台灣運彩,2026-07-04T13:50:58,聖路易紅雀,芝加哥小熊,2.15,1.43
2026-07-04,824903,台灣運彩,2026-07-04T13:50:58,紐約大都會,亞特蘭大勇士,2.15,1.43
2026-07-04,824983,台灣運彩,2026-07-04T13:50:58,邁阿密馬林魚,運動家,1.66,1.84
2026-07-04,825063,台灣運彩,2026-07-04T13:50:58,密爾瓦基釀酒人,亞利桑那響尾蛇,1.50,2.00
