date,game_pk,game_time_tw,game_time_utc,sportsbook,captured_at_tw,matchup_zh,prediction_zh,unified_decision,unified_direction,score_pick_zh,score_alignment,monte_carlo_totals_pick_zh,official_totals_pick_zh,totals_alignment,moneyline,confidence,market_implied_prob,edge,unit,status,settlement,skip_reason,ticket_tier
2026-08-22,824316,2026-08-23 08:10,2026-08-23T00:10:00Z,,,克里夫蘭守護者 @ 科羅拉多洛磯,克里夫蘭守護者,大小分未統一,不推薦,克里夫蘭守護者,一致,無大小分盤口,-,無台灣運彩大小分盤口,,0.5754,,,,Scheduled,,整合方向未統一：大小分未統一,觀察
2026-08-22,822858,2026-08-23 07:05,2026-08-22T23:05:00Z,,,洛杉磯天使 @ 德州遊騎兵,德州遊騎兵,大小分未統一,不推薦,德州遊騎兵,一致,無大小分盤口,-,無台灣運彩大小分盤口,,0.5704,,,,Scheduled,,整合方向未統一：大小分未統一,觀察
2026-08-22,823910,2026-08-23 07:15,2026-08-22T23:15:00Z,,,匹茲堡海盜 @ 洛杉磯道奇,洛杉磯道奇,大小分未統一,不推薦,洛杉磯道奇,一致,無大小分盤口,-,無台灣運彩大小分盤口,,0.5701,,,,Scheduled,,整合方向未統一：大小分未統一,觀察
2026-08-22,824718,2026-08-23 07:15,2026-08-22T23:15:00Z,,,舊金山巨人 @ 波士頓紅襪,波士頓紅襪,大小分未統一,不推薦,波士頓紅襪,一致,無大小分盤口,-,無台灣運彩大小分盤口,,0.5645,,,,Scheduled,,整合方向未統一：大小分未統一,觀察
2026-08-22,824151,2026-08-23 07:10,2026-08-22T23:10:00Z,,,運動家 @ 休士頓太空人,休士頓太空人,大小分未統一,不推薦,休士頓太空人,一致,無大小分盤口,-,無台灣運彩大小分盤口,,0.5639,,,,Scheduled,,整合方向未統一：大小分未統一,觀察
2026-08-22,823261,2026-08-23 08:40,2026-08-23T00:40:00Z,,,明尼蘇達雙城 @ 聖地牙哥教士,聖地牙哥教士,大小分未統一,不推薦,聖地牙哥教士,一致,無大小分盤口,-,無台灣運彩大小分盤口,,0.5608,,,,Scheduled,,整合方向未統一：大小分未統一,觀察
2026-08-22,823509,2026-08-23 01:35,2026-08-22T17:35:00Z,,,多倫多藍鳥 @ 紐約洋基,紐約洋基,勝方與大小分未統一,不推薦,多倫多藍鳥,模型分歧,無大小分盤口,-,無台灣運彩大小分盤口,,0.5575,,,,Scheduled,,整合方向未統一：勝方與大小分未統一,觀察
2026-08-22,823743,2026-08-23 02:10,2026-08-22T18:10:00Z,,,亞特蘭大勇士 @ 密爾瓦基釀酒人,密爾瓦基釀酒人,勝方與大小分未統一,不推薦,密爾瓦基釀酒人,一致,無大小分盤口,-,無台灣運彩大小分盤口,,0.5556,,,,Scheduled,,整合方向未統一：勝方與大小分未統一,觀察
2026-08-22,823422,2026-08-23 06:05,2026-08-22T22:05:00Z,,,聖路易紅雀 @ 費城費城人,費城費城人,勝方與大小分未統一,不推薦,費城費城人,一致,無大小分盤口,-,無台灣運彩大小分盤口,,0.5547,,,,Scheduled,,整合方向未統一：勝方與大小分未統一,觀察
2026-08-22,823831,2026-08-23 04:10,2026-08-22T20:10:00Z,,,華盛頓國民 @ 邁阿密馬林魚,邁阿密馬林魚,勝方與大小分未統一,不推薦,邁阿密馬林魚,一致,無大小分盤口,-,無台灣運彩大小分盤口,,0.5393,,,,Scheduled,,整合方向未統一：勝方與大小分未統一,觀察
2026-08-22,825044,2026-08-23 08:10,2026-08-23T00:10:00Z,,,辛辛那提紅人 @ 亞利桑那響尾蛇,亞利桑那響尾蛇,勝方與大小分未統一,不推薦,亞利桑那響尾蛇,一致,無大小分盤口,-,無台灣運彩大小分盤口,,0.535,,,,Scheduled,,整合方向未統一：勝方與大小分未統一,觀察
2026-08-22,824073,2026-08-23 07:15,2026-08-22T23:15:00Z,,,底特律老虎 @ 堪薩斯市皇家,底特律老虎,勝方與大小分未統一,不推薦,底特律老虎,一致,無大小分盤口,-,無台灣運彩大小分盤口,,0.5208,,,,Scheduled,,整合方向未統一：勝方與大小分未統一,觀察
2026-08-22,824798,2026-08-23 07:05,2026-08-22T23:05:00Z,,,坦帕灣光芒 @ 巴爾的摩金鶯,坦帕灣光芒,勝方與大小分未統一,不推薦,坦帕灣光芒,一致,無大小分盤口,-,無台灣運彩大小分盤口,,0.5192,,,,Scheduled,,整合方向未統一：勝方與大小分未統一,觀察
2026-08-22,823100,2026-08-23 07:15,2026-08-22T23:15:00Z,,,芝加哥小熊 @ 西雅圖水手,芝加哥小熊,勝方與大小分未統一,不推薦,芝加哥小熊,一致,無大小分盤口,-,無台灣運彩大小分盤口,,0.5145,,,,Scheduled,,整合方向未統一：勝方與大小分未統一,觀察
2026-08-22,824560,2026-08-23 07:10,2026-08-22T23:10:00Z,,,紐約大都會 @ 芝加哥白襪,芝加哥白襪,勝方與大小分未統一,不推薦,芝加哥白襪,一致,無大小分盤口,-,無台灣運彩大小分盤口,,0.5101,,,,Scheduled,,整合方向未統一：勝方與大小分未統一,觀察
