game_pk,game_time_tw,game_time_utc,matchup_zh,simulations,avg_away_score,avg_home_score,avg_total,away_win_prob,home_win_prob,away_fair_odds,home_fair_odds,sportsbook,away_market_odds,home_market_odds,away_edge,home_edge,moneyline_pick,lineup_source,source,data_quality,raw_avg_away_score,raw_avg_home_score,raw_avg_total,total_line,over_prob,under_prob,totals_pick
824239,2026-08-16 01:10,2026-08-15T17:10:00Z,芝加哥白襪 @ 底特律老虎,10000,3.31,5.03,8.34,0.3374,0.6626,2.96,1.51,DraftKings,+135,-163,-0.0881,0.0428,底特律老虎,projected_recent_lineup_order,unified_expected_runs_v1_adjusted_monte_carlo,可用,4.78,5.18,9.96,8.5,,,無大小分盤口
824644,2026-08-16 02:20,2026-08-15T18:20:00Z,聖路易紅雀 @ 芝加哥小熊,10000,3.12,4.42,7.54,0.4084,0.5916,2.45,1.69,DraftKings,+149,-181,0.0068,-0.0526,聖路易紅雀,projected_recent_lineup_order,unified_expected_runs_v1_adjusted_monte_carlo,可用,3.15,5.6,8.75,7.5,,,無大小分盤口
822775,2026-08-16 03:07,2026-08-15T19:07:00Z,紐約洋基 @ 多倫多藍鳥,10000,3.9,3.25,7.15,0.6229,0.3771,1.61,2.65,,,,,,不推薦,projected_recent_lineup_order,unified_expected_runs_v1_adjusted_monte_carlo,可用,3.05,3.55,6.6,7.0,,,無大小分盤口
823184,2026-08-16 04:05,2026-08-15T20:05:00Z,科羅拉多洛磯 @ 舊金山巨人,10000,3.8,4.76,8.56,0.3098,0.6902,3.23,1.45,DraftKings,+147,-178,-0.0951,0.0499,舊金山巨人,projected_recent_lineup_order,unified_expected_runs_v1_adjusted_monte_carlo,可用,3.86,1.62,5.47,8.5,,,無大小分盤口
823588,2026-08-16 04:10,2026-08-15T20:10:00Z,華盛頓國民 @ 紐約大都會,10000,4.16,4.41,8.57,0.4288,0.5712,2.33,1.75,,,,,,不推薦,projected_recent_lineup_order,unified_expected_runs_v1_adjusted_monte_carlo,可用,4.5,2.43,6.92,8.5,,,無大小分盤口
822941,2026-08-16 06:10,2026-08-15T22:10:00Z,巴爾的摩金鶯 @ 坦帕灣光芒,10000,3.07,4.51,7.58,0.3203,0.6797,3.12,1.47,DraftKings,+124,-150,-0.1261,0.0797,坦帕灣光芒,projected_recent_lineup_order,unified_expected_runs_v1_adjusted_monte_carlo,可用,3.17,3.23,6.4,7.5,,,無大小分盤口
824480,2026-08-16 06:40,2026-08-15T22:40:00Z,邁阿密馬林魚 @ 辛辛那提紅人,10000,4.19,3.63,7.82,0.5538,0.4462,1.81,2.24,DraftKings,-105,-115,0.0416,-0.0887,邁阿密馬林魚,projected_recent_lineup_order,unified_expected_runs_v1_adjusted_monte_carlo,可用,2.94,2.17,5.1,8.0,,,無大小分盤口
823671,2026-08-16 07:10,2026-08-15T23:10:00Z,費城費城人 @ 明尼蘇達雙城,10000,4.48,3.74,8.22,0.5656,0.4344,1.77,2.30,DraftKings,-155,+128,-0.0422,-0.0042,不推薦,projected_recent_lineup_order,unified_expected_runs_v1_adjusted_monte_carlo,可用,3.54,2.93,6.47,8.0,,,無大小分盤口
824157,2026-08-16 07:10,2026-08-15T23:10:00Z,西雅圖水手 @ 休士頓太空人,10000,3.12,4.37,7.49,0.3471,0.6529,2.88,1.53,DraftKings,+108,-131,-0.1337,0.0858,休士頓太空人,projected_recent_lineup_order,unified_expected_runs_v1_adjusted_monte_carlo,可用,2.49,3.82,6.32,7.5,,,無大小分盤口
824400,2026-08-16 07:10,2026-08-15T23:10:00Z,聖地牙哥教士 @ 克里夫蘭守護者,10000,4.1,3.27,7.37,0.5204,0.4796,1.92,2.09,,,,,,不推薦,projected_recent_lineup_order,unified_expected_runs_v1_adjusted_monte_carlo,可用,3.11,3.0,6.12,7.5,,,無大小分盤口
823347,2026-08-16 07:15,2026-08-15T23:15:00Z,波士頓紅襪 @ 匹茲堡海盜,10000,4.46,3.39,7.85,0.5394,0.4606,1.85,2.17,DraftKings,-126,+104,-0.0181,-0.0296,不推薦,projected_recent_lineup_order,unified_expected_runs_v1_adjusted_monte_carlo,可用,4.17,3.78,7.95,8.0,,,無大小分盤口
823914,2026-08-16 07:15,2026-08-15T23:15:00Z,密爾瓦基釀酒人 @ 洛杉磯道奇,10000,4.21,3.91,8.12,0.5105,0.4895,1.96,2.04,DraftKings,-142,+118,-0.0763,0.0308,洛杉磯道奇,projected_recent_lineup_order,unified_expected_runs_v1_adjusted_monte_carlo,可用,4.37,4.15,8.53,8.0,,,無大小分盤口
824884,2026-08-16 07:15,2026-08-15T23:15:00Z,亞利桑那響尾蛇 @ 亞特蘭大勇士,10000,3.7,3.87,7.57,0.5176,0.4824,1.93,2.07,DraftKings,+124,-150,0.0712,-0.1176,亞利桑那響尾蛇,projected_recent_lineup_order,unified_expected_runs_v1_adjusted_monte_carlo,可用,4.75,4.19,8.94,7.5,,,無大小分盤口
823990,2026-08-16 09:38,2026-08-16T01:38:00Z,堪薩斯市皇家 @ 洛杉磯天使,10000,3.66,2.98,6.64,0.5632,0.4368,1.78,2.29,DraftKings,+129,-156,0.1265,-0.1726,堪薩斯市皇家,projected_recent_lineup_order,unified_expected_runs_v1_adjusted_monte_carlo,可用,2.51,2.16,4.67,6.5,,,無大小分盤口
824966,2026-08-16 09:40,2026-08-16T01:40:00Z,德州遊騎兵 @ 運動家,10000,4.32,3.61,7.93,0.595,0.405,1.68,2.47,,,,,,不推薦,projected_recent_lineup_order,unified_expected_runs_v1_adjusted_monte_carlo,可用,1.51,2.58,4.09,8.0,,,無大小分盤口
