game_pk,game_time_tw,game_time_utc,matchup_zh,simulations,avg_away_score,avg_home_score,avg_total,away_win_prob,home_win_prob,away_fair_odds,home_fair_odds,sportsbook,away_market_odds,home_market_odds,away_edge,home_edge,moneyline_pick,lineup_source,total_line,over_prob,under_prob,totals_pick
823357,2026-07-11 06:40,2026-07-10T22:40:00Z,密爾瓦基釀酒人 @ 匹茲堡海盜,10000,3.91,5.24,9.15,0.3437,0.6563,2.91,1.52,台灣運彩,1.94,1.56,-0.1718,0.0153,匹茲堡海盜,projected_recent_lineup_order,8.5,0.5159,0.4841,大分
824252,2026-07-11 06:40,2026-07-10T22:40:00Z,費城費城人 @ 底特律老虎,10000,4.85,2.77,7.62,0.6775,0.3225,1.48,3.10,台灣運彩,1.88,1.62,0.1456,-0.2948,費城費城人,projected_recent_lineup_order,8.5,0.3761,0.6239,小分
822709,2026-07-11 06:45,2026-07-10T22:45:00Z,紐約洋基 @ 華盛頓國民,10000,1.44,4.1,5.54,0.1536,0.8464,6.51,1.18,台灣運彩,1.38,2.33,-0.571,0.4172,華盛頓國民,projected_recent_lineup_order,9.5,0.1126,0.8874,小分
824817,2026-07-11 07:05,2026-07-10T23:05:00Z,堪薩斯市皇家 @ 巴爾的摩金鶯,10000,4.55,1.87,6.42,0.7602,0.2398,1.32,4.17,台灣運彩,2.05,1.48,0.2724,-0.4359,堪薩斯市皇家,projected_recent_lineup_order,9.5,0.1869,0.8131,小分
822955,2026-07-11 07:10,2026-07-10T23:10:00Z,西雅圖水手 @ 坦帕灣光芒,10000,3.58,3.9,7.48,0.4327,0.5673,2.31,1.76,台灣運彩,1.82,1.68,-0.1168,-0.0279,不推薦,projected_recent_lineup_order,7.5,0.4422,0.5578,小分
823845,2026-07-11 07:10,2026-07-10T23:10:00Z,克里夫蘭守護者 @ 邁阿密馬林魚,10000,2.31,6.3,8.61,0.1306,0.8694,7.66,1.15,台灣運彩,1.85,1.65,-0.4099,0.2633,邁阿密馬林魚,projected_recent_lineup_order,7.5,0.5466,0.4534,大分
824493,2026-07-11 07:10,2026-07-10T23:10:00Z,芝加哥小熊 @ 辛辛那提紅人,10000,4.49,2.5,6.99,0.686,0.314,1.46,3.18,台灣運彩,1.68,1.82,0.0908,-0.2355,芝加哥小熊,projected_recent_lineup_order,9.5,0.2324,0.7676,小分
823604,2026-07-11 07:15,2026-07-10T23:15:00Z,波士頓紅襪 @ 紐約大都會,10000,2.58,4.76,7.34,0.2464,0.7536,4.06,1.33,台灣運彩,1.95,1.55,-0.2664,0.1084,紐約大都會,projected_recent_lineup_order,7.5,0.4318,0.5682,小分
824575,2026-07-11 07:40,2026-07-10T23:40:00Z,運動家 @ 芝加哥白襪,10000,4.35,2.2,6.55,0.6998,0.3002,1.43,3.33,台灣運彩,2.15,1.43,0.2347,-0.3991,運動家,projected_recent_lineup_order,8.5,0.2693,0.7307,小分
822878,2026-07-11 08:05,2026-07-11T00:05:00Z,休士頓太空人 @ 德州遊騎兵,10000,4.03,3.34,7.37,0.5325,0.4675,1.88,2.14,台灣運彩,1.52,1.98,-0.1254,-0.0376,不推薦,projected_recent_lineup_order,7.5,0.4336,0.5664,小分
823685,2026-07-11 08:10,2026-07-11T00:10:00Z,洛杉磯天使 @ 明尼蘇達雙城,10000,3.16,3.03,6.19,0.4781,0.5219,2.09,1.92,台灣運彩,1.85,1.65,-0.0624,-0.0842,不推薦,projected_recent_lineup_order,9.5,0.1576,0.8424,小分
823033,2026-07-11 08:15,2026-07-11T00:15:00Z,亞特蘭大勇士 @ 聖路易紅雀,10000,3.62,3.82,7.43,0.4427,0.5573,2.26,1.79,台灣運彩,1.43,2.15,-0.2566,0.0922,聖路易紅雀,projected_recent_lineup_order,7.5,0.436,0.564,小分
823278,2026-07-11 09:40,2026-07-11T01:40:00Z,多倫多藍鳥 @ 聖地牙哥教士,10000,2.75,2.43,5.18,0.5024,0.4976,1.99,2.01,台灣運彩,1.84,1.66,-0.0411,-0.1048,不推薦,projected_recent_lineup_order,7.5,0.2037,0.7963,小分
823927,2026-07-11 10:10,2026-07-11T02:10:00Z,亞利桑那響尾蛇 @ 洛杉磯道奇,10000,3.81,5.68,9.5,0.3031,0.6969,3.30,1.43,台灣運彩,3.00,1.22,-0.0302,-0.1228,不推薦,projected_recent_lineup_order,8.5,0.5443,0.4557,大分
823200,2026-07-11 10:15,2026-07-11T02:15:00Z,科羅拉多洛磯 @ 舊金山巨人,10000,4.96,2.11,7.06,0.7667,0.2333,1.30,4.29,台灣運彩,2.10,1.45,0.2905,-0.4564,科羅拉多洛磯,projected_recent_lineup_order,8.5,0.3169,0.6831,小分
