game_pk,game_time_tw,game_time_utc,matchup_zh,simulations,avg_away_score,avg_home_score,avg_total,away_win_prob,home_win_prob,away_fair_odds,home_fair_odds,sportsbook,away_market_odds,home_market_odds,away_edge,home_edge,moneyline_pick,lineup_source,total_line,over_prob,under_prob,totals_pick
824902,2026-07-06 00:30,2026-07-05T16:30:00Z,紐約大都會 @ 亞特蘭大勇士,10000,2.97,2.32,5.28,0.5389,0.4611,1.86,2.17,台灣運彩,1.87,1.63,0.0041,-0.1524,紐約大都會,projected_recent_lineup_order,8.5,0.16,0.84,小分
822715,2026-07-06 01:00,2026-07-05T17:00:00Z,匹茲堡海盜 @ 華盛頓國民,10000,3.54,3.9,7.44,0.4319,0.5681,2.32,1.76,台灣運彩,1.95,1.55,-0.0809,-0.0771,不推薦,projected_recent_lineup_order,9.5,0.2682,0.7318,小分
824497,2026-07-06 01:05,2026-07-05T17:05:00Z,巴爾的摩金鶯 @ 辛辛那提紅人,10000,2.9,2.48,5.38,0.5159,0.4841,1.94,2.07,台灣運彩,1.76,1.74,-0.0523,-0.0906,不推薦,projected_recent_lineup_order,9.5,0.108,0.892,小分
823525,2026-07-06 01:35,2026-07-05T17:35:00Z,明尼蘇達雙城 @ 紐約洋基,10000,5.06,2.66,7.72,0.7144,0.2856,1.40,3.50,台灣運彩,2.00,1.50,0.2144,-0.3811,明尼蘇達雙城,projected_recent_lineup_order,8.5,0.385,0.615,小分
824413,2026-07-06 02:00,2026-07-05T18:00:00Z,芝加哥白襪 @ 克里夫蘭守護者,10000,4.95,2.24,7.2,0.7472,0.2528,1.34,3.96,台灣運彩,2.07,1.46,0.2641,-0.4321,芝加哥白襪,projected_recent_lineup_order,8.5,0.3352,0.6648,小分
824656,2026-07-06 02:30,2026-07-05T18:30:00Z,聖路易紅雀 @ 芝加哥小熊,10000,4.82,4.63,9.44,0.4877,0.5123,2.05,1.95,台灣運彩,2.00,1.50,-0.0123,-0.1544,不推薦,projected_recent_lineup_order,9.5,,,無大小分盤口
824091,2026-07-06 03:00,2026-07-05T19:00:00Z,費城費城人 @ 堪薩斯市皇家,10000,3.16,2.51,5.67,0.5422,0.4578,1.84,2.18,台灣運彩,1.53,1.97,-0.1114,-0.0498,不推薦,projected_recent_lineup_order,9.5,0.1279,0.8721,小分
822879,2026-07-06 03:30,2026-07-05T19:30:00Z,底特律老虎 @ 德州遊騎兵,10000,3.23,4.15,7.39,0.3771,0.6229,2.65,1.61,台灣運彩,1.66,1.84,-0.2253,0.0794,德州遊騎兵,projected_recent_lineup_order,7.5,0.4316,0.5684,小分
824172,2026-07-06 03:30,2026-07-05T19:30:00Z,坦帕灣光芒 @ 休士頓太空人,10000,4.21,3.59,7.8,0.5314,0.4686,1.88,2.13,台灣運彩,1.70,1.80,-0.0568,-0.087,不推薦,projected_recent_lineup_order,8.0,,,無大小分盤口
824333,2026-07-06 04:00,2026-07-05T20:00:00Z,舊金山巨人 @ 科羅拉多洛磯,10000,1.8,4.88,6.68,0.1444,0.8556,6.93,1.17,台灣運彩,1.58,1.92,-0.4885,0.3348,科羅拉多洛磯,projected_recent_lineup_order,6.5,,,無大小分盤口
825061,2026-07-06 04:00,2026-07-05T20:00:00Z,密爾瓦基釀酒人 @ 亞利桑那響尾蛇,10000,4.96,3.21,8.18,0.6341,0.3659,1.58,2.73,台灣運彩,1.62,1.88,0.0168,-0.166,密爾瓦基釀酒人,projected_recent_lineup_order,9.5,0.341,0.659,小分
824980,2026-07-06 04:30,2026-07-05T20:30:00Z,邁阿密馬林魚 @ 運動家,10000,3.47,4.16,7.63,0.3952,0.6048,2.53,1.65,台灣運彩,1.88,1.62,-0.1367,-0.0125,不推薦,projected_recent_lineup_order,9.5,0.2897,0.7103,小分
823117,2026-07-06 05:00,2026-07-05T21:00:00Z,多倫多藍鳥 @ 西雅圖水手,10000,4.33,2.9,7.22,0.6196,0.3804,1.61,2.63,台灣運彩,1.95,1.55,0.1068,-0.2648,多倫多藍鳥,projected_recent_lineup_order,7.5,0.4102,0.5898,小分
823931,2026-07-06 07:20,2026-07-05T23:20:00Z,聖地牙哥教士 @ 洛杉磯道奇,10000,2.74,4.42,7.16,0.2873,0.7127,3.48,1.40,台灣運彩,2.50,1.32,-0.1127,-0.0449,不推薦,projected_recent_lineup_order,9.5,0.2399,0.7601,小分
824010,2026-07-06 09:30,2026-07-06T01:30:00Z,波士頓紅襪 @ 洛杉磯天使,10000,2.81,3.2,6.01,0.4232,0.5768,2.36,1.73,台灣運彩,1.48,2.05,-0.2525,0.089,洛杉磯天使,projected_recent_lineup_order,8.5,0.2194,0.7806,小分
