date,game_pk,sportsbook,captured_at_tw,decision,matchup_zh,prediction_zh,moneyline,confidence,market_implied_prob,edge,unit,status,score,actual_winner_zh,settlement,pnl,is_final
2026-06-28,824256,台灣運彩,2026-06-28T09:00:08,一般預測,休士頓太空人 @ 底特律老虎,底特律老虎,1.92,0.5397,0.5208,0.0189,100.0,Scheduled,,,pending,0,False
