date,game_pk,game_time_tw,game_time_utc,sportsbook,captured_at_tw,matchup_zh,prediction_zh,unified_decision,unified_direction,score_pick_zh,score_alignment,monte_carlo_totals_pick_zh,official_totals_pick_zh,totals_alignment,moneyline,confidence,market_implied_prob,edge,unit,status,settlement,skip_reason,ticket_tier
2026-07-19,823764,2026-07-20 02:10,2026-07-19T18:10:00Z,,,邁阿密馬林魚 @ 密爾瓦基釀酒人,密爾瓦基釀酒人,勝方與大小分未統一,不推薦,邁阿密馬林魚,模型分歧,大分,大分,等待官方打線,,0.5859,,,,Scheduled,,整合方向未統一：勝方與大小分未統一,觀察
2026-07-19,824653,2026-07-20 02:20,2026-07-19T18:20:00Z,,,明尼蘇達雙城 @ 芝加哥小熊,芝加哥小熊,大小分未統一,不推薦,芝加哥小熊,一致,大分,大分,等待官方打線,,0.5775,,,,Scheduled,,整合方向未統一：大小分未統一,觀察
2026-07-19,824330,2026-07-20 03:10,2026-07-19T19:10:00Z,,,辛辛那提紅人 @ 科羅拉多洛磯,辛辛那提紅人,勝方與大小分未統一,不推薦,科羅拉多洛磯,模型分歧,小分,小分,等待官方打線,,0.5771,,,,Scheduled,,整合方向未統一：勝方與大小分未統一,觀察
2026-07-19,823439,2026-07-20 01:35,2026-07-19T17:35:00Z,,,紐約大都會 @ 費城費城人,費城費城人,勝方與大小分未統一,不推薦,費城費城人,一致,小分,大分,等待官方打線,,0.5463,,,,Scheduled,,整合方向未統一：勝方與大小分未統一,觀察
2026-07-19,824007,2026-07-20 04:07,2026-07-19T20:07:00Z,,,底特律老虎 @ 洛杉磯天使,底特律老虎,勝方與大小分未統一,不推薦,底特律老虎,一致,小分,大分,等待官方打線,,0.5454,,,,Scheduled,,整合方向未統一：勝方與大小分未統一,觀察
2026-07-19,823113,2026-07-20 04:10,2026-07-19T20:10:00Z,,,舊金山巨人 @ 西雅圖水手,西雅圖水手,勝方與大小分未統一,不推薦,舊金山巨人,模型分歧,大分,大分,等待官方打線,,0.5427,,,,Scheduled,,整合方向未統一：勝方與大小分未統一,觀察
2026-07-19,824168,2026-07-20 02:10,2026-07-19T18:10:00Z,,,巴爾的摩金鶯 @ 休士頓太空人,休士頓太空人,勝方與大小分未統一,不推薦,休士頓太空人,一致,小分,大分,等待官方打線,,0.5397,,,,Scheduled,,整合方向未統一：勝方與大小分未統一,觀察
2026-07-19,824739,2026-07-20 01:35,2026-07-19T17:35:00Z,,,坦帕灣光芒 @ 波士頓紅襪,波士頓紅襪,勝方與大小分未統一,不推薦,波士頓紅襪,一致,大分,大分,等待官方打線,,0.5391,,,,Scheduled,,整合方向未統一：勝方與大小分未統一,觀察
2026-07-19,822786,2026-07-20 00:15,2026-07-19T16:15:00Z,,,芝加哥白襪 @ 多倫多藍鳥,多倫多藍鳥,勝方與大小分未統一,不推薦,芝加哥白襪,模型分歧,小分,大分,等待官方打線,,0.5376,,,,Scheduled,,整合方向未統一：勝方與大小分未統一,觀察
2026-07-19,825057,2026-07-20 04:10,2026-07-19T20:10:00Z,,,聖路易紅雀 @ 亞利桑那響尾蛇,亞利桑那響尾蛇,勝方與大小分未統一,不推薦,亞利桑那響尾蛇,一致,小分,小分,等待官方打線,,0.5308,,,,Scheduled,,整合方向未統一：勝方與大小分未統一,觀察
2026-07-19,824897,2026-07-20 01:35,2026-07-19T17:35:00Z,,,德州遊騎兵 @ 亞特蘭大勇士,亞特蘭大勇士,勝方與大小分未統一,不推薦,亞特蘭大勇士,一致,大分,大分,等待官方打線,,0.5267,,,,Scheduled,,整合方向未統一：勝方與大小分未統一,觀察
2026-07-19,824411,2026-07-20 01:40,2026-07-19T17:40:00Z,,,匹茲堡海盜 @ 克里夫蘭守護者,克里夫蘭守護者,勝方與大小分未統一,不推薦,匹茲堡海盜,模型分歧,大分,大分,等待官方打線,,0.52,,,,Scheduled,,整合方向未統一：勝方與大小分未統一,觀察
2026-07-19,824978,2026-07-20 04:05,2026-07-19T20:05:00Z,,,華盛頓國民 @ 運動家,運動家,勝方與大小分未統一,不推薦,華盛頓國民,模型分歧,大分,大分,等待官方打線,,0.5193,,,,Scheduled,,整合方向未統一：勝方與大小分未統一,觀察
2026-07-19,823523,2026-07-20 00:35,2026-07-19T16:35:00Z,,,洛杉磯道奇 @ 紐約洋基,紐約洋基,勝方與大小分未統一,不推薦,洛杉磯道奇,模型分歧,大分,大分,等待官方打線,,0.5148,,,,Scheduled,,整合方向未統一：勝方與大小分未統一,觀察
2026-07-19,823521,2026-07-20 07:20,2026-07-19T23:20:00Z,,,洛杉磯道奇 @ 紐約洋基,紐約洋基,勝方與大小分未統一,不推薦,洛杉磯道奇,模型分歧,大分,大分,等待官方打線,,0.5148,,,,Scheduled,,整合方向未統一：勝方與大小分未統一,觀察
2026-07-19,824086,2026-07-20 02:10,2026-07-19T18:10:00Z,,,聖地牙哥教士 @ 堪薩斯市皇家,聖地牙哥教士,勝方與大小分未統一,不推薦,堪薩斯市皇家,模型分歧,小分,小分,等待官方打線,,0.5011,,,,Scheduled,,整合方向未統一：勝方與大小分未統一,觀察
