date,game_pk,game_time_tw,game_time_utc,sportsbook,captured_at_tw,matchup_zh,prediction_zh,unified_decision,unified_direction,score_pick_zh,score_alignment,monte_carlo_totals_pick_zh,official_totals_pick_zh,totals_alignment,moneyline,confidence,market_implied_prob,edge,unit,status,settlement,skip_reason,ticket_tier
2026-09-20,824300,2026-09-21 03:10,2026-09-20T19:10:00Z,,,西雅圖水手 @ 科羅拉多洛磯,西雅圖水手,大小分未統一,不推薦,西雅圖水手,一致,無大小分盤口,-,無台灣運彩大小分盤口,,0.5819,,,,Scheduled,,整合方向未統一：大小分未統一,觀察
2026-09-20,823896,2026-09-21 04:10,2026-09-20T20:10:00Z,,,舊金山巨人 @ 洛杉磯道奇,洛杉磯道奇,大小分未統一,不推薦,洛杉磯道奇,一致,無大小分盤口,-,無台灣運彩大小分盤口,,0.5747,,,,Scheduled,,整合方向未統一：大小分未統一,觀察
2026-09-20,824381,2026-09-21 01:40,2026-09-20T17:40:00Z,,,運動家 @ 克里夫蘭守護者,克里夫蘭守護者,大小分未統一,不推薦,克里夫蘭守護者,一致,無大小分盤口,-,無台灣運彩大小分盤口,,0.5662,,,,Scheduled,,整合方向未統一：大小分未統一,觀察
2026-09-20,824789,2026-09-21 07:20,2026-09-20T23:20:00Z,,,密爾瓦基釀酒人 @ 巴爾的摩金鶯,密爾瓦基釀酒人,大小分未統一,不推薦,密爾瓦基釀酒人,一致,無大小分盤口,-,無台灣運彩大小分盤口,,0.5555,,,,Scheduled,,整合方向未統一：大小分未統一,觀察
2026-09-20,823247,2026-09-21 04:10,2026-09-20T20:10:00Z,,,邁阿密馬林魚 @ 聖地牙哥教士,聖地牙哥教士,大小分未統一,不推薦,聖地牙哥教士,一致,無大小分盤口,-,無台灣運彩大小分盤口,,0.5537,,,,Scheduled,,整合方向未統一：大小分未統一,觀察
2026-09-20,824462,2026-09-21 01:40,2026-09-20T17:40:00Z,,,芝加哥小熊 @ 辛辛那提紅人,芝加哥小熊,勝方與大小分未統一,不推薦,芝加哥小熊,一致,無大小分盤口,-,無台灣運彩大小分盤口,,0.5412,,,,Scheduled,,整合方向未統一：勝方與大小分未統一,觀察
2026-09-20,823001,2026-09-21 02:15,2026-09-20T18:15:00Z,,,華盛頓國民 @ 聖路易紅雀,聖路易紅雀,勝方與大小分未統一,不推薦,聖路易紅雀,一致,無大小分盤口,-,無台灣運彩大小分盤口,,0.5366,,,,Scheduled,,整合方向未統一：勝方與大小分未統一,觀察
2026-09-20,823329,2026-09-21 01:35,2026-09-20T17:35:00Z,,,堪薩斯市皇家 @ 匹茲堡海盜,匹茲堡海盜,勝方與大小分未統一,不推薦,匹茲堡海盜,一致,無大小分盤口,-,無台灣運彩大小分盤口,,0.529,,,,Scheduled,,整合方向未統一：勝方與大小分未統一,觀察
2026-09-20,825028,2026-09-21 04:10,2026-09-20T20:10:00Z,,,紐約洋基 @ 亞利桑那響尾蛇,紐約洋基,勝方與大小分未統一,不推薦,紐約洋基,一致,無大小分盤口,-,無台灣運彩大小分盤口,,0.5255,,,,Scheduled,,整合方向未統一：勝方與大小分未統一,觀察
2026-09-20,822844,2026-09-21 02:35,2026-09-20T18:35:00Z,,,多倫多藍鳥 @ 德州遊騎兵,德州遊騎兵,勝方與大小分未統一,不推薦,德州遊騎兵,一致,無大小分盤口,-,無台灣運彩大小分盤口,,0.5224,,,,Scheduled,,整合方向未統一：勝方與大小分未統一,觀察
2026-09-20,824546,2026-09-21 02:10,2026-09-20T18:10:00Z,,,底特律老虎 @ 芝加哥白襪,底特律老虎,勝方與大小分未統一,不推薦,底特律老虎,一致,無大小分盤口,-,無台灣運彩大小分盤口,,0.5123,,,,Scheduled,,整合方向未統一：勝方與大小分未統一,觀察
2026-09-20,822922,2026-09-21 01:40,2026-09-20T17:40:00Z,,,波士頓紅襪 @ 坦帕灣光芒,坦帕灣光芒,勝方與大小分未統一,不推薦,坦帕灣光芒,一致,無大小分盤口,-,無台灣運彩大小分盤口,,0.5069,,,,Scheduled,,整合方向未統一：勝方與大小分未統一,觀察
2026-09-20,823975,2026-09-21 04:07,2026-09-20T20:07:00Z,,,明尼蘇達雙城 @ 洛杉磯天使,洛杉磯天使,勝方與大小分未統一,不推薦,洛杉磯天使,一致,無大小分盤口,-,無台灣運彩大小分盤口,,0.5044,,,,Scheduled,,整合方向未統一：勝方與大小分未統一,觀察
2026-09-20,823570,2026-09-21 01:10,2026-09-20T17:10:00Z,,,費城費城人 @ 紐約大都會,費城費城人,勝方與大小分未統一,不推薦,紐約大都會,模型分歧,無大小分盤口,-,無台灣運彩大小分盤口,,0.5039,,,,Scheduled,,整合方向未統一：勝方與大小分未統一,觀察
2026-09-20,824139,2026-09-21 02:10,2026-09-20T18:10:00Z,,,亞特蘭大勇士 @ 休士頓太空人,亞特蘭大勇士,勝方與大小分未統一,不推薦,亞特蘭大勇士,一致,無大小分盤口,-,無台灣運彩大小分盤口,,0.5017,,,,Scheduled,,整合方向未統一：勝方與大小分未統一,觀察
