game_pk,game_time_tw,game_time_utc,matchup_zh,simulations,avg_away_score,avg_home_score,avg_total,away_win_prob,home_win_prob,away_fair_odds,home_fair_odds,sportsbook,away_market_odds,home_market_odds,away_edge,home_edge,moneyline_pick,lineup_source,source,data_quality,raw_avg_away_score,raw_avg_home_score,raw_avg_total,total_line,over_prob,under_prob,totals_pick
824766,2026-07-18 01:35,2026-07-17T17:35:00Z,坦帕灣光芒 @ 波士頓紅襪,10000,3.89,3.86,7.76,0.4466,0.5534,2.24,1.81,台灣運彩,1.90,1.60,-0.0798,-0.0716,不推薦,projected_recent_lineup_order,unified_expected_runs_v1_adjusted_monte_carlo,可用,5.92,3.91,9.83,8.5,0.4074,0.5926,小分
823524,2026-07-18 07:05,2026-07-17T23:05:00Z,洛杉磯道奇 @ 紐約洋基,10000,4.76,4.24,9.0,0.4855,0.5145,2.06,1.94,台灣運彩,1.71,1.79,-0.0993,-0.0442,不推薦,projected_recent_lineup_order,unified_expected_runs_v1_adjusted_monte_carlo,可用,5.33,2.73,8.05,9.5,0.4163,0.5837,小分
824414,2026-07-18 07:10,2026-07-17T23:10:00Z,匹茲堡海盜 @ 克里夫蘭守護者,10000,4.89,3.67,8.56,0.5156,0.4844,1.94,2.06,台灣運彩,1.92,1.58,-0.0052,-0.1485,不推薦,projected_recent_lineup_order,unified_expected_runs_v1_adjusted_monte_carlo,可用,6.98,1.83,8.81,7.5,0.5676,0.4324,大分
824737,2026-07-18 07:10,2026-07-17T23:10:00Z,坦帕灣光芒 @ 波士頓紅襪,10000,3.95,3.96,7.91,0.4328,0.5672,2.31,1.76,台灣運彩,1.90,1.60,-0.0935,-0.0578,不推薦,projected_recent_lineup_order,unified_expected_runs_v1_adjusted_monte_carlo,可用,5.53,3.61,9.13,8.5,0.4192,0.5808,小分
822789,2026-07-18 07:15,2026-07-17T23:15:00Z,芝加哥白襪 @ 多倫多藍鳥,10000,4.26,3.97,8.23,0.5326,0.4674,1.88,2.14,台灣運彩,1.95,1.55,0.0198,-0.1778,芝加哥白襪,projected_recent_lineup_order,unified_expected_runs_v1_adjusted_monte_carlo,可用,4.42,3.77,8.19,8.5,0.4291,0.5709,小分
824901,2026-07-18 07:15,2026-07-17T23:15:00Z,德州遊騎兵 @ 亞特蘭大勇士,10000,4.04,4.25,8.29,0.4172,0.5828,2.40,1.72,台灣運彩,2.40,1.36,0.0005,-0.1525,德州遊騎兵,projected_recent_lineup_order,unified_expected_runs_v1_adjusted_monte_carlo,可用,3.82,4.57,8.4,8.5,0.4493,0.5507,小分
823766,2026-07-18 07:40,2026-07-17T23:40:00Z,邁阿密馬林魚 @ 密爾瓦基釀酒人,10000,4.22,4.37,8.59,0.4841,0.5159,2.07,1.94,台灣運彩,2.00,1.50,-0.0159,-0.1508,不推薦,projected_recent_lineup_order,unified_expected_runs_v1_adjusted_monte_carlo,可用,5.25,3.96,9.2,8.5,0.4277,0.5723,小分
824655,2026-07-18 08:05,2026-07-18T00:05:00Z,明尼蘇達雙城 @ 芝加哥小熊,10000,4.55,5.01,9.56,0.5031,0.4969,1.99,2.01,台灣運彩,1.95,1.55,-0.0097,-0.1483,不推薦,projected_recent_lineup_order,unified_expected_runs_v1_adjusted_monte_carlo,可用,3.87,5.35,9.21,10.5,0.3506,0.6494,小分
824090,2026-07-18 08:10,2026-07-18T00:10:00Z,聖地牙哥教士 @ 堪薩斯市皇家,10000,4.21,4.22,8.43,0.5955,0.4045,1.68,2.47,台灣運彩,1.68,1.82,0.0003,-0.145,聖地牙哥教士,projected_recent_lineup_order,unified_expected_runs_v1_adjusted_monte_carlo,可用,1.84,2.85,4.69,10.5,0.2498,0.7502,小分
824170,2026-07-18 08:10,2026-07-18T00:10:00Z,巴爾的摩金鶯 @ 休士頓太空人,10000,3.92,4.21,8.13,0.4087,0.5913,2.45,1.69,台灣運彩,1.82,1.68,-0.1408,-0.0039,不推薦,projected_recent_lineup_order,unified_expected_runs_v1_adjusted_monte_carlo,可用,3.5,4.25,7.75,8.5,0.3846,0.6154,小分
