game_pk,game_time_tw,game_time_utc,matchup_zh,simulations,avg_away_score,avg_home_score,avg_total,away_win_prob,home_win_prob,away_fair_odds,home_fair_odds,sportsbook,away_market_odds,home_market_odds,away_edge,home_edge,moneyline_pick,lineup_source,source,data_quality,raw_avg_away_score,raw_avg_home_score,raw_avg_total,total_line,over_prob,under_prob,totals_pick
824631,2026-09-12 02:20,2026-09-11T18:20:00Z,匹茲堡海盜 @ 芝加哥小熊,10000,4.14,5.16,9.3,0.4726,0.5274,2.12,1.90,,,,,,不推薦,projected_recent_lineup_order,unified_expected_runs_v1_adjusted_monte_carlo,可用,2.75,5.93,8.68,9.5,,,無大小分盤口
824227,2026-09-12 06:40,2026-09-11T22:40:00Z,科羅拉多洛磯 @ 底特律老虎,10000,4.25,4.61,8.86,0.3836,0.6164,2.61,1.62,DraftKings,+157,-191,-0.0055,-0.04,不推薦,projected_recent_lineup_order,unified_expected_runs_v1_adjusted_monte_carlo,可用,2.64,1.84,4.48,9.0,,,無大小分盤口
822684,2026-09-12 06:45,2026-09-11T22:45:00Z,洛杉磯天使 @ 華盛頓國民,10000,4.03,4.6,8.63,0.3718,0.6282,2.69,1.59,DraftKings,+129,-156,-0.0649,0.0188,華盛頓國民,projected_recent_lineup_order,unified_expected_runs_v1_adjusted_monte_carlo,可用,2.03,3.1,5.14,8.5,,,無大小分盤口
823498,2026-09-12 07:05,2026-09-11T23:05:00Z,紐約大都會 @ 紐約洋基,10000,4.13,5.17,9.3,0.3975,0.6025,2.52,1.66,DraftKings,+118,-142,-0.0612,0.0157,紐約洋基,projected_recent_lineup_order,unified_expected_runs_v1_adjusted_monte_carlo,可用,5.72,4.19,9.91,9.5,,,無大小分盤口
822767,2026-09-12 07:07,2026-09-11T23:07:00Z,巴爾的摩金鶯 @ 多倫多藍鳥,10000,4.19,4.67,8.86,0.5154,0.4846,1.94,2.06,DraftKings,+105,-126,0.0276,-0.0729,巴爾的摩金鶯,projected_recent_lineup_order,unified_expected_runs_v1_adjusted_monte_carlo,可用,3.16,2.81,5.96,9.0,,,無大小分盤口
822930,2026-09-12 07:10,2026-09-11T23:10:00Z,休士頓太空人 @ 坦帕灣光芒,10000,3.81,4.4,8.21,0.47,0.53,2.13,1.89,DraftKings,+143,-174,0.0585,-0.105,休士頓太空人,projected_recent_lineup_order,unified_expected_runs_v1_adjusted_monte_carlo,可用,3.95,3.95,7.91,8.0,,,無大小分盤口
823817,2026-09-12 07:10,2026-09-11T23:10:00Z,洛杉磯道奇 @ 邁阿密馬林魚,10000,5.08,4.26,9.34,0.5815,0.4185,1.72,2.39,,,,,,不推薦,projected_recent_lineup_order,unified_expected_runs_v1_adjusted_monte_carlo,可用,3.5,4.23,7.73,9.5,,,無大小分盤口
824711,2026-09-12 07:10,2026-09-11T23:10:00Z,堪薩斯市皇家 @ 波士頓紅襪,10000,4.12,4.56,8.68,0.4852,0.5148,2.06,1.94,DraftKings,+168,-205,0.1121,-0.1573,堪薩斯市皇家,projected_recent_lineup_order,unified_expected_runs_v1_adjusted_monte_carlo,可用,4.17,2.74,6.91,8.5,,,無大小分盤口
824873,2026-09-12 07:15,2026-09-11T23:15:00Z,費城費城人 @ 亞特蘭大勇士,10000,3.96,3.89,7.85,0.5274,0.4726,1.90,2.12,DraftKings,+151,-184,0.129,-0.1753,費城費城人,projected_recent_lineup_order,unified_expected_runs_v1_adjusted_monte_carlo,可用,4.89,2.97,7.86,8.0,,,無大小分盤口
823736,2026-09-12 07:45,2026-09-11T23:45:00Z,辛辛那提紅人 @ 密爾瓦基釀酒人,10000,4.52,5.72,10.24,0.4362,0.5638,2.29,1.77,DraftKings,+157,-191,0.0471,-0.0926,辛辛那提紅人,projected_recent_lineup_order,unified_expected_runs_v1_adjusted_monte_carlo,可用,3.29,3.56,6.85,10.0,,,無大小分盤口
823659,2026-09-12 08:10,2026-09-12T00:10:00Z,克里夫蘭守護者 @ 明尼蘇達雙城,10000,4.3,4.31,8.61,0.5099,0.4901,1.96,2.04,DraftKings,-122,+101,-0.0396,-0.0074,不推薦,projected_recent_lineup_order,unified_expected_runs_v1_adjusted_monte_carlo,可用,2.65,4.16,6.81,8.5,,,無大小分盤口
823012,2026-09-12 08:15,2026-09-12T00:15:00Z,芝加哥白襪 @ 聖路易紅雀,10000,4.95,4.76,9.71,0.5961,0.4039,1.68,2.48,DraftKings,-112,-107,0.0678,-0.113,芝加哥白襪,projected_recent_lineup_order,unified_expected_runs_v1_adjusted_monte_carlo,可用,1.9,3.93,5.82,9.5,,,無大小分盤口
824954,2026-09-12 09:40,2026-09-12T01:40:00Z,西雅圖水手 @ 運動家,10000,4.58,4.68,9.26,0.4677,0.5323,2.14,1.88,DraftKings,-168,+138,-0.1592,0.1121,運動家,projected_recent_lineup_order,unified_expected_runs_v1_adjusted_monte_carlo,可用,2.65,2.59,5.24,9.5,,,無大小分盤口
825036,2026-09-12 09:40,2026-09-12T01:40:00Z,德州遊騎兵 @ 亞利桑那響尾蛇,10000,4.42,4.26,8.68,0.483,0.517,2.07,1.93,,,,,,不推薦,projected_recent_lineup_order,unified_expected_runs_v1_adjusted_monte_carlo,可用,4.26,2.8,7.06,8.5,,,無大小分盤口
823173,2026-09-12 10:15,2026-09-12T02:15:00Z,聖地牙哥教士 @ 舊金山巨人,10000,4.1,4.38,8.48,0.527,0.473,1.90,2.11,DraftKings,-148,+123,-0.0698,0.0246,舊金山巨人,projected_recent_lineup_order,unified_expected_runs_v1_adjusted_monte_carlo,可用,3.52,4.79,8.3,8.5,,,無大小分盤口
