date,game_pk,game_time_tw,game_time_utc,sportsbook,captured_at_tw,matchup_zh,prediction_zh,unified_decision,unified_direction,score_pick_zh,score_alignment,monte_carlo_totals_pick_zh,official_totals_pick_zh,totals_alignment,moneyline,confidence,market_implied_prob,edge,unit,status,settlement,skip_reason,ticket_tier
2026-07-29,823273,2026-07-30 04:10,2026-07-29T20:10:00Z,,,科羅拉多洛磯 @ 聖地牙哥教士,聖地牙哥教士,大小分未統一,不推薦,聖地牙哥教士,一致,無大小分盤口,-,無台灣運彩大小分盤口,,0.6358,,,,Scheduled,,整合方向未統一：大小分未統一,觀察
2026-07-29,824242,2026-07-30 01:10,2026-07-29T17:10:00Z,,,巴爾的摩金鶯 @ 底特律老虎,底特律老虎,大小分未統一,不推薦,底特律老虎,一致,無大小分盤口,-,無台灣運彩大小分盤口,,0.5662,,,,Scheduled,,整合方向未統一：大小分未統一,觀察
2026-07-29,823924,2026-07-30 10:10,2026-07-30T02:10:00Z,,,西雅圖水手 @ 洛杉磯道奇,洛杉磯道奇,大小分未統一,不推薦,洛杉磯道奇,一致,無大小分盤口,-,無台灣運彩大小分盤口,,0.5531,,,,Scheduled,,整合方向未統一：大小分未統一,觀察
2026-07-29,824973,2026-07-30 09:40,2026-07-30T01:40:00Z,,,波士頓紅襪 @ 運動家,波士頓紅襪,勝方與大小分未統一,不推薦,波士頓紅襪,一致,無大小分盤口,-,無台灣運彩大小分盤口,,0.5485,,,,Scheduled,,整合方向未統一：勝方與大小分未統一,觀察
2026-07-29,823192,2026-07-30 03:45,2026-07-29T19:45:00Z,,,密爾瓦基釀酒人 @ 舊金山巨人,密爾瓦基釀酒人,勝方與大小分未統一,不推薦,密爾瓦基釀酒人,一致,無大小分盤口,-,無台灣運彩大小分盤口,,0.5403,,,,Scheduled,,整合方向未統一：勝方與大小分未統一,觀察
2026-07-29,823022,2026-07-30 07:45,2026-07-29T23:45:00Z,,,芝加哥小熊 @ 聖路易紅雀,芝加哥小熊,勝方與大小分未統一,不推薦,芝加哥小熊,一致,無大小分盤口,-,無台灣運彩大小分盤口,,0.5356,,,,Scheduled,,整合方向未統一：勝方與大小分未統一,觀察
2026-07-29,824567,2026-07-30 07:40,2026-07-29T23:40:00Z,,,紐約洋基 @ 芝加哥白襪,紐約洋基,勝方與大小分未統一,不推薦,芝加哥白襪,模型分歧,無大小分盤口,-,無台灣運彩大小分盤口,,0.5335,,,,Scheduled,,整合方向未統一：勝方與大小分未統一,觀察
2026-07-29,824002,2026-07-30 09:38,2026-07-30T01:38:00Z,,,休士頓太空人 @ 洛杉磯天使,休士頓太空人,勝方與大小分未統一,不推薦,休士頓太空人,一致,無大小分盤口,-,無台灣運彩大小分盤口,,0.5217,,,,Scheduled,,整合方向未統一：勝方與大小分未統一,觀察
2026-07-29,822947,2026-07-30 06:40,2026-07-29T22:40:00Z,,,德州遊騎兵 @ 坦帕灣光芒,坦帕灣光芒,勝方與大小分未統一,不推薦,坦帕灣光芒,一致,無大小分盤口,-,無台灣運彩大小分盤口,,0.5212,,,,Scheduled,,整合方向未統一：勝方與大小分未統一,觀察
2026-07-29,824487,2026-07-30 07:10,2026-07-29T23:10:00Z,,,克里夫蘭守護者 @ 辛辛那提紅人,辛辛那提紅人,勝方與大小分未統一,不推薦,辛辛那提紅人,一致,無大小分盤口,-,無台灣運彩大小分盤口,,0.5191,,,,Scheduled,,整合方向未統一：勝方與大小分未統一,觀察
2026-07-29,823837,2026-07-30 00:10,2026-07-29T16:10:00Z,,,費城費城人 @ 邁阿密馬林魚,費城費城人,勝方與大小分未統一,不推薦,邁阿密馬林魚,模型分歧,無大小分盤口,-,無台灣運彩大小分盤口,,0.5179,,,,Scheduled,,整合方向未統一：勝方與大小分未統一,觀察
2026-07-29,823351,2026-07-30 00:35,2026-07-29T16:35:00Z,,,亞利桑那響尾蛇 @ 匹茲堡海盜,匹茲堡海盜,勝方與大小分未統一,不推薦,亞利桑那響尾蛇,模型分歧,無大小分盤口,-,無台灣運彩大小分盤口,,0.5153,,,,Scheduled,,整合方向未統一：勝方與大小分未統一,觀察
2026-07-29,822702,2026-07-30 01:05,2026-07-29T17:05:00Z,,,多倫多藍鳥 @ 華盛頓國民,多倫多藍鳥,勝方與大小分未統一,不推薦,華盛頓國民,模型分歧,無大小分盤口,-,無台灣運彩大小分盤口,,0.5146,,,,Scheduled,,整合方向未統一：勝方與大小分未統一,觀察
2026-07-29,823677,2026-07-30 07:40,2026-07-29T23:40:00Z,,,堪薩斯市皇家 @ 明尼蘇達雙城,明尼蘇達雙城,勝方與大小分未統一,不推薦,明尼蘇達雙城,一致,無大小分盤口,-,無台灣運彩大小分盤口,,0.5144,,,,Scheduled,,整合方向未統一：勝方與大小分未統一,觀察
2026-07-29,823596,2026-07-30 01:10,2026-07-29T17:10:00Z,,,亞特蘭大勇士 @ 紐約大都會,紐約大都會,勝方與大小分未統一,不推薦,亞特蘭大勇士,模型分歧,無大小分盤口,-,無台灣運彩大小分盤口,,0.5048,,,,Scheduled,,整合方向未統一：勝方與大小分未統一,觀察
2026-07-29,823598,2026-07-30 07:10,2026-07-29T23:10:00Z,,,亞特蘭大勇士 @ 紐約大都會,紐約大都會,勝方與大小分未統一,不推薦,亞特蘭大勇士,模型分歧,無大小分盤口,-,無台灣運彩大小分盤口,,0.5048,,,,Scheduled,,整合方向未統一：勝方與大小分未統一,觀察
