game_pk,game_time_tw,game_time_utc,matchup_zh,simulations,avg_away_score,avg_home_score,avg_total,away_win_prob,home_win_prob,away_fair_odds,home_fair_odds,sportsbook,away_market_odds,home_market_odds,away_edge,home_edge,moneyline_pick,lineup_source,source,data_quality,raw_avg_away_score,raw_avg_home_score,raw_avg_total,total_line,over_prob,under_prob,totals_pick
824244,2026-07-26 01:10,2026-07-25T17:10:00Z,堪薩斯市皇家 @ 底特律老虎,10000,4.16,4.97,9.13,0.4537,0.5463,2.20,1.83,台灣運彩,2.70,1.28,0.0833,-0.2349,堪薩斯市皇家,projected_recent_lineup_order,unified_expected_runs_v1_adjusted_monte_carlo,可用,4.21,3.06,7.28,7.5,0.6246,0.3754,大分
822704,2026-07-26 04:05,2026-07-25T20:05:00Z,亞利桑那響尾蛇 @ 華盛頓國民,10000,5.63,5.98,11.61,0.4078,0.5922,2.45,1.69,台灣運彩,1.63,1.87,-0.2057,0.0574,華盛頓國民,projected_recent_lineup_order,unified_expected_runs_v1_adjusted_monte_carlo,可用,5.06,5.91,10.96,9.5,0.6584,0.3416,大分
823197,2026-07-26 04:05,2026-07-25T20:05:00Z,洛杉磯天使 @ 舊金山巨人,10000,4.18,5.09,9.27,0.4012,0.5988,2.49,1.67,台灣運彩,2.10,1.45,-0.075,-0.0909,不推薦,projected_recent_lineup_order,unified_expected_runs_v1_adjusted_monte_carlo,可用,2.5,2.95,5.45,7.5,0.6802,0.3198,大分
823841,2026-07-26 04:10,2026-07-25T20:10:00Z,聖地牙哥教士 @ 邁阿密馬林魚,10000,4.87,5.45,10.32,0.4418,0.5582,2.26,1.79,台灣運彩,1.95,1.55,-0.071,-0.087,不推薦,projected_recent_lineup_order,unified_expected_runs_v1_adjusted_monte_carlo,可用,3.48,3.68,7.16,8.5,0.6178,0.3822,大分
824734,2026-07-26 04:10,2026-07-25T20:10:00Z,多倫多藍鳥 @ 波士頓紅襪,10000,3.67,5.21,8.88,0.3145,0.6855,3.18,1.46,台灣運彩,1.90,1.60,-0.2118,0.0605,波士頓紅襪,projected_recent_lineup_order,unified_expected_runs_v1_adjusted_monte_carlo,可用,3.59,3.96,7.55,8.5,0.4499,0.5501,小分
823435,2026-07-26 06:05,2026-07-25T22:05:00Z,紐約洋基 @ 費城費城人,10000,4.39,4.48,8.87,0.4753,0.5247,2.10,1.91,台灣運彩,1.85,1.65,-0.0652,-0.0814,不推薦,projected_recent_lineup_order,unified_expected_runs_v1_adjusted_monte_carlo,可用,2.93,2.78,5.71,7.5,0.5995,0.4005,大分
822948,2026-07-26 06:10,2026-07-25T22:10:00Z,克里夫蘭守護者 @ 坦帕灣光芒,10000,4.02,5.0,9.02,0.4207,0.5793,2.38,1.73,台灣運彩,1.92,1.58,-0.1001,-0.0536,不推薦,projected_recent_lineup_order,unified_expected_runs_v1_adjusted_monte_carlo,可用,3.69,4.16,7.85,7.5,0.5912,0.4088,大分
823355,2026-07-26 06:40,2026-07-25T22:40:00Z,芝加哥小熊 @ 匹茲堡海盜,10000,5.32,5.01,10.33,0.5069,0.4931,1.97,2.03,台灣運彩,1.88,1.62,-0.025,-0.1242,不推薦,projected_recent_lineup_order,unified_expected_runs_v1_adjusted_monte_carlo,可用,5.1,4.71,9.8,8.5,0.649,0.351,大分
824811,2026-07-26 07:05,2026-07-25T23:05:00Z,亞特蘭大勇士 @ 巴爾的摩金鶯,10000,5.42,4.96,10.38,0.5368,0.4632,1.86,2.16,台灣運彩,1.87,1.63,0.002,-0.1503,亞特蘭大勇士,projected_recent_lineup_order,unified_expected_runs_v1_adjusted_monte_carlo,可用,6.18,3.05,9.23,9.5,0.5217,0.4783,大分
823679,2026-07-26 07:10,2026-07-25T23:10:00Z,運動家 @ 明尼蘇達雙城,10000,4.84,5.64,10.48,0.4117,0.5883,2.43,1.70,台灣運彩,2.00,1.50,-0.0883,-0.0784,不推薦,projected_recent_lineup_order,unified_expected_runs_v1_adjusted_monte_carlo,可用,3.23,2.32,5.55,9.5,0.5807,0.4193,大分
823758,2026-07-26 07:10,2026-07-25T23:10:00Z,科羅拉多洛磯 @ 密爾瓦基釀酒人,10000,4.98,5.83,10.81,0.3779,0.6221,2.65,1.61,台灣運彩,2.60,1.30,-0.0067,-0.1471,不推薦,projected_recent_lineup_order,unified_expected_runs_v1_adjusted_monte_carlo,可用,5.25,2.67,7.92,8.5,0.6842,0.3158,大分
824571,2026-07-26 07:10,2026-07-25T23:10:00Z,休士頓太空人 @ 芝加哥白襪,10000,4.68,5.25,9.93,0.3901,0.6099,2.56,1.64,台灣運彩,1.97,1.53,-0.1175,-0.0437,不推薦,projected_recent_lineup_order,unified_expected_runs_v1_adjusted_monte_carlo,可用,4.69,3.13,7.82,8.5,0.5856,0.4144,大分
822869,2026-07-26 07:15,2026-07-25T23:15:00Z,西雅圖水手 @ 德州遊騎兵,10000,4.77,4.59,9.36,0.6099,0.3901,1.64,2.56,台灣運彩,1.65,1.85,0.0038,-0.1504,西雅圖水手,projected_recent_lineup_order,unified_expected_runs_v1_adjusted_monte_carlo,可用,2.44,4.29,6.73,7.5,0.699,0.301,大分
823027,2026-07-26 07:15,2026-07-25T23:15:00Z,辛辛那提紅人 @ 聖路易紅雀,10000,4.52,5.06,9.58,0.4725,0.5275,2.12,1.90,台灣運彩,2.15,1.43,0.0074,-0.1718,辛辛那提紅人,projected_recent_lineup_order,unified_expected_runs_v1_adjusted_monte_carlo,可用,2.82,2.71,5.54,8.5,0.5795,0.4205,大分
823600,2026-07-26 07:15,2026-07-25T23:15:00Z,洛杉磯道奇 @ 紐約大都會,10000,5.26,4.27,9.53,0.5394,0.4606,1.85,2.17,台灣運彩,1.42,2.20,-0.1648,0.0061,紐約大都會,projected_recent_lineup_order,unified_expected_runs_v1_adjusted_monte_carlo,可用,4.24,3.78,8.02,8.5,0.6107,0.3893,大分
