game_pk,game_time_tw,game_time_utc,matchup_zh,simulations,avg_away_score,avg_home_score,avg_total,away_win_prob,home_win_prob,away_fair_odds,home_fair_odds,sportsbook,away_market_odds,home_market_odds,away_edge,home_edge,moneyline_pick,lineup_source,total_line,over_prob,under_prob,totals_pick
823442,07/03 00:35,2026-07-02T16:35:00Z,匹茲堡海盜 @ 費城費城人,10000,3.92,3.7,7.62,0.4892,0.5108,2.04,1.96,台灣運彩,1.87,1.63,-0.0456,-0.1027,不推薦,projected_recent_lineup_order,10.5,0.2157,0.7843,小分
823765,07/03 02:10,2026-07-02T18:10:00Z,辛辛那提紅人 @ 密爾瓦基釀酒人,10000,3.71,4.93,8.64,0.3522,0.6478,2.84,1.54,台灣運彩,2.33,1.38,-0.077,-0.0768,不推薦,projected_recent_lineup_order,6.5,0.6572,0.3428,大分
824335,07/03 03:10,2026-07-02T19:10:00Z,邁阿密馬林魚 @ 科羅拉多洛磯,10000,1.95,4.15,6.11,0.2192,0.7808,4.56,1.28,台灣運彩,1.60,1.90,-0.4058,0.2545,科羅拉多洛磯,projected_recent_lineup_order,11.5,0.0746,0.9254,小分
824416,07/03 06:40,2026-07-02T22:40:00Z,芝加哥白襪 @ 克里夫蘭守護者,10000,4.37,2.38,6.75,0.6835,0.3165,1.46,3.16,台灣運彩,1.63,1.87,0.07,-0.2183,芝加哥白襪,projected_recent_lineup_order,8.5,0.2923,0.7077,小分
824906,07/03 07:15,2026-07-02T23:15:00Z,聖路易紅雀 @ 亞特蘭大勇士,10000,2.55,1.92,4.47,0.5395,0.4605,1.85,2.17,台灣運彩,1.82,1.68,-0.01,-0.1347,不推薦,projected_recent_lineup_order,8.5,0.0963,0.9037,小分
824093,07/03 07:40,2026-07-02T23:40:00Z,坦帕灣光芒 @ 堪薩斯市皇家,10000,2.96,4.17,7.13,0.3385,0.6615,2.95,1.51,台灣運彩,1.63,1.87,-0.275,0.1267,堪薩斯市皇家,projected_recent_lineup_order,10.5,0.1864,0.8136,小分
822884,07/03 08:05,2026-07-03T00:05:00Z,底特律老虎 @ 德州遊騎兵,10000,3.39,3.29,6.68,0.4776,0.5224,2.09,1.91,台灣運彩,1.88,1.62,-0.0543,-0.0949,不推薦,projected_recent_lineup_order,7.5,0.3644,0.6356,小分
823119,07/03 09:40,2026-07-03T01:40:00Z,洛杉磯天使 @ 西雅圖水手,10000,4.16,2.51,6.67,0.6505,0.3495,1.54,2.86,台灣運彩,2.45,1.35,0.2423,-0.3912,洛杉磯天使,projected_recent_lineup_order,7.5,0.3597,0.6403,小分
823935,07/03 10:10,2026-07-03T02:10:00Z,聖地牙哥教士 @ 洛杉磯道奇,10000,2.53,5.11,7.64,0.2174,0.7826,4.60,1.28,台灣運彩,2.47,1.33,-0.1875,0.0307,洛杉磯道奇,projected_recent_lineup_order,8.5,0.375,0.625,小分
