date,game_pk,game_time_tw,game_time_utc,sportsbook,captured_at_tw,matchup_zh,prediction_zh,unified_decision,unified_direction,score_pick_zh,score_alignment,monte_carlo_totals_pick_zh,official_totals_pick_zh,totals_alignment,moneyline,confidence,market_implied_prob,edge,unit,status,settlement,skip_reason,ticket_tier
2026-08-21,822857,2026-08-22 08:15,2026-08-22T00:15:00Z,,,洛杉磯天使 @ 德州遊騎兵,德州遊騎兵,勝方與大小分未統一,不推薦,德州遊騎兵,一致,無大小分盤口,-,無台灣運彩大小分盤口,,0.5731,,,,Scheduled,,整合方向未統一：勝方與大小分未統一,觀察
2026-08-21,824317,2026-08-22 08:40,2026-08-22T00:40:00Z,,,克里夫蘭守護者 @ 科羅拉多洛磯,克里夫蘭守護者,大小分未統一,不推薦,克里夫蘭守護者,一致,無大小分盤口,-,無台灣運彩大小分盤口,,0.5724,,,,Scheduled,,整合方向未統一：大小分未統一,觀察
2026-08-21,823911,2026-08-22 10:10,2026-08-22T02:10:00Z,,,匹茲堡海盜 @ 洛杉磯道奇,洛杉磯道奇,大小分未統一,不推薦,洛杉磯道奇,一致,無大小分盤口,-,無台灣運彩大小分盤口,,0.5699,,,,Scheduled,,整合方向未統一：大小分未統一,觀察
2026-08-21,824152,2026-08-22 08:10,2026-08-22T00:10:00Z,,,運動家 @ 休士頓太空人,休士頓太空人,大小分未統一,不推薦,休士頓太空人,一致,無大小分盤口,-,無台灣運彩大小分盤口,,0.565,,,,Scheduled,,整合方向未統一：大小分未統一,觀察
2026-08-21,824721,2026-08-22 07:10,2026-08-21T23:10:00Z,,,舊金山巨人 @ 波士頓紅襪,波士頓紅襪,大小分未統一,不推薦,波士頓紅襪,一致,無大小分盤口,-,無台灣運彩大小分盤口,,0.5638,,,,Scheduled,,整合方向未統一：大小分未統一,觀察
2026-08-21,823262,2026-08-22 09:40,2026-08-22T01:40:00Z,,,明尼蘇達雙城 @ 聖地牙哥教士,聖地牙哥教士,勝方與大小分未統一,不推薦,聖地牙哥教士,一致,無大小分盤口,-,無台灣運彩大小分盤口,,0.5594,,,,Scheduled,,整合方向未統一：勝方與大小分未統一,觀察
2026-08-21,823510,2026-08-22 07:05,2026-08-21T23:05:00Z,,,多倫多藍鳥 @ 紐約洋基,紐約洋基,勝方與大小分未統一,不推薦,多倫多藍鳥,模型分歧,無大小分盤口,-,無台灣運彩大小分盤口,,0.5563,,,,Scheduled,,整合方向未統一：勝方與大小分未統一,觀察
2026-08-21,823746,2026-08-22 04:10,2026-08-21T20:10:00Z,,,亞特蘭大勇士 @ 密爾瓦基釀酒人,密爾瓦基釀酒人,勝方與大小分未統一,不推薦,密爾瓦基釀酒人,一致,無大小分盤口,-,無台灣運彩大小分盤口,,0.5557,,,,Scheduled,,整合方向未統一：勝方與大小分未統一,觀察
2026-08-21,823420,2026-08-22 06:40,2026-08-21T22:40:00Z,,,聖路易紅雀 @ 費城費城人,費城費城人,勝方與大小分未統一,不推薦,費城費城人,一致,無大小分盤口,-,無台灣運彩大小分盤口,,0.5538,,,,Scheduled,,整合方向未統一：勝方與大小分未統一,觀察
2026-08-21,823830,2026-08-22 07:10,2026-08-21T23:10:00Z,,,華盛頓國民 @ 邁阿密馬林魚,邁阿密馬林魚,勝方與大小分未統一,不推薦,邁阿密馬林魚,一致,無大小分盤口,-,無台灣運彩大小分盤口,,0.5386,,,,Scheduled,,整合方向未統一：勝方與大小分未統一,觀察
2026-08-21,825045,2026-08-22 09:40,2026-08-22T01:40:00Z,,,辛辛那提紅人 @ 亞利桑那響尾蛇,亞利桑那響尾蛇,勝方與大小分未統一,不推薦,亞利桑那響尾蛇,一致,無大小分盤口,-,無台灣運彩大小分盤口,,0.5327,,,,Scheduled,,整合方向未統一：勝方與大小分未統一,觀察
2026-08-21,824072,2026-08-22 08:10,2026-08-22T00:10:00Z,,,底特律老虎 @ 堪薩斯市皇家,底特律老虎,勝方與大小分未統一,不推薦,底特律老虎,一致,無大小分盤口,-,無台灣運彩大小分盤口,,0.5222,,,,Scheduled,,整合方向未統一：勝方與大小分未統一,觀察
2026-08-21,824800,2026-08-22 07:15,2026-08-21T23:15:00Z,,,坦帕灣光芒 @ 巴爾的摩金鶯,坦帕灣光芒,勝方與大小分未統一,不推薦,坦帕灣光芒,一致,無大小分盤口,-,無台灣運彩大小分盤口,,0.5192,,,,Scheduled,,整合方向未統一：勝方與大小分未統一,觀察
2026-08-21,823101,2026-08-22 10:10,2026-08-22T02:10:00Z,,,芝加哥小熊 @ 西雅圖水手,芝加哥小熊,勝方與大小分未統一,不推薦,芝加哥小熊,一致,無大小分盤口,-,無台灣運彩大小分盤口,,0.5151,,,,Scheduled,,整合方向未統一：勝方與大小分未統一,觀察
2026-08-21,824559,2026-08-22 07:40,2026-08-21T23:40:00Z,,,紐約大都會 @ 芝加哥白襪,芝加哥白襪,勝方與大小分未統一,不推薦,芝加哥白襪,一致,無大小分盤口,-,無台灣運彩大小分盤口,,0.5095,,,,Scheduled,,整合方向未統一：勝方與大小分未統一,觀察
