date,game_pk,game_time_tw,game_time_utc,sportsbook,captured_at_tw,matchup_zh,prediction_zh,unified_decision,unified_direction,score_pick_zh,score_alignment,monte_carlo_totals_pick_zh,official_totals_pick_zh,totals_alignment,moneyline,confidence,market_implied_prob,edge,unit,status,settlement,skip_reason,ticket_tier
2026-07-31,823999,2026-08-01 09:38,2026-08-01T01:38:00Z,,,密爾瓦基釀酒人 @ 洛杉磯天使,密爾瓦基釀酒人,大小分未統一,不推薦,密爾瓦基釀酒人,一致,無大小分盤口,-,無台灣運彩大小分盤口,,0.5769,,,,Scheduled,,整合方向未統一：大小分未統一,觀察
2026-07-31,824325,2026-08-01 08:40,2026-08-01T00:40:00Z,,,堪薩斯市皇家 @ 科羅拉多洛磯,堪薩斯市皇家,大小分未統一,不推薦,堪薩斯市皇家,一致,無大小分盤口,-,無台灣運彩大小分盤口,,0.5688,,,,Scheduled,,整合方向未統一：大小分未統一,觀察
2026-07-31,824892,2026-08-01 07:15,2026-07-31T23:15:00Z,,,華盛頓國民 @ 亞特蘭大勇士,亞特蘭大勇士,勝方與大小分未統一,不推薦,華盛頓國民,模型分歧,大分,大分,等待官方打線,,0.5675,,,,Scheduled,,整合方向未統一：勝方與大小分未統一,觀察
2026-07-31,823111,2026-08-01 10:10,2026-08-01T02:10:00Z,,,明尼蘇達雙城 @ 西雅圖水手,西雅圖水手,勝方與大小分未統一,不推薦,西雅圖水手,一致,無大小分盤口,-,無台灣運彩大小分盤口,,0.5585,,,,Scheduled,,整合方向未統一：勝方與大小分未統一,觀察
2026-07-31,822945,2026-08-01 07:10,2026-07-31T23:10:00Z,,,芝加哥白襪 @ 坦帕灣光芒,坦帕灣光芒,勝方與大小分未統一,不推薦,坦帕灣光芒,一致,無大小分盤口,-,無台灣運彩大小分盤口,,0.5444,,,,Scheduled,,整合方向未統一：勝方與大小分未統一,觀察
2026-07-31,824975,2026-08-01 09:40,2026-08-01T01:40:00Z,,,底特律老虎 @ 運動家,底特律老虎,勝方與大小分未統一,不推薦,底特律老虎,一致,無大小分盤口,-,無台灣運彩大小分盤口,,0.539,,,,Scheduled,,整合方向未統一：勝方與大小分未統一,觀察
2026-07-31,823922,2026-08-01 10:10,2026-08-01T02:10:00Z,,,波士頓紅襪 @ 洛杉磯道奇,洛杉磯道奇,勝方與大小分未統一,不推薦,波士頓紅襪,模型分歧,無大小分盤口,-,無台灣運彩大小分盤口,,0.539,,,,Scheduled,,整合方向未統一：勝方與大小分未統一,觀察
2026-07-31,822782,2026-08-01 07:07,2026-07-31T23:07:00Z,,,聖路易紅雀 @ 多倫多藍鳥,多倫多藍鳥,勝方與大小分未統一,不推薦,多倫多藍鳥,一致,無大小分盤口,-,無台灣運彩大小分盤口,,0.5383,,,,Scheduled,,整合方向未統一：勝方與大小分未統一,觀察
2026-07-31,823272,2026-08-01 09:45,2026-08-01T01:45:00Z,,,舊金山巨人 @ 聖地牙哥教士,聖地牙哥教士,勝方與大小分未統一,不推薦,平手,比分平手,小分,大分,等待官方打線,,0.5366,,,,Scheduled,,整合方向未統一：勝方與大小分未統一,觀察
2026-07-31,823593,2026-08-01 07:10,2026-07-31T23:10:00Z,,,邁阿密馬林魚 @ 紐約大都會,紐約大都會,勝方與大小分未統一,不推薦,紐約大都會,一致,大分,大分,等待官方打線,,0.5359,,,,Scheduled,,整合方向未統一：勝方與大小分未統一,觀察
2026-07-31,824809,2026-08-01 07:05,2026-07-31T23:05:00Z,,,費城費城人 @ 巴爾的摩金鶯,費城費城人,勝方與大小分未統一,不推薦,巴爾的摩金鶯,模型分歧,無大小分盤口,-,無台灣運彩大小分盤口,,0.527,,,,Scheduled,,整合方向未統一：勝方與大小分未統一,觀察
2026-07-31,824651,2026-08-01 02:20,2026-07-31T18:20:00Z,,,紐約洋基 @ 芝加哥小熊,芝加哥小熊,勝方與大小分未統一,不推薦,芝加哥小熊,一致,無大小分盤口,-,無台灣運彩大小分盤口,,0.5176,,,,Scheduled,,整合方向未統一：勝方與大小分未統一,觀察
2026-07-31,824486,2026-08-01 06:10,2026-07-31T22:10:00Z,,,匹茲堡海盜 @ 辛辛那提紅人,辛辛那提紅人,勝方與大小分未統一,不推薦,匹茲堡海盜,模型分歧,小分,小分,等待官方打線,,0.5175,,,,Scheduled,,整合方向未統一：勝方與大小分未統一,觀察
2026-07-31,824407,2026-08-01 07:10,2026-07-31T23:10:00Z,,,亞利桑那響尾蛇 @ 克里夫蘭守護者,克里夫蘭守護者,勝方與大小分未統一,不推薦,亞利桑那響尾蛇,模型分歧,無大小分盤口,-,無台灣運彩大小分盤口,,0.5147,,,,Scheduled,,整合方向未統一：勝方與大小分未統一,觀察
2026-07-31,824164,2026-08-01 08:15,2026-08-01T00:15:00Z,,,德州遊騎兵 @ 休士頓太空人,休士頓太空人,勝方與大小分未統一,不推薦,休士頓太空人,一致,無大小分盤口,-,無台灣運彩大小分盤口,,0.5045,,,,Scheduled,,整合方向未統一：勝方與大小分未統一,觀察
