date,game_pk,game_time_tw,game_time_utc,sportsbook,captured_at_tw,matchup_zh,prediction_zh,unified_decision,unified_direction,score_pick_zh,score_alignment,monte_carlo_totals_pick_zh,official_totals_pick_zh,totals_alignment,moneyline,confidence,market_implied_prob,edge,unit,status,settlement,skip_reason,ticket_tier
2026-09-13,824225,2026-09-14 00:10,2026-09-13T16:10:00Z,,,科羅拉多洛磯 @ 底特律老虎,底特律老虎,大小分未統一,不推薦,底特律老虎,一致,無大小分盤口,-,無台灣運彩大小分盤口,,0.6387,,,,Scheduled,,整合方向未統一：大小分未統一,觀察
2026-09-13,823734,2026-09-14 02:10,2026-09-13T18:10:00Z,,,辛辛那提紅人 @ 密爾瓦基釀酒人,密爾瓦基釀酒人,大小分未統一,不推薦,密爾瓦基釀酒人,一致,無大小分盤口,-,無台灣運彩大小分盤口,,0.5921,,,,Scheduled,,整合方向未統一：大小分未統一,觀察
2026-09-13,824628,2026-09-14 02:20,2026-09-13T18:20:00Z,,,匹茲堡海盜 @ 芝加哥小熊,芝加哥小熊,大小分未統一,不推薦,芝加哥小熊,一致,無大小分盤口,-,無台灣運彩大小分盤口,,0.5682,,,,Scheduled,,整合方向未統一：大小分未統一,觀察
2026-09-13,824708,2026-09-14 03:05,2026-09-13T19:05:00Z,,,堪薩斯市皇家 @ 波士頓紅襪,波士頓紅襪,大小分未統一,不推薦,波士頓紅襪,一致,無大小分盤口,-,無台灣運彩大小分盤口,,0.5647,,,,Scheduled,,整合方向未統一：大小分未統一,觀察
2026-09-13,823495,2026-09-14 01:35,2026-09-13T17:35:00Z,,,紐約大都會 @ 紐約洋基,紐約洋基,大小分未統一,不推薦,紐約洋基,一致,無大小分盤口,-,無台灣運彩大小分盤口,,0.56,,,,Scheduled,,整合方向未統一：大小分未統一,觀察
2026-09-13,822764,2026-09-14 01:37,2026-09-13T17:37:00Z,,,巴爾的摩金鶯 @ 多倫多藍鳥,多倫多藍鳥,勝方與大小分未統一,不推薦,多倫多藍鳥,一致,無大小分盤口,-,無台灣運彩大小分盤口,,0.5498,,,,Scheduled,,整合方向未統一：勝方與大小分未統一,觀察
2026-09-13,823815,2026-09-14 01:40,2026-09-13T17:40:00Z,,,洛杉磯道奇 @ 邁阿密馬林魚,洛杉磯道奇,勝方與大小分未統一,不推薦,洛杉磯道奇,一致,無大小分盤口,-,無台灣運彩大小分盤口,,0.5394,,,,Scheduled,,整合方向未統一：勝方與大小分未統一,觀察
2026-09-13,822928,2026-09-14 01:40,2026-09-13T17:40:00Z,,,休士頓太空人 @ 坦帕灣光芒,坦帕灣光芒,勝方與大小分未統一,不推薦,坦帕灣光芒,一致,無大小分盤口,-,無台灣運彩大小分盤口,,0.5386,,,,Scheduled,,整合方向未統一：勝方與大小分未統一,觀察
2026-09-13,822682,2026-09-14 01:35,2026-09-13T17:35:00Z,,,洛杉磯天使 @ 華盛頓國民,華盛頓國民,勝方與大小分未統一,不推薦,華盛頓國民,一致,無大小分盤口,-,無台灣運彩大小分盤口,,0.5297,,,,Scheduled,,整合方向未統一：勝方與大小分未統一,觀察
2026-09-13,824952,2026-09-14 04:05,2026-09-13T20:05:00Z,,,西雅圖水手 @ 運動家,西雅圖水手,勝方與大小分未統一,不推薦,西雅圖水手,一致,無大小分盤口,-,無台灣運彩大小分盤口,,0.5294,,,,Scheduled,,整合方向未統一：勝方與大小分未統一,觀察
2026-09-13,823008,2026-09-14 02:15,2026-09-13T18:15:00Z,,,芝加哥白襪 @ 聖路易紅雀,聖路易紅雀,勝方與大小分未統一,不推薦,聖路易紅雀,一致,無大小分盤口,-,無台灣運彩大小分盤口,,0.5177,,,,Scheduled,,整合方向未統一：勝方與大小分未統一,觀察
2026-09-13,825033,2026-09-14 04:10,2026-09-13T20:10:00Z,,,德州遊騎兵 @ 亞利桑那響尾蛇,亞利桑那響尾蛇,勝方與大小分未統一,不推薦,亞利桑那響尾蛇,一致,無大小分盤口,-,無台灣運彩大小分盤口,,0.5153,,,,Scheduled,,整合方向未統一：勝方與大小分未統一,觀察
2026-09-13,824869,2026-09-14 01:35,2026-09-13T17:35:00Z,,,費城費城人 @ 亞特蘭大勇士,亞特蘭大勇士,勝方與大小分未統一,不推薦,亞特蘭大勇士,一致,無大小分盤口,-,無台灣運彩大小分盤口,,0.5127,,,,Scheduled,,整合方向未統一：勝方與大小分未統一,觀察
2026-09-13,823171,2026-09-14 07:20,2026-09-13T23:20:00Z,,,聖地牙哥教士 @ 舊金山巨人,聖地牙哥教士,勝方與大小分未統一,不推薦,聖地牙哥教士,一致,無大小分盤口,-,無台灣運彩大小分盤口,,0.5057,,,,Scheduled,,整合方向未統一：勝方與大小分未統一,觀察
2026-09-13,823658,2026-09-14 02:10,2026-09-13T18:10:00Z,,,克里夫蘭守護者 @ 明尼蘇達雙城,克里夫蘭守護者,勝方與大小分未統一,不推薦,克里夫蘭守護者,一致,無大小分盤口,-,無台灣運彩大小分盤口,,0.501,,,,Scheduled,,整合方向未統一：勝方與大小分未統一,觀察
