date,game_pk,sportsbook,captured_at_tw,matchup_zh,prediction_zh,moneyline,confidence,market_implied_prob,edge,unit,status,settlement
2026-06-28,824256,台灣運彩,2026-06-28T21:00:05,休士頓太空人 @ 底特律老虎,底特律老虎,1.94,0.5397,0.5155,0.0242,100.0,Scheduled,pending
