date,game_pk,game_time_tw,game_time_utc,sportsbook,captured_at_tw,matchup_zh,prediction_zh,unified_decision,unified_direction,score_pick_zh,score_alignment,monte_carlo_totals_pick_zh,official_totals_pick_zh,totals_alignment,moneyline,confidence,market_implied_prob,edge,unit,status,settlement,skip_reason,ticket_tier
2026-08-10,825048,2026-08-11 09:40,2026-08-11T01:40:00Z,,,科羅拉多洛磯 @ 亞利桑那響尾蛇,亞利桑那響尾蛇,大小分未統一,不推薦,亞利桑那響尾蛇,一致,無大小分盤口,-,無台灣運彩大小分盤口,,0.621,,,,Scheduled,,整合方向未統一：大小分未統一,觀察
2026-08-10,823918,2026-08-11 10:10,2026-08-11T02:10:00Z,,,堪薩斯市皇家 @ 洛杉磯道奇,洛杉磯道奇,大小分未統一,不推薦,洛杉磯道奇,一致,無大小分盤口,-,無台灣運彩大小分盤口,,0.5827,,,,Scheduled,,整合方向未統一：大小分未統一,觀察
2026-08-10,824969,2026-08-11 09:40,2026-08-11T01:40:00Z,,,坦帕灣光芒 @ 運動家,坦帕灣光芒,勝方與大小分未統一,不推薦,坦帕灣光芒,一致,無大小分盤口,-,無台灣運彩大小分盤口,,0.539,,,,Scheduled,,整合方向未統一：勝方與大小分未統一,觀察
2026-08-10,823998,2026-08-11 09:38,2026-08-11T01:38:00Z,,,德州遊騎兵 @ 洛杉磯天使,德州遊騎兵,勝方與大小分未統一,不推薦,德州遊騎兵,一致,無大小分盤口,-,無台灣運彩大小分盤口,,0.5383,,,,Scheduled,,整合方向未統一：勝方與大小分未統一,觀察
2026-08-10,824887,2026-08-11 07:15,2026-08-10T23:15:00Z,,,紐約大都會 @ 亞特蘭大勇士,亞特蘭大勇士,勝方與大小分未統一,不推薦,亞特蘭大勇士,一致,無大小分盤口,-,無台灣運彩大小分盤口,,0.5375,,,,Scheduled,,整合方向未統一：勝方與大小分未統一,觀察
2026-08-10,823675,2026-08-11 07:40,2026-08-10T23:40:00Z,,,巴爾的摩金鶯 @ 明尼蘇達雙城,明尼蘇達雙城,勝方與大小分未統一,不推薦,巴爾的摩金鶯,模型分歧,無大小分盤口,-,無台灣運彩大小分盤口,,0.5233,,,,Scheduled,,整合方向未統一：勝方與大小分未統一,觀察
2026-08-10,823265,2026-08-11 09:40,2026-08-11T01:40:00Z,,,密爾瓦基釀酒人 @ 聖地牙哥教士,密爾瓦基釀酒人,勝方與大小分未統一,不推薦,密爾瓦基釀酒人,一致,無大小分盤口,-,無台灣運彩大小分盤口,,0.5191,,,,Scheduled,,整合方向未統一：勝方與大小分未統一,觀察
2026-08-10,823018,2026-08-11 07:45,2026-08-10T23:45:00Z,,,費城費城人 @ 聖路易紅雀,費城費城人,勝方與大小分未統一,不推薦,費城費城人,一致,無大小分盤口,-,無台灣運彩大小分盤口,,0.5172,,,,Scheduled,,整合方向未統一：勝方與大小分未統一,觀察
2026-08-10,823189,2026-08-11 09:45,2026-08-11T01:45:00Z,,,休士頓太空人 @ 舊金山巨人,舊金山巨人,勝方與大小分未統一,不推薦,休士頓太空人,模型分歧,無大小分盤口,-,無台灣運彩大小分盤口,,0.5137,,,,Scheduled,,整合方向未統一：勝方與大小分未統一,觀察
2026-08-10,822780,2026-08-11 07:07,2026-08-10T23:07:00Z,,,波士頓紅襪 @ 多倫多藍鳥,波士頓紅襪,勝方與大小分未統一,不推薦,波士頓紅襪,一致,無大小分盤口,-,無台灣運彩大小分盤口,,0.5116,,,,Scheduled,,整合方向未統一：勝方與大小分未統一,觀察
