date,game_pk,game_time_tw,game_time_utc,sportsbook,captured_at_tw,matchup_zh,prediction_zh,score_pick_zh,score_alignment,monte_carlo_totals_pick_zh,official_totals_pick_zh,totals_alignment,moneyline,confidence,market_implied_prob,edge,unit,status,settlement,skip_reason,ticket_tier
2026-07-06,823930,2026-07-07 10:10,2026-07-07T02:10:00Z,,,科羅拉多洛磯 @ 洛杉磯道奇,洛杉磯道奇,科羅拉多洛磯,模型分歧,小分,小分,接近盤口,,0.6738,,,,Scheduled,,勝方模型與比分模型分歧,觀察
2026-07-06,823036,2026-07-07 07:45,2026-07-06T23:45:00Z,,,密爾瓦基釀酒人 @ 聖路易紅雀,密爾瓦基釀酒人,聖路易紅雀,模型分歧,小分,大分,大小分分歧,,0.5451,,,,Scheduled,,勝方模型與比分模型分歧,觀察
2026-07-06,824900,2026-07-07 07:15,2026-07-06T23:15:00Z,,,紐約大都會 @ 亞特蘭大勇士,亞特蘭大勇士,紐約大都會,模型分歧,小分,大分,大小分分歧,,0.5384,,,,Scheduled,,勝方模型與比分模型分歧,觀察
2026-07-06,823282,2026-07-07 09:40,2026-07-07T01:40:00Z,,,亞利桑那響尾蛇 @ 聖地牙哥教士,聖地牙哥教士,亞利桑那響尾蛇,模型分歧,小分,大分,大小分分歧,,0.5332,,,,Scheduled,,勝方模型與比分模型分歧,觀察
2026-07-06,824089,2026-07-07 02:10,2026-07-06T18:10:00Z,,,費城費城人 @ 堪薩斯市皇家,費城費城人,費城費城人,一致,小分,大分,大小分分歧,,0.5224,,,,Pre-Game,,大小分模型分歧,觀察
2026-07-06,822712,2026-07-07 06:45,2026-07-06T22:45:00Z,,,休士頓太空人 @ 華盛頓國民,休士頓太空人,華盛頓國民,模型分歧,小分,小分,大小分信心不足,,0.5144,,,,Scheduled,,勝方模型與比分模型分歧,觀察
2026-07-06,822958,2026-07-07 06:40,2026-07-06T22:40:00Z,,,紐約洋基 @ 坦帕灣光芒,紐約洋基,紐約洋基,一致,小分,大分,大小分分歧,,0.5098,,,,Scheduled,,大小分模型分歧,觀察
2026-07-06,823205,2026-07-07 09:45,2026-07-07T01:45:00Z,,,多倫多藍鳥 @ 舊金山巨人,舊金山巨人,舊金山巨人,一致,小分,大分,大小分分歧,,0.5046,,,,Scheduled,,大小分模型分歧,觀察
