date,game_pk,game_time_tw,game_time_utc,sportsbook,captured_at_tw,matchup_zh,prediction_zh,unified_decision,unified_direction,score_pick_zh,score_alignment,monte_carlo_totals_pick_zh,official_totals_pick_zh,totals_alignment,moneyline,confidence,market_implied_prob,edge,unit,status,settlement,skip_reason,ticket_tier
2026-07-11,823198,2026-07-12 04:05,2026-07-11T20:05:00Z,台灣運彩,2026-07-11T00:02:54,科羅拉多洛磯 @ 舊金山巨人,舊金山巨人,整合推薦,舊金山巨人 / 大分,舊金山巨人,一致,大分,大分,大小分一致,1.48,0.6163,0.6757,-0.0594,100.0,Scheduled,skipped,edge -0.0594 低於門檻,觀察
2026-07-11,823926,2026-07-12 09:10,2026-07-12T01:10:00Z,台灣運彩,2026-07-11T00:02:54,亞利桑那響尾蛇 @ 洛杉磯道奇,洛杉磯道奇,整合推薦,洛杉磯道奇 / 大分,洛杉磯道奇,一致,大分,大分,大小分一致,1.23,0.5765,0.813,-0.2365,100.0,Scheduled,skipped,edge -0.2365 低於門檻,觀察
2026-07-11,822711,2026-07-12 04:05,2026-07-11T20:05:00Z,,,紐約洋基 @ 華盛頓國民,紐約洋基,勝方與大小分未統一,不推薦,華盛頓國民,模型分歧,小分,小分,接近盤口,,0.561,,,,Scheduled,,整合方向未統一：勝方與大小分未統一,觀察
2026-07-11,823682,2026-07-12 02:10,2026-07-11T18:10:00Z,,,洛杉磯天使 @ 明尼蘇達雙城,明尼蘇達雙城,勝方未統一,不推薦,明尼蘇達雙城,一致,大分,大分,大小分一致,,0.5425,,,,Scheduled,,整合方向未統一：勝方未統一,觀察
2026-07-11,823356,2026-07-12 04:05,2026-07-11T20:05:00Z,,,密爾瓦基釀酒人 @ 匹茲堡海盜,密爾瓦基釀酒人,勝方未統一,不推薦,密爾瓦基釀酒人,一致,大分,大分,大小分一致,,0.5411,,,,Scheduled,,整合方向未統一：勝方未統一,觀察
2026-07-11,822875,2026-07-12 07:05,2026-07-11T23:05:00Z,,,休士頓太空人 @ 德州遊騎兵,德州遊騎兵,勝方未統一,不推薦,德州遊騎兵,一致,大分,大分,大小分一致,,0.5395,,,,Scheduled,,整合方向未統一：勝方未統一,觀察
2026-07-11,824576,2026-07-12 02:10,2026-07-11T18:10:00Z,,,運動家 @ 芝加哥白襪,芝加哥白襪,勝方與大小分未統一,不推薦,芝加哥白襪,一致,小分,大分,大小分分歧,,0.5357,,,,Scheduled,,整合方向未統一：勝方與大小分未統一,觀察
2026-07-11,824492,2026-07-12 07:10,2026-07-11T23:10:00Z,,,芝加哥小熊 @ 辛辛那提紅人,芝加哥小熊,勝方與大小分未統一,不推薦,芝加哥小熊,一致,大分,大分,接近盤口,,0.5217,,,,Scheduled,,整合方向未統一：勝方與大小分未統一,觀察
2026-07-11,823276,2026-07-12 08:40,2026-07-12T00:40:00Z,,,多倫多藍鳥 @ 聖地牙哥教士,聖地牙哥教士,勝方與大小分未統一,不推薦,多倫多藍鳥,模型分歧,大分,大分,接近盤口,,0.52,,,,Scheduled,,整合方向未統一：勝方與大小分未統一,觀察
2026-07-11,824249,2026-07-12 06:10,2026-07-11T22:10:00Z,,,費城費城人 @ 底特律老虎,底特律老虎,勝方與大小分未統一,不推薦,底特律老虎,一致,大分,大分,大小分信心不足,,0.5146,,,,Scheduled,,整合方向未統一：勝方與大小分未統一,觀察
2026-07-11,822953,2026-07-12 04:10,2026-07-11T20:10:00Z,,,西雅圖水手 @ 坦帕灣光芒,坦帕灣光芒,勝方與大小分未統一,不推薦,坦帕灣光芒,一致,小分,大分,大小分分歧,,0.5136,,,,Scheduled,,整合方向未統一：勝方與大小分未統一,觀察
2026-07-11,823844,2026-07-12 04:10,2026-07-11T20:10:00Z,,,克里夫蘭守護者 @ 邁阿密馬林魚,邁阿密馬林魚,勝方未統一,不推薦,邁阿密馬林魚,一致,大分,大分,大小分一致,,0.512,,,,Scheduled,,整合方向未統一：勝方未統一,觀察
2026-07-11,823030,2026-07-12 07:15,2026-07-11T23:15:00Z,,,亞特蘭大勇士 @ 聖路易紅雀,亞特蘭大勇士,勝方未統一,不推薦,亞特蘭大勇士,一致,大分,大分,大小分一致,,0.5086,,,,Scheduled,,整合方向未統一：勝方未統一,觀察
2026-07-11,823603,2026-07-12 04:10,2026-07-11T20:10:00Z,,,波士頓紅襪 @ 紐約大都會,波士頓紅襪,勝方未統一,不推薦,波士頓紅襪,一致,大分,大分,大小分一致,,0.5066,,,,Scheduled,,整合方向未統一：勝方未統一,觀察
2026-07-11,824813,2026-07-12 07:05,2026-07-11T23:05:00Z,,,堪薩斯市皇家 @ 巴爾的摩金鶯,巴爾的摩金鶯,勝方與大小分未統一,不推薦,巴爾的摩金鶯,一致,大分,大分,接近盤口,,0.5038,,,,Scheduled,,整合方向未統一：勝方與大小分未統一,觀察
