date,game_pk,game_time_tw,game_time_utc,sportsbook,captured_at_tw,matchup_zh,prediction_zh,unified_decision,unified_direction,score_pick_zh,score_alignment,monte_carlo_totals_pick_zh,official_totals_pick_zh,totals_alignment,moneyline,confidence,market_implied_prob,edge,unit,status,settlement,skip_reason,ticket_tier
2026-09-14,824308,2026-09-15 08:40,2026-09-15T00:40:00Z,,,聖地牙哥教士 @ 科羅拉多洛磯,聖地牙哥教士,大小分未統一,不推薦,聖地牙哥教士,一致,無大小分盤口,-,無台灣運彩大小分盤口,,0.5967,,,,Scheduled,,整合方向未統一：大小分未統一,觀察
2026-09-14,823656,2026-09-15 07:40,2026-09-14T23:40:00Z,,,紐約洋基 @ 明尼蘇達雙城,紐約洋基,勝方與大小分未統一,不推薦,紐約洋基,一致,無大小分盤口,-,無台灣運彩大小分盤口,,0.5489,,,,Scheduled,,整合方向未統一：勝方與大小分未統一,觀察
2026-09-14,823575,2026-09-15 07:10,2026-09-14T23:10:00Z,,,巴爾的摩金鶯 @ 紐約大都會,紐約大都會,勝方與大小分未統一,不推薦,紐約大都會,一致,無大小分盤口,-,無台灣運彩大小分盤口,,0.5473,,,,Scheduled,,整合方向未統一：勝方與大小分未統一,觀察
2026-09-14,824629,2026-09-15 07:40,2026-09-14T23:40:00Z,,,亞特蘭大勇士 @ 芝加哥小熊,芝加哥小熊,勝方與大小分未統一,不推薦,芝加哥小熊,一致,無大小分盤口,-,無台灣運彩大小分盤口,,0.545,,,,Scheduled,,整合方向未統一：勝方與大小分未統一,觀察
2026-09-14,824465,2026-09-15 06:40,2026-09-14T22:40:00Z,,,洛杉磯道奇 @ 辛辛那提紅人,洛杉磯道奇,勝方與大小分未統一,不推薦,洛杉磯道奇,一致,無大小分盤口,-,無台灣運彩大小分盤口,,0.5438,,,,Scheduled,,整合方向未統一：勝方與大小分未統一,觀察
2026-09-14,825034,2026-09-15 09:40,2026-09-15T01:40:00Z,,,邁阿密馬林魚 @ 亞利桑那響尾蛇,亞利桑那響尾蛇,勝方與大小分未統一,不推薦,亞利桑那響尾蛇,一致,無大小分盤口,-,無台灣運彩大小分盤口,,0.5349,,,,Scheduled,,整合方向未統一：勝方與大小分未統一,觀察
2026-09-14,824386,2026-09-15 06:40,2026-09-14T22:40:00Z,,,芝加哥白襪 @ 克里夫蘭守護者,克里夫蘭守護者,勝方與大小分未統一,不推薦,克里夫蘭守護者,一致,無大小分盤口,-,無台灣運彩大小分盤口,,0.5278,,,,Scheduled,,整合方向未統一：勝方與大小分未統一,觀察
2026-09-14,823981,2026-09-15 09:38,2026-09-15T01:38:00Z,,,西雅圖水手 @ 洛杉磯天使,西雅圖水手,勝方與大小分未統一,不推薦,西雅圖水手,一致,無大小分盤口,-,無台灣運彩大小分盤口,,0.5247,,,,Scheduled,,整合方向未統一：勝方與大小分未統一,觀察
2026-09-14,823006,2026-09-15 07:45,2026-09-14T23:45:00Z,,,舊金山巨人 @ 聖路易紅雀,聖路易紅雀,勝方與大小分未統一,不推薦,舊金山巨人,模型分歧,無大小分盤口,-,無台灣運彩大小分盤口,,0.517,,,,Scheduled,,整合方向未統一：勝方與大小分未統一,觀察
2026-09-14,822765,2026-09-15 07:07,2026-09-14T23:07:00Z,,,底特律老虎 @ 多倫多藍鳥,多倫多藍鳥,勝方與大小分未統一,不推薦,多倫多藍鳥,一致,無大小分盤口,-,無台灣運彩大小分盤口,,0.5054,,,,Scheduled,,整合方向未統一：勝方與大小分未統一,觀察
