date,game_pk,game_time_tw,game_time_utc,sportsbook,captured_at_tw,matchup_zh,prediction_zh,unified_decision,unified_direction,score_pick_zh,score_alignment,monte_carlo_totals_pick_zh,official_totals_pick_zh,totals_alignment,moneyline,confidence,market_implied_prob,edge,unit,status,settlement,skip_reason,ticket_tier
2026-07-24,823759,2026-07-25 04:10,2026-07-24T20:10:00Z,,,科羅拉多洛磯 @ 密爾瓦基釀酒人,密爾瓦基釀酒人,大小分未統一,不推薦,密爾瓦基釀酒人,一致,無大小分盤口,-,無台灣運彩大小分盤口,,0.6734,,,,Scheduled,,整合方向未統一：大小分未統一,觀察
2026-07-24,823196,2026-07-25 10:15,2026-07-25T02:15:00Z,,,洛杉磯天使 @ 舊金山巨人,舊金山巨人,勝方與大小分未統一,不推薦,舊金山巨人,一致,無大小分盤口,-,無台灣運彩大小分盤口,,0.5572,,,,Scheduled,,整合方向未統一：勝方與大小分未統一,觀察
2026-07-24,824248,2026-07-25 06:40,2026-07-24T22:40:00Z,,,堪薩斯市皇家 @ 底特律老虎,底特律老虎,大小分未統一,不推薦,底特律老虎,一致,小分,小分,等待官方打線,,0.5554,,,,Scheduled,,整合方向未統一：大小分未統一,觀察
2026-07-24,824733,2026-07-25 07:15,2026-07-24T23:15:00Z,,,多倫多藍鳥 @ 波士頓紅襪,波士頓紅襪,勝方與大小分未統一,不推薦,波士頓紅襪,一致,無大小分盤口,-,無台灣運彩大小分盤口,,0.5469,,,,Scheduled,,整合方向未統一：勝方與大小分未統一,觀察
2026-07-24,823680,2026-07-25 08:10,2026-07-25T00:10:00Z,,,運動家 @ 明尼蘇達雙城,明尼蘇達雙城,勝方與大小分未統一,不推薦,明尼蘇達雙城,一致,無大小分盤口,-,無台灣運彩大小分盤口,,0.5348,,,,Scheduled,,整合方向未統一：勝方與大小分未統一,觀察
2026-07-24,822952,2026-07-25 07:10,2026-07-24T23:10:00Z,,,克里夫蘭守護者 @ 坦帕灣光芒,坦帕灣光芒,勝方與大小分未統一,不推薦,坦帕灣光芒,一致,無大小分盤口,-,無台灣運彩大小分盤口,,0.5347,,,,Scheduled,,整合方向未統一：勝方與大小分未統一,觀察
2026-07-24,823601,2026-07-25 07:10,2026-07-24T23:10:00Z,,,洛杉磯道奇 @ 紐約大都會,洛杉磯道奇,勝方與大小分未統一,不推薦,洛杉磯道奇,一致,無大小分盤口,-,無台灣運彩大小分盤口,,0.5321,,,,Scheduled,,整合方向未統一：勝方與大小分未統一,觀察
2026-07-24,824812,2026-07-25 07:05,2026-07-24T23:05:00Z,,,亞特蘭大勇士 @ 巴爾的摩金鶯,亞特蘭大勇士,勝方與大小分未統一,不推薦,亞特蘭大勇士,一致,無大小分盤口,-,無台灣運彩大小分盤口,,0.5216,,,,Scheduled,,整合方向未統一：勝方與大小分未統一,觀察
2026-07-24,823352,2026-07-25 06:40,2026-07-24T22:40:00Z,,,芝加哥小熊 @ 匹茲堡海盜,芝加哥小熊,勝方與大小分未統一,不推薦,芝加哥小熊,一致,無大小分盤口,-,無台灣運彩大小分盤口,,0.5198,,,,Scheduled,,整合方向未統一：勝方與大小分未統一,觀察
2026-07-24,824573,2026-07-25 07:40,2026-07-24T23:40:00Z,,,休士頓太空人 @ 芝加哥白襪,芝加哥白襪,勝方與大小分未統一,不推薦,芝加哥白襪,一致,無大小分盤口,-,無台灣運彩大小分盤口,,0.5144,,,,Scheduled,,整合方向未統一：勝方與大小分未統一,觀察
2026-07-24,822707,2026-07-25 06:45,2026-07-24T22:45:00Z,,,亞利桑那響尾蛇 @ 華盛頓國民,亞利桑那響尾蛇,勝方與大小分未統一,不推薦,亞利桑那響尾蛇,一致,無大小分盤口,-,無台灣運彩大小分盤口,,0.5139,,,,Scheduled,,整合方向未統一：勝方與大小分未統一,觀察
2026-07-24,823031,2026-07-25 08:15,2026-07-25T00:15:00Z,,,辛辛那提紅人 @ 聖路易紅雀,聖路易紅雀,勝方與大小分未統一,不推薦,聖路易紅雀,一致,無大小分盤口,-,無台灣運彩大小分盤口,,0.5131,,,,Scheduled,,整合方向未統一：勝方與大小分未統一,觀察
2026-07-24,822872,2026-07-25 08:05,2026-07-25T00:05:00Z,,,西雅圖水手 @ 德州遊騎兵,德州遊騎兵,勝方與大小分未統一,不推薦,西雅圖水手,模型分歧,無大小分盤口,-,無台灣運彩大小分盤口,,0.5128,,,,Scheduled,,整合方向未統一：勝方與大小分未統一,觀察
2026-07-24,823843,2026-07-25 07:10,2026-07-24T23:10:00Z,,,聖地牙哥教士 @ 邁阿密馬林魚,聖地牙哥教士,勝方與大小分未統一,不推薦,邁阿密馬林魚,模型分歧,無大小分盤口,-,無台灣運彩大小分盤口,,0.5058,,,,Scheduled,,整合方向未統一：勝方與大小分未統一,觀察
2026-07-24,823434,2026-07-25 06:45,2026-07-24T22:45:00Z,,,紐約洋基 @ 費城費城人,紐約洋基,勝方與大小分未統一,不推薦,紐約洋基,一致,無大小分盤口,-,無台灣運彩大小分盤口,,0.502,,,,Scheduled,,整合方向未統一：勝方與大小分未統一,觀察
