date,game_pk,game_time_tw,game_time_utc,sportsbook,captured_at_tw,matchup_zh,prediction_zh,unified_decision,unified_direction,score_pick_zh,score_alignment,monte_carlo_totals_pick_zh,official_totals_pick_zh,totals_alignment,moneyline,confidence,market_implied_prob,edge,unit,status,settlement,skip_reason,ticket_tier
2026-08-09,823020,2026-08-10 02:15,2026-08-09T18:15:00Z,,,科羅拉多洛磯 @ 聖路易紅雀,聖路易紅雀,大小分未統一,不推薦,聖路易紅雀,一致,無大小分盤口,-,無台灣運彩大小分盤口,,0.6067,,,,Scheduled,,整合方向未統一：大小分未統一,觀察
2026-08-09,824724,2026-08-10 01:35,2026-08-09T17:35:00Z,,,運動家 @ 波士頓紅襪,波士頓紅襪,大小分未統一,不推薦,波士頓紅襪,一致,無大小分盤口,-,無台灣運彩大小分盤口,,0.6004,,,,Scheduled,,整合方向未統一：大小分未統一,觀察
2026-08-09,823751,2026-08-10 02:10,2026-08-09T18:10:00Z,,,明尼蘇達雙城 @ 密爾瓦基釀酒人,密爾瓦基釀酒人,大小分未統一,不推薦,密爾瓦基釀酒人,一致,無大小分盤口,-,無台灣運彩大小分盤口,,0.5944,,,,Scheduled,,整合方向未統一：大小分未統一,觀察
2026-08-09,822862,2026-08-10 02:35,2026-08-09T18:35:00Z,,,巴爾的摩金鶯 @ 德州遊騎兵,德州遊騎兵,勝方與大小分未統一,不推薦,德州遊騎兵,一致,無大小分盤口,-,無台灣運彩大小分盤口,,0.5568,,,,Scheduled,,整合方向未統一：勝方與大小分未統一,觀察
2026-08-09,823835,2026-08-10 01:40,2026-08-09T17:40:00Z,,,洛杉磯天使 @ 邁阿密馬林魚,邁阿密馬林魚,大小分未統一,不推薦,邁阿密馬林魚,一致,無大小分盤口,-,無台灣運彩大小分盤口,,0.5514,,,,Scheduled,,整合方向未統一：大小分未統一,觀察
2026-08-09,823513,2026-08-10 01:35,2026-08-09T17:35:00Z,,,亞特蘭大勇士 @ 紐約洋基,紐約洋基,勝方與大小分未統一,不推薦,紐約洋基,一致,無大小分盤口,-,無台灣運彩大小分盤口,,0.5425,,,,Scheduled,,整合方向未統一：勝方與大小分未統一,觀察
2026-08-09,823425,2026-08-10 01:35,2026-08-09T17:35:00Z,,,多倫多藍鳥 @ 費城費城人,費城費城人,勝方與大小分未統一,不推薦,費城費城人,一致,無大小分盤口,-,無台灣運彩大小分盤口,,0.5401,,,,Scheduled,,整合方向未統一：勝方與大小分未統一,觀察
2026-08-09,824078,2026-08-10 02:10,2026-08-09T18:10:00Z,,,芝加哥小熊 @ 堪薩斯市皇家,芝加哥小熊,勝方與大小分未統一,不推薦,芝加哥小熊,一致,無大小分盤口,-,無台灣運彩大小分盤口,,0.5396,,,,Scheduled,,整合方向未統一：勝方與大小分未統一,觀察
2026-08-09,823268,2026-08-10 08:20,2026-08-10T00:20:00Z,,,休士頓太空人 @ 聖地牙哥教士,聖地牙哥教士,勝方與大小分未統一,不推薦,休士頓太空人,模型分歧,無大小分盤口,-,無台灣運彩大小分盤口,,0.5326,,,,Scheduled,,整合方向未統一：勝方與大小分未統一,觀察
2026-08-09,825050,2026-08-10 04:10,2026-08-09T20:10:00Z,,,洛杉磯道奇 @ 亞利桑那響尾蛇,洛杉磯道奇,勝方與大小分未統一,不推薦,亞利桑那響尾蛇,模型分歧,無大小分盤口,-,無台灣運彩大小分盤口,,0.5233,,,,Scheduled,,整合方向未統一：勝方與大小分未統一,觀察
2026-08-09,823104,2026-08-10 04:10,2026-08-09T20:10:00Z,,,坦帕灣光芒 @ 西雅圖水手,西雅圖水手,勝方與大小分未統一,不推薦,坦帕灣光芒,模型分歧,無大小分盤口,-,無台灣運彩大小分盤口,,0.517,,,,Scheduled,,整合方向未統一：勝方與大小分未統一,觀察
2026-08-09,824564,2026-08-10 02:10,2026-08-09T18:10:00Z,,,克里夫蘭守護者 @ 芝加哥白襪,芝加哥白襪,勝方與大小分未統一,不推薦,芝加哥白襪,一致,無大小分盤口,-,無台灣運彩大小分盤口,,0.5139,,,,Scheduled,,整合方向未統一：勝方與大小分未統一,觀察
2026-08-09,823345,2026-08-10 01:35,2026-08-09T17:35:00Z,,,紐約大都會 @ 匹茲堡海盜,匹茲堡海盜,勝方與大小分未統一,不推薦,匹茲堡海盜,一致,無大小分盤口,-,無台灣運彩大小分盤口,,0.5109,,,,Scheduled,,整合方向未統一：勝方與大小分未統一,觀察
2026-08-09,823190,2026-08-10 04:05,2026-08-09T20:05:00Z,,,底特律老虎 @ 舊金山巨人,底特律老虎,勝方與大小分未統一,不推薦,底特律老虎,一致,無大小分盤口,-,無台灣運彩大小分盤口,,0.5108,,,,Scheduled,,整合方向未統一：勝方與大小分未統一,觀察
2026-08-09,822700,2026-08-10 00:15,2026-08-09T16:15:00Z,,,辛辛那提紅人 @ 華盛頓國民,辛辛那提紅人,勝方與大小分未統一,不推薦,華盛頓國民,模型分歧,無大小分盤口,-,無台灣運彩大小分盤口,,0.5088,,,,Scheduled,,整合方向未統一：勝方與大小分未統一,觀察
