date,game_pk,game_time_tw,game_time_utc,sportsbook,captured_at_tw,matchup_zh,prediction_zh,unified_decision,unified_direction,score_pick_zh,score_alignment,monte_carlo_totals_pick_zh,official_totals_pick_zh,totals_alignment,moneyline,confidence,market_implied_prob,edge,unit,status,settlement,skip_reason,ticket_tier
2026-08-19,824318,2026-08-20 08:40,2026-08-20T00:40:00Z,,,洛杉磯道奇 @ 科羅拉多洛磯,洛杉磯道奇,大小分未統一,不推薦,洛杉磯道奇,一致,無大小分盤口,-,無台灣運彩大小分盤口,,0.6199,,,,Scheduled,,整合方向未統一：大小分未統一,觀察
2026-08-19,824640,2026-08-20 02:20,2026-08-19T18:20:00Z,,,芝加哥白襪 @ 芝加哥小熊,芝加哥小熊,大小分未統一,不推薦,芝加哥小熊,一致,無大小分盤口,-,無台灣運彩大小分盤口,,0.569,,,,Scheduled,,整合方向未統一：大小分未統一,觀察
2026-08-19,823748,2026-08-20 07:40,2026-08-19T23:40:00Z,,,西雅圖水手 @ 密爾瓦基釀酒人,密爾瓦基釀酒人,大小分未統一,不推薦,密爾瓦基釀酒人,一致,無大小分盤口,-,無台灣運彩大小分盤口,,0.5676,,,,Scheduled,,整合方向未統一：大小分未統一,觀察
2026-08-19,824155,2026-08-20 08:10,2026-08-20T00:10:00Z,,,洛杉磯天使 @ 休士頓太空人,休士頓太空人,大小分未統一,不推薦,休士頓太空人,一致,無大小分盤口,-,無台灣運彩大小分盤口,,0.5652,,,,Scheduled,,整合方向未統一：大小分未統一,觀察
2026-08-19,822860,2026-08-20 08:05,2026-08-20T00:05:00Z,,,華盛頓國民 @ 德州遊騎兵,德州遊騎兵,勝方與大小分未統一,不推薦,華盛頓國民,模型分歧,無大小分盤口,-,無台灣運彩大小分盤口,,0.5603,,,,Scheduled,,整合方向未統一：勝方與大小分未統一,觀察
2026-08-19,823424,2026-08-20 06:05,2026-08-19T22:05:00Z,,,邁阿密馬林魚 @ 費城費城人,費城費城人,勝方與大小分未統一,不推薦,費城費城人,一致,無大小分盤口,-,無台灣運彩大小分盤口,,0.5571,,,,Scheduled,,整合方向未統一：勝方與大小分未統一,觀察
2026-08-19,824722,2026-08-20 04:10,2026-08-19T20:10:00Z,,,亞利桑那響尾蛇 @ 波士頓紅襪,波士頓紅襪,勝方與大小分未統一,不推薦,波士頓紅襪,一致,無大小分盤口,-,無台灣運彩大小分盤口,,0.5537,,,,Scheduled,,整合方向未統一：勝方與大小分未統一,觀察
2026-08-19,824076,2026-08-20 07:40,2026-08-19T23:40:00Z,,,運動家 @ 堪薩斯市皇家,堪薩斯市皇家,勝方與大小分未統一,不推薦,堪薩斯市皇家,一致,無大小分盤口,-,無台灣運彩大小分盤口,,0.5485,,,,Scheduled,,整合方向未統一：勝方與大小分未統一,觀察
2026-08-19,824801,2026-08-20 06:35,2026-08-19T22:35:00Z,,,紐約洋基 @ 巴爾的摩金鶯,紐約洋基,勝方與大小分未統一,不推薦,紐約洋基,一致,無大小分盤口,-,無台灣運彩大小分盤口,,0.5462,,,,Scheduled,,整合方向未統一：勝方與大小分未統一,觀察
2026-08-19,822937,2026-08-20 06:40,2026-08-19T22:40:00Z,,,多倫多藍鳥 @ 坦帕灣光芒,坦帕灣光芒,勝方與大小分未統一,不推薦,坦帕灣光芒,一致,無大小分盤口,-,無台灣運彩大小分盤口,,0.5297,,,,Scheduled,,整合方向未統一：勝方與大小分未統一,觀察
2026-08-19,824394,2026-08-20 06:40,2026-08-19T22:40:00Z,,,舊金山巨人 @ 克里夫蘭守護者,克里夫蘭守護者,勝方與大小分未統一,不推薦,克里夫蘭守護者,一致,無大小分盤口,-,無台灣運彩大小分盤口,,0.5226,,,,Scheduled,,整合方向未統一：勝方與大小分未統一,觀察
2026-08-19,823664,2026-08-20 01:40,2026-08-19T17:40:00Z,,,亞特蘭大勇士 @ 明尼蘇達雙城,亞特蘭大勇士,勝方與大小分未統一,不推薦,亞特蘭大勇士,一致,無大小分盤口,-,無台灣運彩大小分盤口,,0.5215,,,,Scheduled,,整合方向未統一：勝方與大小分未統一,觀察
2026-08-19,824476,2026-08-20 06:40,2026-08-19T22:40:00Z,,,聖路易紅雀 @ 辛辛那提紅人,辛辛那提紅人,勝方與大小分未統一,不推薦,聖路易紅雀,模型分歧,無大小分盤口,-,無台灣運彩大小分盤口,,0.5195,,,,Scheduled,,整合方向未統一：勝方與大小分未統一,觀察
2026-08-19,823342,2026-08-20 00:35,2026-08-19T16:35:00Z,,,底特律老虎 @ 匹茲堡海盜,底特律老虎,勝方與大小分未統一,不推薦,底特律老虎,一致,無大小分盤口,-,無台灣運彩大小分盤口,,0.5118,,,,Scheduled,,整合方向未統一：勝方與大小分未統一,觀察
2026-08-19,823587,2026-08-20 01:10,2026-08-19T17:10:00Z,,,聖地牙哥教士 @ 紐約大都會,紐約大都會,勝方與大小分未統一,不推薦,聖地牙哥教士,模型分歧,無大小分盤口,-,無台灣運彩大小分盤口,,0.5054,,,,Scheduled,,整合方向未統一：勝方與大小分未統一,觀察
