date,game_pk,game_time_tw,game_time_utc,sportsbook,captured_at_tw,matchup_zh,prediction_zh,unified_decision,unified_direction,score_pick_zh,score_alignment,monte_carlo_totals_pick_zh,official_totals_pick_zh,totals_alignment,moneyline,confidence,market_implied_prob,edge,unit,status,settlement,skip_reason,ticket_tier
2026-07-25,823758,2026-07-26 07:10,2026-07-25T23:10:00Z,,,科羅拉多洛磯 @ 密爾瓦基釀酒人,密爾瓦基釀酒人,大小分未統一,不推薦,密爾瓦基釀酒人,一致,大分,大分,等待官方打線,,0.672,,,,Scheduled,,整合方向未統一：大小分未統一,觀察
2026-07-25,823197,2026-07-26 04:05,2026-07-25T20:05:00Z,,,洛杉磯天使 @ 舊金山巨人,舊金山巨人,勝方與大小分未統一,不推薦,舊金山巨人,一致,大分,大分,等待官方打線,,0.5574,,,,Scheduled,,整合方向未統一：勝方與大小分未統一,觀察
2026-07-25,824244,2026-07-26 01:10,2026-07-25T17:10:00Z,,,堪薩斯市皇家 @ 底特律老虎,底特律老虎,勝方與大小分未統一,不推薦,底特律老虎,一致,大分,大分,等待官方打線,,0.556,,,,Scheduled,,整合方向未統一：勝方與大小分未統一,觀察
2026-07-25,824734,2026-07-26 04:10,2026-07-25T20:10:00Z,,,多倫多藍鳥 @ 波士頓紅襪,波士頓紅襪,勝方與大小分未統一,不推薦,波士頓紅襪,一致,小分,大分,等待官方打線,,0.5472,,,,Scheduled,,整合方向未統一：勝方與大小分未統一,觀察
2026-07-25,822948,2026-07-26 06:10,2026-07-25T22:10:00Z,,,克里夫蘭守護者 @ 坦帕灣光芒,坦帕灣光芒,勝方與大小分未統一,不推薦,坦帕灣光芒,一致,大分,大分,等待官方打線,,0.5378,,,,Scheduled,,整合方向未統一：勝方與大小分未統一,觀察
2026-07-25,823679,2026-07-26 07:10,2026-07-25T23:10:00Z,,,運動家 @ 明尼蘇達雙城,明尼蘇達雙城,勝方與大小分未統一,不推薦,明尼蘇達雙城,一致,大分,大分,等待官方打線,,0.5345,,,,Scheduled,,整合方向未統一：勝方與大小分未統一,觀察
2026-07-25,823600,2026-07-26 07:15,2026-07-25T23:15:00Z,,,洛杉磯道奇 @ 紐約大都會,洛杉磯道奇,勝方與大小分未統一,不推薦,洛杉磯道奇,一致,大分,大分,等待官方打線,,0.5326,,,,Scheduled,,整合方向未統一：勝方與大小分未統一,觀察
2026-07-25,824811,2026-07-26 07:05,2026-07-25T23:05:00Z,,,亞特蘭大勇士 @ 巴爾的摩金鶯,亞特蘭大勇士,勝方與大小分未統一,不推薦,亞特蘭大勇士,一致,大分,大分,等待官方打線,,0.5218,,,,Scheduled,,整合方向未統一：勝方與大小分未統一,觀察
2026-07-25,823355,2026-07-26 06:40,2026-07-25T22:40:00Z,,,芝加哥小熊 @ 匹茲堡海盜,芝加哥小熊,勝方與大小分未統一,不推薦,芝加哥小熊,一致,大分,大分,等待官方打線,,0.5201,,,,Scheduled,,整合方向未統一：勝方與大小分未統一,觀察
2026-07-25,822704,2026-07-26 04:05,2026-07-25T20:05:00Z,,,亞利桑那響尾蛇 @ 華盛頓國民,亞利桑那響尾蛇,勝方與大小分未統一,不推薦,華盛頓國民,模型分歧,大分,大分,等待官方打線,,0.515,,,,Scheduled,,整合方向未統一：勝方與大小分未統一,觀察
2026-07-25,822869,2026-07-26 07:15,2026-07-25T23:15:00Z,,,西雅圖水手 @ 德州遊騎兵,德州遊騎兵,勝方與大小分未統一,不推薦,西雅圖水手,模型分歧,大分,大分,等待官方打線,,0.5132,,,,Scheduled,,整合方向未統一：勝方與大小分未統一,觀察
2026-07-25,824571,2026-07-26 07:10,2026-07-25T23:10:00Z,,,休士頓太空人 @ 芝加哥白襪,芝加哥白襪,勝方與大小分未統一,不推薦,芝加哥白襪,一致,大分,大分,等待官方打線,,0.5129,,,,Scheduled,,整合方向未統一：勝方與大小分未統一,觀察
2026-07-25,823027,2026-07-26 07:15,2026-07-25T23:15:00Z,,,辛辛那提紅人 @ 聖路易紅雀,聖路易紅雀,勝方與大小分未統一,不推薦,聖路易紅雀,一致,大分,大分,等待官方打線,,0.5116,,,,Scheduled,,整合方向未統一：勝方與大小分未統一,觀察
2026-07-25,823841,2026-07-26 04:10,2026-07-25T20:10:00Z,,,聖地牙哥教士 @ 邁阿密馬林魚,聖地牙哥教士,勝方與大小分未統一,不推薦,邁阿密馬林魚,模型分歧,大分,大分,等待官方打線,,0.5063,,,,Scheduled,,整合方向未統一：勝方與大小分未統一,觀察
2026-07-25,823435,2026-07-26 06:05,2026-07-25T22:05:00Z,,,紐約洋基 @ 費城費城人,紐約洋基,勝方與大小分未統一,不推薦,費城費城人,模型分歧,大分,大分,等待官方打線,,0.5023,,,,Scheduled,,整合方向未統一：勝方與大小分未統一,觀察
